ID,Status,Uptime,Country,Location,Ships,Distinct,,,,,,,,,,,
2973,,"100,00 %", United States of America,Savannah GA,50,1,,,,,,,,,,,
3598,,"100,00 %", Australia,Tasmania,50,1,,,,,,,,,,,
3043,,"0,00 %", Monaco,Monaco,50,32,,,,,,,,,,,
2340,,"100,00 %", Spain,Valencia,50,0,,,,,,,,,,,
3749,,"100,00 %", Sweden,Enskede,50,0,,,,,,,,,,,
3007,,"100,00 %", Netherlands,Maarssen,50,7,,,,,,,,,,,
3654,,"100,00 %", United Kingdom,Portsmouth,50,0,,,,,,,,,,,
3827,,"89,00 %", Taiwan (Province of China),Keelung,50,50,,,,,,,,,,,
2130,,"100,00 %", United Kingdom,Sheerness,50,0,,,,,,,,,,,
3658,,"99,00 %", United States of America,Cape May,49,43,,,,,,,,,,,
2967,,"100,00 %", United Kingdom,Birkenhead,49,0,,,,,,,,,,,
3410,,"100,00 %", Japan,Aomori,49,41,,,,,,,,,,,
2739,,"100,00 %", Australia,Townsville,49,12,,,,,,,,,,,
2584,,"99,00 %", Germany,Rendsburg,49,32,,,,,,,,,,,
3075,,"92,00 %", Slovenia,Colomban,49,3,,,,,,,,,,,
2304,,"100,00 %", Sweden,Ingarostrand,49,1,,,,,,,,,,,
2867,,"100,00 %", Finland,Vantaa,49,4,,,,,,,,,,,
2627,,"100,00 %", United States of America,Groton CT,48,24,,,,,,,,,,,
2191,,"100,00 %", United Kingdom,Aberdeen,48,35,,,,,,,,,,,
2654,,"100,00 %", Guernsey,St Martin,48,33,,,,,,,,,,,
2625,,"99,00 %", Netherlands,Sint Anne,48,4,,,,,,,,,,,
2938,,"100,00 %", Russian Federation,Sakhalin,48,48,,,,,,,,,,,
3543,,"97,00 %", Canada,Halifax,47,8,,,,,,,,,,,
3456,,"39,00 %", Japan,Hakodate,47,39,,,,,,,,,,,
3221,,"100,00 %", United States of America,Mill Valley, CA,47,,,,,,,,,,,
2471,,"100,00 %", France,UBS-Vannes,47,0,,,,,,,,,,,
3419,,"100,00 %", United States of America,Cambridge, MA,46,,,,,,,,,,,
2661,,"97,00 %", Netherlands,Amersfoort,46,14,,,,,,,,,,,
3278,,"100,00 %", United States of America,Maryland,46,0,,,,,,,,,,,
2801,,"100,00 %", France,Boulogne-sur-Mer,46,42,,,,,,,,,,,
2993,,"100,00 %", Thailand,Samut Prakan,46,38,,,,,,,,,,,
2107,,"100,00 %", Brazil,Santos,46,46,,,,,,,,,,,
2428,,"100,00 %", France,Le Havre,45,0,,,,,,,,,,,
3166,,"100,00 %", Netherlands,Zaandam,45,0,,,,,,,,,,,
2023,,"100,00 %", United States of America,Baltimore, Maryland,45,,,,,,,,,,,
2079,,"100,00 %", Canada,Halifax,45,6,,,,,,,,,,,
2398,,"100,00 %", Germany,Berlin,45,0,,,,,,,,,,,
2428,,"100,00 %", France,Le Havre,45,0,,,,,,,,,,,
2750,,"100,00 %", United States of America,Stevensville, MD,44,,,,,,,,,,,
2952,,"100,00 %", Germany,Hamburg,44,0,,,,,,,,,,,
3202,,"100,00 %", Hong Kong,Tsuen Wan,44,1,,,,,,,,,,,
2805,,"100,00 %", Germany,Norderney,44,37,,,,,,,,,,,
2885,,"100,00 %", United Kingdom,Hartlepool,43,43,,,,,,,,,,,
2861,,"98,00 %", Germany,Karlsruhe,43,38,,,,,,,,,,,
2713,,"72,00 %", United Kingdom,Scotland, Greenock,43,,,,,,,,,,,
2925,,"99,00 %", Australia,Elizabeth,43,7,,,,,,,,,,,
2285,,"34,00 %", Canada,Vancouver,43,0,,,,,,,,,,,
2447,,"100,00 %", United Kingdom,Rochester,43,1,,,,,,,,,,,
2522,,"100,00 %", France,Port de Bouc,43,43,,,,,,,,,,,
2453,,"100,00 %", Norway,Kristiansand,43,11,,,,,,,,,,,
2060,,"100,00 %", United Kingdom,Solent,42,1,,,,,,,,,,,
2198,,"100,00 %", Norway,Kristiansund,42,0,,,,,,,,,,,
3822,,"100,00 %", Canada,Calgary,42,15,,,,,,,,,,,
2669,,"100,00 %", Cyprus,Limaasol,42,1,,,,,,,,,,,
3549,,"86,00 %", Norway,Mehamn,42,41,,,,,,,,,,,
2333,,"100,00 %", United Kingdom,Worldwide,41,23,,,,,,,,,,,
2819,,"100,00 %", Unknown,Roaming station,41,4,,,,,,,,,,,
2205,,"100,00 %", Portugal,Silves,41,15,,,,,,,,,,,
2351,,"100,00 %", Netherlands,Goes,41,1,,,,,,,,,,,
3241,,"100,00 %", Morocco,Casablanca,41,41,,,,,,,,,,,
2800,,"100,00 %", United States of America,San Francisco,41,0,,,,,,,,,,,
3616,,"100,00 %", Netherlands,Vlissingen,41,0,,,,,,,,,,,
3841,,"100,00 %", France,Brest,41,0,,,,,,,,,,,
3179,,"100,00 %", Denmark,Aarhus,41,9,,,,,,,,,,,
2143,,"95,00 %", Netherlands,Sliedrecht,40,19,,,,,,,,,,,
2046,,"100,00 %", Portugal,Faial Island,40,14,,,,,,,,,,,
3727,,"100,00 %", United States of America,Boston, MA,39,,,,,,,,,,,
2818,,"100,00 %", United States of America,Hawaii, Kailua,39,,,,,,,,,,,
2504,,"100,00 %", Malaysia,Kota Kinabalu,39,39,,,,,,,,,,,
3083,,"97,00 %", Canada,New Westminster,39,0,,,,,,,,,,,
2509,,"100,00 %", Portugal,Matosinhos,39,2,,,,,,,,,,,
3998,,"71,00 %", Faroe Islands,Tórshavn,38,38,,,,,,,,,,,
3054,,"100,00 %", Finland,Turku,38,0,,,,,,,,,,,
2300,,"99,00 %", Belgium,Antwerp Harbour 1,38,2,,,,,,,,,,,
3217,,"100,00 %", United States of America,Seattle, WA,38,,,,,,,,,,,
3200,,"100,00 %", Norway,Bergen / Nygårdshøyden,38,6,,,,,,,,,,,
2778,,"100,00 %", Norway,Tromsø,38,0,,,,,,,,,,,
2415,,"100,00 %", France,Brest,38,0,,,,,,,,,,,
2928,,"100,00 %", Norway,Hammerfest,37,14,,,,,,,,,,,
3300,,"100,00 %", Norway,Bodø,37,1,,,,,,,,,,,
2266,,"93,00 %", Sweden,Sodersvik,37,13,,,,,,,,,,,
2864,,"100,00 %", Canada,Victoria,37,9,,,,,,,,,,,
2749,,"100,00 %", France,Carnon,37,37,,,,,,,,,,,
3233,,"100,00 %", United Kingdom,Roaming station,36,36,,,,,,,,,,,
2175,,"100,00 %", Germany,Berlin Rummelsburg,36,2,,,,,,,,,,,
2887,,"100,00 %", Sweden,Djurhamn,36,10,,,,,,,,,,,
2761,,"100,00 %", Netherlands,Huissen,36,2,,,,,,,,,,,
2209,,"100,00 %", France,Saint-Malo,36,36,,,,,,,,,,,
2240,,"99,00 %", Spain,Vilanova i la Geltru,36,5,,,,,,,,,,,
3862,,"99,00 %", Australia,Tea Tree Gully,36,0,,,,,,,,,,,
2287,,"100,00 %", Netherlands,Rosmalen,35,10,,,,,,,,,,,
3215,,"100,00 %", Belgium,Antwerp,35,0,,,,,,,,,,,
3710,,"99,00 %", Portugal,Maia,35,6,,,,,,,,,,,
2525,,"100,00 %", Italy,Meta (Naples),35,35,,,,,,,,,,,
2765,,"100,00 %", France,Guipavas,35,1,,,,,,,,,,,
3488,,"100,00 %", Australia,Parramatta,35,0,,,,,,,,,,,
3853,,"100,00 %", Mauritius,Port Louis,35,35,,,,,,,,,,,
3764,,"100,00 %", United States of America,Burlington KY,34,34,,,,,,,,,,,
2847,,"100,00 %", Sweden,Stockholm,34,0,,,,,,,,,,,
3819,,"83,00 %", United States of America,Bahamas,34,6,,,,,,,,,,,
3090,,"93,00 %", South Africa,Umhlanga,34,0,,,,,,,,,,,
2190,,"99,00 %", Finland,Ekenas,34,30,,,,,,,,,,,
3370,,"100,00 %", Norway,Bodo,34,0,,,,,,,,,,,
3582,,"100,00 %", United States of America,Charleston,34,18,,,,,,,,,,,
2485,,"100,00 %", Slovakia,Miloslavov,33,30,,,,,,,,,,,
3232,,"100,00 %", Germany,Cologne,33,0,,,,,,,,,,,
3256,,"100,00 %", United Kingdom,Bangor,32,19,,,,,,,,,,,
3356,,"100,00 %", United Kingdom,Musselburgh,32,1,,,,,,,,,,,
2367,,"100,00 %", Spain,Sant Carles de la Rapita,32,32,,,,,,,,,,,
3746,,"100,00 %", Germany,Wernsdorf,32,2,,,,,,,,,,,
2037,,"96,00 %", France,France,32,9,,,,,,,,,,,
2943,,"100,00 %", New Zealand,Auckland,32,29,,,,,,,,,,,
2611,,"100,00 %", New Zealand,Tauranga,32,2,,,,,,,,,,,
2882,,"100,00 %", United States of America,Roaming station,31,18,,,,,,,,,,,
2400,,"100,00 %", Denmark,Norresundby,31,29,,,,,,,,,,,
3251,,"100,00 %", United States of America,Palmetto, FL,31,,,,,,,,,,,
2904,,"100,00 %", Netherlands,Wezep,31,3,,,,,,,,,,,
3291,,"100,00 %", Greece,Peraia,31,16,,,,,,,,,,,
2773,,"71,00 %", Spain,Burriana,31,27,,,,,,,,,,,
3753,,"100,00 %", Germany,Minden,31,31,,,,,,,,,,,
2251,,"99,00 %", Netherlands,Maasbommel,30,2,,,,,,,,,,,
3211,,"100,00 %", New Zealand,Auckland,30,0,,,,,,,,,,,
2595,,"100,00 %", Germany,Bremen,30,0,,,,,,,,,,,
2179,,"100,00 %", New Zealand,Roaming station,30,0,,,,,,,,,,,
2693,,"100,00 %", France,Roaming station,30,0,,,,,,,,,,,
2345,,"100,00 %", Unknown,Multiple AIS stations,30,0,,,,,,,,,,,
3159,,"100,00 %", Netherlands,Gendt,30,2,,,,,,,,,,,
2798,,"100,00 %", Austria,Linz,30,6,,,,,,,,,,,
2917,,"100,00 %", France,Brest,30,0,,,,,,,,,,,
3095,,"94,00 %", Poland,Szczecin,30,0,,,,,,,,,,,
2647,,"100,00 %", United Kingdom,Edinburgh,30,3,,,,,,,,,,,
3220,,"94,00 %", Poland,Szczecin, Dąbie,29,,,,,,,,,,,
3036,,"99,00 %", Greece,Piraeus,29,0,,,,,,,,,,,
3102,,"100,00 %", Greece,Athens,29,0,,,,,,,,,,,
3268,,"100,00 %", Netherlands,The Hague,29,0,,,,,,,,,,,
3226,,"94,00 %", Poland,Szczecin,29,0,,,,,,,,,,,
3220,,"94,00 %", Poland,Szczecin, Dąbie,29,,,,,,,,,,,
3036,,"99,00 %", Greece,Piraeus,29,0,,,,,,,,,,,
2656,,"100,00 %", Italy,Cagliari,29,29,,,,,,,,,,,
3115,,"100,00 %", Denmark,Skoedstrup,29,5,,,,,,,,,,,
2297,,"100,00 %", United Kingdom,Great Yarmouth,28,25,,,,,,,,,,,
2132,,"100,00 %", South Africa,Durban,28,1,,,,,,,,,,,
2255,,"100,00 %", Cyprus,Limassol,28,0,,,,,,,,,,,
3460,,"97,00 %", United States of America,Everett, Washington,28,,,,,,,,,,,
3076,,"100,00 %", France,Hegenheim,28,17,,,,,,,,,,,
2629,,"100,00 %", United States of America,Monterey, CA,28,,,,,,,,,,,
2723,,"89,00 %", United States of America,Cosmopolis,28,19,,,,,,,,,,,
3186,,"100,00 %", United Kingdom,Newlyn,27,27,,,,,,,,,,,
2759,,"100,00 %", Germany,Bruehl-Baden,27,10,,,,,,,,,,,
2311,,"100,00 %", Germany,Leer,27,23,,,,,,,,,,,
2746,,"100,00 %", Austria,Leonding,27,3,,,,,,,,,,,
2346,,"100,00 %", Netherlands,Amsterdam,27,0,,,,,,,,,,,
2377,,"100,00 %", United Kingdom,Poole,27,17,,,,,,,,,,,
2524,,"100,00 %", Cyprus,Limassol,27,2,,,,,,,,,,,
2551,,"100,00 %", Germany,Elbe River, Drochtersen,27,,,,,,,,,,,
2140,,"100,00 %", Netherlands,Rotterdam,26,0,,,,,,,,,,,
2217,,"100,00 %", Italy,Taranto,26,26,,,,,,,,,,,
3471,,"98,00 %", Sweden,Wik-Inn Marina,26,16,,,,,,,,,,,
2376,,"100,00 %", Unknown,Roaming Station,26,26,,,,,,,,,,,
2477,,"100,00 %", United Kingdom,Humber Dock,26,4,,,,,,,,,,,
3248,,"25,00 %", United Kingdom,Kent,26,3,,,,,,,,,,,
3375,,"100,00 %", Spain,Santander,26,26,,,,,,,,,,,
3238,,"100,00 %", Canada,East Point Saturna Island,26,0,,,,,,,,,,,
2730,,"100,00 %", Indonesia,Kota Kupang,26,25,,,,,,,,,,,
3071,,"76,00 %", Mexico,Gulf of California,25,19,,,,,,,,,,,
2507,,"100,00 %", Mexico,Nuevo Vallarta, Nayarit,25,,,,,,,,,,,
2937,,"100,00 %", France,Rivedoux-Plage,25,0,,,,,,,,,,,
2628,,"100,00 %", Sweden,Nyköping,25,6,,,,,,,,,,,
2678,,"98,00 %", Netherlands,Beverwijk,25,0,,,,,,,,,,,
3441,,"97,00 %", Netherlands, ,24,5,,,,,,,,,,,
2969,,"100,00 %", United States of America,Clifton,24,4,,,,,,,,,,,
2319,,"100,00 %", Sweden,Stockholm,24,0,,,,,,,,,,,
2312,,"100,00 %", United Kingdom,Bristol,24,4,,,,,,,,,,,
3371,,"94,00 %", Spain,Sanlúcar de Barrameda,24,24,,,,,,,,,,,
2259,,"100,00 %", Colombia,Salgar,24,4,,,,,,,,,,,
2996,,"100,00 %", Greece,Nea Erithrea,24,0,,,,,,,,,,,
2561,,"100,00 %", Germany,Bremerhaven,24,1,,,,,,,,,,,
2183,,"100,00 %", Portugal,Lisbon,24,7,,,,,,,,,,,
2370,,"60,00 %", Trinidad and Tobago,Chaguaramas,24,23,,,,,,,,,,,
3427,,"100,00 %", Australia,Lemon Tree Passage,24,1,,,,,,,,,,,
3015,,"86,00 %", Indonesia,Balikpapan, East Kalimantan,24,,,,,,,,,,,
2558,,"100,00 %", United Kingdom,Gelliswick,23,23,,,,,,,,,,,
2385,,"99,00 %", Portugal,Porto,23,0,,,,,,,,,,,
3021,,"100,00 %", Netherlands,Echteld,23,1,,,,,,,,,,,
2560,,"96,00 %", Netherlands,Urk,23,0,,,,,,,,,,,
2855,,"100,00 %", United States of America,Brunswick,23,16,,,,,,,,,,,
2390,,"100,00 %", United States of America,Shelton Washington,23,1,,,,,,,,,,,
2385,,"99,00 %", Portugal,Porto,23,0,,,,,,,,,,,
2985,,"100,00 %", Germany,Heilbronn,23,9,,,,,,,,,,,
2299,,"100,00 %", France,Locmalo, Port-Louis,22,,,,,,,,,,,
2972,,"100,00 %", United States of America,San Francisco,22,0,,,,,,,,,,,
2092,,"100,00 %", Portugal,Lisbon,22,2,,,,,,,,,,,
3409,,"85,00 %", Germany,Hamburg,22,0,,,,,,,,,,,
2417,,"100,00 %", Japan,Wakayama Port,22,12,,,,,,,,,,,
3621,,"78,00 %", Australia,Kettering,22,14,,,,,,,,,,,
3429,,"100,00 %", Netherlands,Terneuzen,22,0,,,,,,,,,,,
3913,,"100,00 %", Germany,Simonsberg,22,22,,,,,,,,,,,
2567,,"71,00 %", United Kingdom,Plymouth,22,0,,,,,,,,,,,
2317,,"37,00 %", Canada,Maple Bay,22,0,,,,,,,,,,,
2329,,"100,00 %", United States of America,Riverton,22,7,,,,,,,,,,,
2539,,"90,00 %", Canada,Noth Vancouver,22,0,,,,,,,,,,,
2639,,"92,00 %", Spain,Calonge,22,20,,,,,,,,,,,
3575,,"86,00 %", Spain,Huelva,22,22,,,,,,,,,,,
2707,,"100,00 %", United States of America,Hampton, VA,22,,,,,,,,,,,
2777,,"100,00 %", United Kingdom,Southampton,22,0,,,,,,,,,,,
2865,,"100,00 %", Germany,Frankfurt,21,10,,,,,,,,,,,
2263,,"100,00 %", United Kingdom,Wigan,21,0,,,,,,,,,,,
3319,,"100,00 %", Canada,Toronto,21,1,,,,,,,,,,,
2257,,"100,00 %", Japan,Shimizu,21,21,,,,,,,,,,,
2837,,"100,00 %", United Kingdom,Oldcroft,21,1,,,,,,,,,,,
2445,,"100,00 %", New Zealand,Roaming station,21,0,,,,,,,,,,,
2337,,"100,00 %", Brazil,Florianopolis,21,20,,,,,,,,,,,
2104,,"100,00 %", Denmark,Gershøj,21,1,,,,,,,,,,,
3318,,"100,00 %", Spain,Getxo,21,21,,,,,,,,,,,
2890,,"100,00 %", Canada,Montreal,21,4,,,,,,,,,,,
3478,,"100,00 %", United Kingdom,Canvey Island,21,0,,,,,,,,,,,
2751,,"100,00 %", Netherlands,Grootegast,21,7,,,,,,,,,,,
2780,,"96,00 %", New Zealand,Christchurch,21,0,,,,,,,,,,,
3493,,"100,00 %", South Africa,Gordon's Bay,20,5,,,,,,,,,,,
2830,,"100,00 %", New Zealand,Wellington,20,0,,,,,,,,,,,
2514,,"100,00 %", United Kingdom,Lochgelly,20,0,,,,,,,,,,,
2934,,"78,00 %", French Polynesia,Tahiti,20,20,,,,,,,,,,,
2348,,"88,00 %", Chile,Viña del Mar,20,14,,,,,,,,,,,
3465,,"98,00 %", Spain,Fuengirola,20,14,,,,,,,,,,,
2436,,"100,00 %", United States of America,Treehouse, Virgin Islands,20,,,,,,,,,,,
3485,,"100,00 %", Greece,Patra,20,20,,,,,,,,,,,
3222,,"87,00 %", Spain,La Coruña,20,9,,,,,,,,,,,
3918,,"100,00 %", Georgia,Batumi,20,20,,,,,,,,,,,
2688,,"100,00 %", Germany,Lübeck,20,20,,,,,,,,,,,
2822,,"97,00 %", India,Visakhapatnam,20,20,,,,,,,,,,,
2784,,"22,00 %", Germany,Emden,0,0,,,,,,,,,,,
3242,,"99,00 %", Norway,Haugesund,19,2,,,,,,,,,,,
2570,,"100,00 %", Germany,Kiel-Suchsdorf,19,0,,,,,,,,,,,
3348,,"100,00 %", Portugal,Coimbra,19,6,,,,,,,,,,,
3242,,"99,00 %", Norway,Haugesund,19,2,,,,,,,,,,,
2275,,"100,00 %", France,Lorient,19,1,,,,,,,,,,,
2050,,"100,00 %", Estonia,Tallinn,19,3,,,,,,,,,,,
2793,,"100,00 %", Germany,Wismar,19,4,,,,,,,,,,,
2811,,"100,00 %", Estonia,Tallinn,19,5,,,,,,,,,,,
2515,,"100,00 %", United Kingdom,Lyme Regis,18,12,,,,,,,,,,,
2454,,"85,00 %", Viet Nam,Ho Chi Minh City,18,18,,,,,,,,,,,
2520,,"99,00 %", Austria,Vienna,18,15,,,,,,,,,,,
2562,,"100,00 %", Norway,Brostadbotn,18,17,,,,,,,,,,,
2017,,"100,00 %", Canada,Corner Brook,18,18,,,,,,,,,,,
3146,,"100,00 %", United Kingdom,London,18,0,,,,,,,,,,,
2915,,"100,00 %", Netherlands,Amersfoort,17,0,,,,,,,,,,,
3755,,"100,00 %", Germany,Woltersdorf,17,2,,,,,,,,,,,
3627,,"100,00 %", Netherlands,Druten,17,0,,,,,,,,,,,
2085,,"100,00 %", Ireland,Kinsale,17,6,,,,,,,,,,,
2939,,"98,00 %", Austria,Loimersdorf,17,11,,,,,,,,,,,
2197,,"91,00 %", United States of America,Warwick, Rhode Island,17,,,,,,,,,,,
3121,,"100,00 %", Finland,Mariehamn,17,14,,,,,,,,,,,
3189,,"100,00 %", Canada,Vancouver - Fraser River,17,0,,,,,,,,,,,
2508,,"100,00 %", Germany,Neckarwestheim,17,5,,,,,,,,,,,
2316,,"100,00 %", Guernsey,Guernsey,17,2,,,,,,,,,,,
2588,,"100,00 %", Netherlands,The Hague,17,0,,,,,,,,,,,
2691,,"100,00 %", Netherlands,Utrecht,17,0,,,,,,,,,,,
2876,,"98,00 %", Indonesia,Batang,17,4,,,,,,,,,,,
2732,,"91,00 %", United Kingdom,Rosneath,17,0,,,,,,,,,,,
2827,,"100,00 %", United States of America,Key Largo,17,17,,,,,,,,,,,
3281,,"100,00 %", United Kingdom,Felixstowe / Harwich / Mistley,17,0,,,,,,,,,,,
3367,,"100,00 %", Qatar,Doha,16,16,,,,,,,,,,,
2022,,"100,00 %", Japan,Hamamatsu Hamana,16,16,,,,,,,,,,,
3128,,"80,00 %", Sweden,Malmö,16,3,,,,,,,,,,,
2572,,"100,00 %", France,Mandelieu La Napoule,16,0,,,,,,,,,,,
2208,,"100,00 %", Germany,Mannheim,16,3,,,,,,,,,,,
2320,,"100,00 %", France,Brest,16,0,,,,,,,,,,,
2184,,"71,00 %", Cyprus,Larnaca,16,16,,,,,,,,,,,
2427,,"99,00 %", Mexico,Cozumel,16,0,,,,,,,,,,,
2442,,"80,00 %", Canada,Montreal,16,0,,,,,,,,,,,
2496,,"100,00 %", United Kingdom,London,16,0,,,,,,,,,,,
2889,,"99,00 %", Russian Federation,Moscow,16,16,,,,,,,,,,,
2506,,"94,00 %", Norway,Lista,16,0,,,,,,,,,,,
2921,,"100,00 %", Netherlands,Zeist,16,0,,,,,,,,,,,
2055,,"100,00 %", United Kingdom,London & Poole,16,0,,,,,,,,,,,
3126,,"100,00 %", United States of America,Mililani, HI,16,,,,,,,,,,,
2521,,"100,00 %", Italy,Gela,16,15,,,,,,,,,,,
3378,,"100,00 %", United States of America,Canada, Redwood City,16,,,,,,,,,,,
2585,,"100,00 %", United States of America,Seattle, WA,16,,,,,,,,,,,
2232,,"100,00 %", Portugal,Porto,16,6,,,,,,,,,,,
3052,,"100,00 %", Norway,Sandvika,16,0,,,,,,,,,,,
3204,,"100,00 %", Canada,Ontario, Burlington,16,,,,,,,,,,,
2772,,"100,00 %", United States of America,San Diego Web Cam (PLE),16,3,,,,,,,,,,,
3378,,"100,00 %", United States of America,Canada, Redwood City,16,,,,,,,,,,,
2308,,"100,00 %", United States of America,Jupiter, FL,15,,,,,,,,,,,
2444,,"100,00 %", United States of America,Roaming station,15,4,,,,,,,,,,,
2019,,"100,00 %", Canada,Victoria, BC,15,,,,,,,,,,,
2207,,"100,00 %", Germany,Wismar,15,2,,,,,,,,,,,
2497,,"100,00 %", Netherlands,Warmond,15,2,,,,,,,,,,,
2583,,"100,00 %", United Kingdom,Broadford,15,3,,,,,,,,,,,
2245,,"100,00 %", Australia,Tasmania,15,2,,,,,,,,,,,
2069,,"100,00 %", Portugal,Albufeira,15,13,,,,,,,,,,,
2614,,"100,00 %", United States of America,Kingwood,15,14,,,,,,,,,,,
2838,,"100,00 %", Australia,Geraldton,15,15,,,,,,,,,,,
2891,,"97,00 %", India,Nagercoil,15,15,,,,,,,,,,,
3056,,"100,00 %", Netherlands,Leiden,15,2,,,,,,,,,,,
3062,,"99,00 %", Australia,Rockingham,15,3,,,,,,,,,,,
3177,,"100,00 %", Sweden,Visby,15,13,,,,,,,,,,,
3188,,"100,00 %", Kuwait,Kuwait,15,14,,,,,,,,,,,
3197,,"100,00 %", Greece,Thessaloniki,15,0,,,,,,,,,,,
3201,,"100,00 %", Canada,Sorel-Tracy,15,1,,,,,,,,,,,
3230,,"100,00 %", United States of America,Port Ludlow, WA,15,,,,,,,,,,,
3273,,"100,00 %", Sweden,Faro,15,13,,,,,,,,,,,
3436,,"100,00 %", Netherlands,Ferwoude,15,4,,,,,,,,,,,
3563,,"100,00 %", Germany,Berlin,15,0,,,,,,,,,,,
3765,,"99,00 %", United States of America,Sea Isle City, NJ,15,,,,,,,,,,,
3875,,"99,00 %", United Kingdom,Cornwall,15,0,,,,,,,,,,,
3910,,"100,00 %", Greece,Ermoupoli Syros,15,13,,,,,,,,,,,
2202,,"100,00 %", Canada,Ucluelet,14,13,,,,,,,,,,,
2580,,"100,00 %", Denmark,Frederikssund,14,9,,,,,,,,,,,
2103,,"99,00 %", United Kingdom,London,14,0,,,,,,,,,,,
2187,,"100,00 %", United States of America,Canada, Monterey,14,,,,,,,,,,,
2342,,"100,00 %", Sweden,Ostra Husby,14,0,,,,,,,,,,,
2411,,"100,00 %", United Kingdom,Ballynahinch, N.Ireland,14,,,,,,,,,,,
2260,,"82,00 %", United Kingdom,Oban,14,14,,,,,,,,,,,
2041,,"100,00 %", United States of America,New York,14,0,,,,,,,,,,,
2587,,"100,00 %", United Kingdom,Felixstowe,14,0,,,,,,,,,,,
2108,,"100,00 %", Australia,Sans Souci,14,3,,,,,,,,,,,
2660,,"100,00 %", Canada,Sorel-Tracy,14,0,,,,,,,,,,,
2676,,"32,00 %", Canada,Toronto,14,1,,,,,,,,,,,
2709,,"100,00 %", Norway,Tromsø,14,0,,,,,,,,,,,
2743,,"100,00 %", United Kingdom,Little Clacton, Essex,14,,,,,,,,,,,
2898,,"100,00 %", United States of America,Burien,14,0,,,,,,,,,,,
2982,,"100,00 %", Norway,Tromsø,14,0,,,,,,,,,,,
2983,,"100,00 %", Thailand,Bangkok,14,6,,,,,,,,,,,
2986,,"76,00 %", Italy,Gulf of Milazzo,14,0,,,,,,,,,,,
3082,,"94,00 %", Netherlands,Alphen Aan Den Rijn,14,3,,,,,,,,,,,
3162,,"100,00 %", France,Cléden-Cap-Sizun,14,2,,,,,,,,,,,
3247,,"100,00 %", United States of America,Philadelphia,14,3,,,,,,,,,,,
3955,,"98,00 %", Germany,Münster,14,14,,,,,,,,,,,
2218,,"100,00 %", Canada,Newfoundland, St. Johns,13,,,,,,,,,,,
2321,,"100,00 %", Ireland,Cobh,13,1,,,,,,,,,,,
2089,,"100,00 %", Italy,Trapani,13,13,,,,,,,,,,,
2051,,"100,00 %", Norway,Lovund,13,2,,,,,,,,,,,
2327,,"100,00 %", Denmark,Roenne, Bornholm ,13,,,,,,,,,,,
2109,,"96,00 %", Sweden,Oskarshamn,13,13,,,,,,,,,,,
2166,,"100,00 %", France,Saint Georges de Didonnes,13,0,,,,,,,,,,,
2434,,"100,00 %", Switzerland,Pratteln,13,2,,,,,,,,,,,
2493,,"100,00 %", Canada,Sorel-Tracy,13,1,,,,,,,,,,,
2544,,"100,00 %", New Zealand,Tauranga,13,0,,,,,,,,,,,
2500,,"100,00 %", Netherlands,Drachten,13,2,,,,,,,,,,,
2582,,"100,00 %", Germany,Siegburg,13,0,,,,,,,,,,,
2429,,"100,00 %", Netherlands,Rotterdam,13,7,,,,,,,,,,,
2685,,"100,00 %", United States of America,Berwick,13,1,,,,,,,,,,,
2738,,"99,00 %", United States of America,Huntingdon Valley,13,3,,,,,,,,,,,
2998,,"100,00 %", Sweden,Harnosand,13,13,,,,,,,,,,,
3274,,"100,00 %", United Kingdom,Welton,13,2,,,,,,,,,,,
3323,,"100,00 %", Spain,A Coruña,13,2,,,,,,,,,,,
3368,,"100,00 %", United Kingdom,Stornoway,13,13,,,,,,,,,,,
3461,,"100,00 %", France,Théoule-sur-Mer,13,1,,,,,,,,,,,
3486,,"96,00 %", France,Hendaye,13,12,,,,,,,,,,,
3676,,"100,00 %", Canada,Kitimat,13,13,,,,,,,,,,,
2159,,"100,00 %", United Kingdom,Swanage,12,4,,,,,,,,,,,
2152,,"100,00 %", United States of America,Brielle,12,9,,,,,,,,,,,
2194,,"100,00 %", Serbia,Belgrade,12,12,,,,,,,,,,,
2196,,"100,00 %", Sweden,Norrtälje,12,0,,,,,,,,,,,
2100,,"100,00 %", United States of America,Portsmouth,12,12,,,,,,,,,,,
2418,,"95,00 %", Norway,Årland,12,3,,,,,,,,,,,
2646,,"9,00 %", United States of America,Arkwright, NY,12,,,,,,,,,,,
2834,,"25,00 %", Australia,Bunbury,12,0,,,,,,,,,,,
2883,,"100,00 %", Korea,Nam-gu,Pohang,12,,,,,,,,,,,
2961,,"100,00 %", United States of America,Isle Royale West,12,12,,,,,,,,,,,
3028,,"96,00 %", United States of America,Fairhaven, MA,12,,,,,,,,,,,
3298,,"100,00 %", Spain,Baiona,12,10,,,,,,,,,,,
3498,,"100,00 %", United Kingdom,Hadleigh, Essex,12,,,,,,,,,,,
3689,,"100,00 %", Dominican Republic,Santo Domingo, D. N.,12,,,,,,,,,,,
3914,,"100,00 %", Germany,Kornwestheim,12,12,,,,,,,,,,,
2314,,"98,00 %", Netherlands,Utrecht,11,0,,,,,,,,,,,
2162,,"100,00 %", Finland,Kiukainen,11,3,,,,,,,,,,,
2028,,"100,00 %", United States of America,Roaming station,11,0,,,,,,,,,,,
2382,,"100,00 %", Germany,Offenbach,11,6,,,,,,,,,,,
