ID,Status,Uptime,Country,Location,Ships,Distinct,Contributor,,
3024,,"99,00 %", Japan,Katsuura, Chiba,35,35, ,
2509,,"100,00 %", Portugal,Matosinhos,35,4,CEiiA - Centre of Engineering and Product Development,,
2669,,"100,00 %", Cyprus,Limaasol,35,3, ,,
2669,,"100,00 %", Cyprus,Limaasol,35,3, ,,
2030,,"100,00 %", Germany,Rostock,34,15, ,,
2943,,"100,00 %", New Zealand,Auckland,34,2, ,,
2297,,"100,00 %", United Kingdom,Great Yarmouth,34,32, ,,
3765,,"100,00 %", United States of America,Sea Isle City, NJ,34,20, ,
2798,,"100,00 %", Austria,Linz,34,7, ,,
3220,,"99,00 %", Poland,Szczecin, Dąbie,34,0,ALERT PLUS Еnergetyka i Тelekomunikacja,
3226,,"99,00 %", Poland,Szczecin,34,0,ALERT PLUS Еnergetyka i Тelekomunikacja,,
3095,,"99,00 %", Poland,Szczecin,33,1,ALERT PLUS Еnergetyka i Тelekomunikacja,,
2205,,"100,00 %", Portugal,Silves,33,11, ,,
2367,,"100,00 %", Spain,Sant Carles de la Rapita,33,33, ,,
2160,,"100,00 %", Norway,Bergen,33,17, ,,
2838,,"100,00 %", Australia,Geraldton,33,24, ,,
2240,,"99,00 %", Spain,Vilanova i la Geltru,33,7, ,,
3841,,"100,00 %", France,Brest,32,0, ,,
2165,,"100,00 %", Germany,Hamburg,32,3, ,,
2101,,"100,00 %", Norway,Tysnes,32,7, ,,
3598,,"99,00 %", Australia,Tasmania,32,6, ,,
3492,,"51,00 %", United Kingdom,Weymouth,32,1, ,,
3410,,"100,00 %", Japan,Aomori,32,27, ,,
3021,,"100,00 %", Netherlands,Echteld,32,0, ,,
3291,,"100,00 %", Greece,Peraia,32,14, ,,
3251,,"75,00 %", United States of America,Palmetto, FL,32,32, ,
3211,,"100,00 %", New Zealand,Auckland,32,0, ,,
2377,,"100,00 %", United Kingdom,Poole,32,21, ,,
2614,,"100,00 %", United States of America,Kingwood,32,1, ,,
2629,,"100,00 %", United States of America,Monterey, CA,32,22, ,
2746,,"100,00 %", Austria,Leonding,32,5, ,,
2099,,"78,00 %", United States of America,US East Coast,31,17, ,,
3998,,"100,00 %", Faroe Islands,Tórshavn,31,31, ,,
2428,,"100,00 %", France,Le Havre,31,0, ,,
3764,,"100,00 %", United States of America,Burlington KY,31,31, ,,
2730,,"100,00 %", Indonesia,Kota Kupang,31,30, ,,
3582,,"100,00 %", United States of America,Charleston,30,30, ,,
2864,,"100,00 %", Canada,Victoria,30,10, ,,
2751,,"100,00 %", Netherlands,Grootegast,30,8, ,,
2611,,"100,00 %", New Zealand,Tauranga,30,17, ,,
3110,,"99,00 %", United States of America,Vicksburg,30,30, ,,
3423,,"100,00 %", Germany,Oldendorf,30,9, ,,
2595,,"100,00 %", Germany,Bremen,29,0, ,,
2827,,"100,00 %", United States of America,Key Largo,29,28, ,,
2882,,"100,00 %", United States of America,Roaming station,29,15, ,,
2316,,"99,00 %", Guernsey,Guernsey,29,0, ,,
2066,,"100,00 %", United Kingdom,Orkney,28,28,EMEC,,
2098,,"100,00 %", Italy,Palermo,28,28, ,,
2584,,"98,00 %", Germany,Rendsburg,28,16, ,,
2454,,"100,00 %", Viet Nam,Ho Chi Minh City,28,28, ,,
2415,,"100,00 %", France,Brest,28,0, ,,
2773,,"99,00 %", Spain,Burriana,28,22, ,,
2567,,"68,00 %", United Kingdom,Plymouth,28,0, ,,
2969,,"100,00 %", United States of America,Clifton,28,6, ,,
2773,,"99,00 %", Spain,Burriana,28,22, ,,
3963,,"100,00 %", Hong Kong,Wanchai,27,0, ,,
3682,,"100,00 %", France,UK,27,21, ,,
2111,,"100,00 %", Turkey,Göcek,27,18, ,,
2319,,"100,00 %", Sweden,Stockholm,27,0, ,,
2259,,"100,00 %", Colombia,Salgar,27,3, ,,
3465,,"100,00 %", Spain,Fuengirola,27,18, ,,
3862,,"100,00 %", Australia,Tea Tree Gully,27,0, ,,
2493,,"100,00 %", Canada,Sorel-Tracy,27,6, ,,
2506,,"100,00 %", Norway,Lista,27,0, ,,
2329,,"85,00 %", United States of America,Riverton,27,14, ,,
2639,,"100,00 %", Spain,Calonge,27,26, ,,
3186,,"100,00 %", United Kingdom,Newlyn,27,27, ,,
3746,,"100,00 %", Germany,Wernsdorf,27,2, ,,
2777,,"100,00 %", United Kingdom,Southampton,27,1, ,,
2265,,"100,00 %", United Kingdom,Falmouth,26,15, ,,
3356,,"100,00 %", United Kingdom,Musselburgh,26,1, ,,
2300,,"100,00 %", Belgium,Antwerp Harbour 1,26,3,www.vemasys.com,,
3727,,"100,00 %", United States of America,Boston, MA,26,2, ,
2561,,"100,00 %", Germany,Bremerhaven,26,1, ,,
3318,,"100,00 %", Spain,Getxo,26,26, ,,
2209,,"100,00 %", France,Saint-Malo,26,5, ,,
2507,,"100,00 %", Mexico,Nuevo Vallarta, Nayarit,26,12, ,
2521,,"100,00 %", Italy,Gela,26,22, ,,
2337,,"100,00 %", Brazil,Florianopolis,26,26, ,,
3568,,"100,00 %", France,Vabonne,26,2, ,,
2688,,"100,00 %", Germany,Lübeck,26,26, ,,
2311,,"100,00 %", Germany,Leer,25,23, ,,
3710,,"100,00 %", Portugal,Maia,25,3, ,,
3478,,"100,00 %", United Kingdom,Canvey Island,25,0, ,,
2050,,"100,00 %", Estonia,Tallinn,25,2, ,,
2811,,"100,00 %", Estonia,Tallinn,25,8, ,,
3470,,"94,00 %", France,Saint-Malo,24,3, ,,
3268,,"99,00 %", Netherlands,The Hague,24,0, ,,
2527,,"100,00 %", Estonia,Vaana-Joesuu,24,8, ,,
2085,,"100,00 %", Ireland,Kinsale,24,6, ,,
2208,,"100,00 %", Germany,Mannheim,24,6, ,,
3319,,"100,00 %", Canada,Toronto,24,2, ,,
3274,,"100,00 %", United Kingdom,Welton,24,9, ,,
3429,,"100,00 %", Netherlands,Terneuzen,24,0, ,,
3621,,"100,00 %", Australia,Kettering,24,21, ,,
3324,,"100,00 %", United Kingdom,London,24,19, ,,
3460,,"100,00 %", United States of America,Everett, Washington,24,18, ,
3753,,"100,00 %", Germany,Minden,24,24, ,,
3222,,"74,00 %", Spain,La Coruña,23,9, ,,
2895,,"100,00 %", Norway,Indre Arna,23,0, ,,
2572,,"100,00 %", France,Mandelieu La Napoule,23,1, ,,
3115,,"100,00 %", Denmark,Skoedstrup,23,2, ,,
2520,,"100,00 %", Austria,Vienna,23,20, ,,
2520,,"100,00 %", Austria,Vienna,23,20, ,,
2974,,"100,00 %", Hong Kong,Hong Kong,23,0, ,,
2647,,"100,00 %", United Kingdom,Edinburgh,23,1, ,,
3222,,"74,00 %", Spain,La Coruña,23,9, ,,
2818,,"100,00 %", United States of America,Hawaii, Kailua,23,17, ,
2895,,"100,00 %", Norway,Indre Arna,23,0, ,,
2263,,"100,00 %", United Kingdom,Wigan,22,1, ,,
3918,,"100,00 %", Georgia,Batumi,22,22, ,,
2447,,"100,00 %", United Kingdom,Rochester,22,0, ,,
2104,,"100,00 %", Denmark,Gershøj,22,3, ,,
2317,,"100,00 %", Canada,Maple Bay,22,0, ,,
3913,,"100,00 %", Germany,Simonsberg,22,22, ,,
2890,,"100,00 %", Canada,Montreal,22,3, ,,
2558,,"100,00 %", United Kingdom,Gelliswick,21,21, ,,
3238,,"99,00 %", Canada,East Point Saturna Island,21,0, ,,
2299,,"100,00 %", France,Locmalo, Port-Louis,21,0, ,
2092,,"100,00 %", Portugal,Lisbon,21,1, ,,
2985,,"100,00 %", Germany,Heilbronn,21,6, ,,
3485,,"100,00 %", Greece,Patra,21,20, ,,
3036,,"100,00 %", Greece,Piraeus,21,0, ,,
2583,,"100,00 %", United Kingdom,Broadford,21,6, ,,
2196,,"100,00 %", Sweden,Norrtälje,21,0, ,,
2370,,"100,00 %", Trinidad and Tobago,Chaguaramas,21,21, ,,
2385,,"100,00 %", Portugal,Porto,21,0, ,,
2108,,"100,00 %", Australia,Sans Souci,21,1, ,,
2628,,"100,00 %", Sweden,Nyköping,21,5, ,,
2986,,"75,00 %", Italy,Gulf of Milazzo,21,0, ,,
3375,,"100,00 %", Spain,Santander,21,21, ,,
3493,,"68,00 %", South Africa,Gordon's Bay,21,7, ,,
2709,,"100,00 %", Norway,Tromsø,21,1, ,,
2715,,"100,00 %", Thailand,Songhla,21,21, ,,
2732,,"85,00 %", United Kingdom,Rosneath,21,0, ,,
2765,,"100,00 %", France,Guipavas,21,0, ,,
2778,,"98,00 %", Norway,Tromsø,21,0, ,,
2051,,"100,00 %", Norway,Lovund,20,3, ,,
2184,,"100,00 %", Cyprus,Larnaca,20,20, ,,
2457,,"100,00 %", Germany,Madgeburg,20,20, ,,
3436,,"100,00 %", Netherlands,Ferwoude,20,3, ,,
2707,,"84,00 %", United States of America,Hampton, VA,20,1, ,
2723,,"100,00 %", United States of America,Cosmopolis,20,16, ,,
2800,,"100,00 %", United States of America,San Francisco,20,0, ,,
2321,,"100,00 %", Ireland,Cobh,19,0, ,,
2257,,"100,00 %", Japan,Shimizu,19,19, ,,
2235,,"100,00 %", United States of America,Harvey Cedars NJ ,19,19, ,,
2515,,"100,00 %", United Kingdom,Lyme Regis,19,6, ,,
2436,,"100,00 %", United States of America,Treehouse, Virgin Islands,19,14, ,
3978,,"100,00 %", United States of America,Mandeville, LA,19,19, ,
3755,,"100,00 %", Germany,Woltersdorf,19,2, ,,
3197,,"100,00 %", Greece,Thessaloniki,18,0, ,,
2477,,"100,00 %", United Kingdom,Humber Dock,18,8, ,,
2477,,"100,00 %", United Kingdom,Humber Dock,18,8, ,,
2508,,"100,00 %", Germany,Neckarwestheim,18,3, ,,
3121,,"99,00 %", Finland,Mariehamn,18,14, ,,
2685,,"100,00 %", United States of America,Berwick,18,3, ,,
3633,,"53,00 %", Spain,Murcia,18,12, ,,
2780,,"96,00 %", New Zealand,Christchurch,18,18, ,,
3197,,"100,00 %", Greece,Thessaloniki,18,0, ,,
2793,,"100,00 %", Germany,Wismar,18,3, ,,
2851,,"87,00 %", Italy,Chioggia,18,2, ,,
2855,,"100,00 %", United States of America,Brunswick,18,12, ,,
3541,,"99,00 %", Sweden,Furuvik,18,18, ,,
3189,,"100,00 %", Canada,Vancouver - Fraser River,17,0, ,,
2312,,"100,00 %", United Kingdom,Bristol,17,3, ,,
3914,,"99,00 %", Germany,Kornwestheim,17,14, ,,
3955,,"94,00 %", Germany,Münster,17,17, ,,
3177,,"100,00 %", Sweden,Visby,17,16, ,,
2418,,"100,00 %", Norway,Årland,17,3, ,,
3348,,"100,00 %", Portugal,Coimbra,17,7, ,,
2588,,"100,00 %", Netherlands,The Hague,17,0, ,,
2738,,"98,00 %", United States of America,Huntingdon Valley,17,2, ,,
2756,,"99,00 %", United States of America,Baltimore,17,0, ,,
2837,,"100,00 %", United Kingdom,Oldcroft,17,3, ,,
2998,,"100,00 %", Sweden,Harnosand,17,17, ,,
3627,,"100,00 %", Netherlands,Druten,17,0, ,,
2876,,"100,00 %", Indonesia,Batang,17,10, ,,
3378,,"100,00 %", United States of America,Canada, Redwood City,17,2, ,
2915,,"100,00 %", Netherlands,Amersfoort,17,0, ,,
3146,,"87,00 %", United Kingdom,London,17,0, ,,
3607,,"98,00 %", United Kingdom,Scotland, Edinburgh,16,2, ,
2989,,"100,00 %", Germany,Gernsheim,16,11, ,,
3281,,"100,00 %", United Kingdom,Felixstowe / Harwich / Mistley,16,0, ,,
2190,,"100,00 %", Finland,Ekenas,16,16, ,,
3242,,"93,00 %", Norway,Haugesund,16,2, ,,
3656,,"100,00 %", Russian Federation,Sankt Petersburg,16,16, ,,
2442,,"100,00 %", Canada,Montreal,16,2, ,,
2183,,"100,00 %", Portugal,Lisbon,16,5, ,,
3853,,"100,00 %", Mauritius,Port Louis,16,16, ,,
2069,,"100,00 %", Portugal,Albufeira,16,14, ,,
2232,,"100,00 %", Portugal,Porto,16,7, ,,
2725,,"100,00 %", Denmark,Aarhus,16,0, ,,
2743,,"100,00 %", United Kingdom,Little Clacton, Essex,16,0, ,
2982,,"100,00 %", Norway,Tromsø,16,1, ,,
2972,,"100,00 %", United States of America,San Francisco,16,0, ,,
3223,,"85,00 %", United States of America,Lakewood,15,7, ,,
2132,,"100,00 %", South Africa,Durban,15,0, ,,
2129,,"39,00 %", Poland,Szczecin,15,1, ,,
2427,,"100,00 %", Mexico,Cozumel,15,0, ,,
2438,,"100,00 %", United Kingdom,Scotland, Broadford Bay, Isle of Skye,15,0, 
3323,,"100,00 %", Spain,A Coruña,15,1, ,,
3427,,"100,00 %", Australia,Lemon Tree Passage,15,0, ,,
2530,,"88,00 %", United States of America,Key Largo, FL,15,0, ,
2678,,"100,00 %", Netherlands,Beverwijk,15,0, ,,
2937,,"31,00 %", France,Rivedoux-Plage,15,0, ,,
3223,,"85,00 %", United States of America,Lakewood,15,7, ,,
3323,,"100,00 %", Spain,A Coruña,15,1, ,,
3427,,"100,00 %", Australia,Lemon Tree Passage,15,0, ,,
3910,,"100,00 %", Greece,Ermoupoli Syros,15,10, ,,
2343,,"100,00 %", United States of America,La Conner, WA,14,4, ,
2217,,"100,00 %", Italy,Taranto,14,14, ,,
2580,,"100,00 %", Denmark,Frederikssund,14,9, ,,
2089,,"100,00 %", Italy,Trapani,14,14, ,,
2514,,"100,00 %", United Kingdom,Lochgelly,14,2, ,,
2320,,"100,00 %", France,Brest,14,0, ,,
2342,,"100,00 %", Sweden,Ostra Husby,14,0, ,,
2327,,"99,00 %", Denmark,Roenne, Bornholm ,14,13, ,
2040,,"100,00 %", Viet Nam,HCMC,14,14, ,,
2239,,"100,00 %", Netherlands,Goor,14,14, ,,
2409,,"100,00 %", Netherlands,Sliedrecht,14,5, ,,
2479,,"100,00 %", Estonia,Tallinn,14,0, ,,
2194,,"100,00 %", Serbia,Belgrade,14,14, ,,
2656,,"100,00 %", Italy,Cagliari,14,14, ,,
2676,,"99,00 %", Canada,Toronto,14,0, ,,
2706,,"100,00 %", Canada,Montreal,14,1, ,,
2822,,"91,00 %", India,Visakhapatnam,14,14, ,,
2948,,"100,00 %", United States of America,Delaware, Fenwick Island,14,7, ,
3017,,"100,00 %", Germany,Duisburg,14,0, ,,
3167,,"100,00 %", Australia,Gladstone,14,14, ,,
3173,,"97,00 %", Australia,Pgehgans Bay,14,2, ,,
3237,,"100,00 %", France,Castel-Bian Carantec,14,9, ,,
3351,,"89,00 %", United Kingdom,Shoreham,14,0, ,,
3461,,"100,00 %", France,Théoule-sur-Mer,14,3, ,,
3689,,"90,00 %", Dominican Republic,Santo Domingo, D. N.,14,14, ,
3776,,"100,00 %", United States of America,Roaming station,14,13, ,,
2033,,"97,00 %", United States of America,Bodega Bay,13,2,Four Fathom Marine Technology,,
2207,,"100,00 %", Germany,Wismar,13,0, ,,
2028,,"100,00 %", United States of America,Roaming station,13,0,http://squidd.io/,,
2157,,"100,00 %", Norway,Kolvereid,13,2, ,,
2152,,"99,00 %", United States of America,Brielle,13,10, ,,
2562,,"100,00 %", Norway,Brostadbotn,13,6, ,,
2544,,"99,00 %", New Zealand,Tauranga,13,0, ,,
2497,,"100,00 %", Netherlands,Warmond,13,2, ,,
2582,,"100,00 %", Germany,Siegburg,13,0, ,,
2223,,"100,00 %", Germany,Bremen Winterhafen,13,0, ,,
2590,,"100,00 %", Netherlands,Breda,13,4, ,,
2046,,"100,00 %", Portugal,Faial Island,13,1, ,,
2660,,"100,00 %", Canada,Sorel-Tracy,13,0, ,,
2891,,"100,00 %", India,Nagercoil,13,13, ,,
2935,,"100,00 %", Denmark,Omoe,13,5, ,,
2941,,"60,00 %", Unknown,Roaming station,13,13, ,,
3128,,"100,00 %", Sweden,Malmö,13,3, ,,
3213,,"100,00 %", United States of America,Merritt Island, FL,13,2, ,
3298,,"100,00 %", Spain,Baiona,13,12, ,,
3481,,"10,00 %", United Kingdom,Mundesley,13,10, ,,
3486,,"100,00 %", France,Hendaye,13,11, ,,
3563,,"100,00 %", Germany,Berlin,13,0, ,,
2295,,"100,00 %", Germany,Cologne,12,0,inducto Information,,
2314,,"100,00 %", Netherlands,Utrecht,12,3, ,,
2411,,"100,00 %", United Kingdom,Ballynahinch, N.Ireland,12,3, ,
2166,,"100,00 %", France,Saint Georges de Didonnes,12,0,SailGrib,,
2362,,"66,00 %", Colombia,Buenaventura,12,12,Pacific Pilots,,
2612,,"100,00 %", Unknown, ,12,7, ,,
2755,,"100,00 %", Netherlands,Nes Ameland,12,11, ,,
2830,,"100,00 %", New Zealand,Wellington,12,0, ,,
2865,,"100,00 %", Germany,Frankfurt,12,6, ,,
2872,,"99,00 %", Denmark,Dragør,12,0, ,,
3155,,"0,00 %", Finland,Kokkola,12,12, ,,
3180,,"100,00 %", Japan,Aichi Takahama,12,12, ,,
3230,,"100,00 %", United States of America,Port Ludlow, WA,12,9, ,
3368,,"100,00 %", United Kingdom,Stornoway,12,12, ,,
3482,,"100,00 %", Philippines,Cebu,12,11, ,,
3638,,"100,00 %", United Kingdom,Portland,12,0, ,,
3875,,"100,00 %", United Kingdom,Cornwall,12,0, ,,
2038,,"100,00 %", United States of America,Williamstown, WV,11,0, ,
2200,,"100,00 %", United States of America,Vienna, VW,11,0, ,
2159,,"91,00 %", United Kingdom,Swanage,11,0, ,,
2103,,"89,00 %", United Kingdom,London,11,1, ,,
2271,,"100,00 %", United States of America,Pohick, WV,11,0, ,
2408,,"100,00 %", United States of America,Vashon Island, WA,11,0, ,
2260,,"100,00 %", United Kingdom,Oban,11,11, ,,
2417,,"100,00 %", Japan,Wakayama Port,11,6, ,,
2646,,"31,00 %", United States of America,Arkwright, NY,11,7, ,
2750,,"100,00 %", United States of America,Stevensville, MD,11,0, ,
2786,,"100,00 %", Turkey,Bakırköy,11,11, ,,
2866,,"100,00 %", Colombia,Puerto Colombia,11,1, ,,
2889,,"82,00 %", Russian Federation,Moscow,11,11, ,,
2913,,"100,00 %", Taiwan (Province of China),Taipei,11,11, ,,
2917,,"100,00 %", France,Brest,11,0, ,,
2921,,"100,00 %", Netherlands,Zeist,11,11, ,,
2939,,"100,00 %", Austria,Loimersdorf,11,3, ,,
2961,,"100,00 %", United States of America,Isle Royale West,11,11, ,,
2983,,"100,00 %", Thailand,Bangkok,11,3, ,,
3056,,"100,00 %", Netherlands,Leiden,11,1, ,,
3062,,"100,00 %", Australia,Rockingham,11,2, ,,
3114,,"100,00 %", Spain,Cala Llonga, Menorca,11,11, ,
3164,,"100,00 %", Canada,Mississauga,11,0, ,,
3498,,"100,00 %", United Kingdom,Hadleigh, Essex,11,0, ,
3676,,"100,00 %", Canada,Kitimat,11,11, ,,
3754,,"100,00 %", Germany,Fürstenwalde,11,6, ,,
3823,,"100,00 %", United States of America,Roaming station,11,7, ,,
3956,,"20,00 %", United States of America,Boaz, WV,11,0, ,
2570,,"100,00 %", Germany,Kiel-Suchsdorf,10,0, ,,
2162,,"100,00 %", Finland,Kiukainen,10,1, ,,
2431,,"100,00 %", France,Cap Ferret,10,10, ,,
2150,,"100,00 %", Ireland,Lackenbehy,10,0, ,,
2526,,"100,00 %", Spain,Oviedo,10,10, ,,
2440,,"100,00 %", United Kingdom,Cardiff,10,7, ,,
2390,,"81,00 %", United States of America,Shelton Washington,10,0, ,,
2834,,"99,00 %", Australia,Bunbury,10,0, ,,
2840,,"100,00 %", Germany,Duisburg,10,1, ,,
3015,,"86,00 %", Indonesia,Balikpapan, East Kalimantan,10,0, ,
3082,,"100,00 %", Netherlands,Alphen Aan Den Rijn,10,2, ,,
3188,,"100,00 %", Kuwait,Kuwait,10,10, ,,
3204,,"100,00 %", Canada,Ontario, Burlington,10,1, ,
3205,,"100,00 %", Portugal,Carvoeira,10,1,TecnoVeritas Services of Engineering & Systems Technology, Ltd,
3245,,"100,00 %", Spain,Málaga,10,10, ,,
3273,,"100,00 %", Sweden,Faro,10,9, ,,
3282,,"100,00 %", Germany,Emden,10,7, ,,
3403,,"100,00 %", Spain,Carboneras,10,10, ,,
3433,,"97,00 %", Germany,Roaming station,10,2,SY Tomea,,
3519,,"100,00 %", Unknown,Roaming station,10,10, ,,
3614,,"100,00 %", Netherlands,Dordrecht,10,0, ,,
3696,,"100,00 %", Ireland,Rashbrooke, Cobh,10,0, ,
2495,,"100,00 %", United States of America,Duluth, MN,9,4, ,
2084,,"99,00 %", Greece,Ios,9,4,Ios Hellas,,
2255,,"100,00 %", Cyprus,Limassol,9,0, ,,
2014,,"99,00 %", United States of America,Fairfield,9,8, ,,
2109,,"100,00 %", Sweden,Oskarshamn,9,9, ,,
2434,,"100,00 %", Switzerland,Pratteln,9,2, ,,
2055,,"100,00 %", United Kingdom,London & Poole,9,2, ,,
2600,,"100,00 %", Germany,Hamm,9,9, ,,
2673,,"94,00 %", Ireland,Dublin,9,6, ,,
2728,,"99,00 %", Netherlands,Beuningen,9,0, ,,
2759,,"100,00 %", Germany,Bruehl-Baden,9,4, ,,
2814,,"100,00 %", United States of America,Port Huron,9,9, ,,
2849,,"100,00 %", Netherlands,Nieuwersluis,9,0, ,,
2850,,"100,00 %", Brazil,Fortaleza,9,9,German Aerospace Center (DLR),,
2898,,"100,00 %", United States of America,Burien,9,0, ,,
2964,,"100,00 %", Canada,Oakville, Ontario,9,0, ,
3071,,"100,00 %", Mexico,Gulf of California,9,6, ,,
3326,,"98,00 %", Italy,Lecce,9,9, ,,
2294,,"85,00 %", Unknown,Roaming station,8,0, ,,
2330,,"100,00 %", Netherlands,Stein,8,7, ,,
2496,,"100,00 %", United Kingdom,London,8,0, ,,
2553,,"100,00 %", Italy,Pescara ,8,8, ,,
2754,,"91,00 %", Germany,Barrien,8,5, ,,
2883,,"100,00 %", Korea,Nam-gu,Pohang,8,8, ,
3028,,"100,00 %", United States of America,Fairhaven, MA,8,8, ,
3126,,"100,00 %", United States of America,Mililani, HI,8,3, ,
3171,,"100,00 %", Norway,Sokndal,8,0, ,,
3367,,"100,00 %", Qatar,Doha,8,8, ,,
3424,,"100,00 %", Denmark,Holbæk,8,7, ,,
3452,,"100,00 %", Estonia,Tallinn,8,0, ,,
3489,,"100,00 %", Brazil,Maceio,8,8, ,,
2168,,"100,00 %", Denmark,Dragør,7,0, ,,
2025,,"100,00 %", Canada,Windsor, Ontario,7,1, ,
2382,,"100,00 %", Germany,Offenbach,7,5, ,,
2301,,"100,00 %", Netherlands,Grave,7,0, ,,
2250,,"100,00 %", Netherlands,Zoeterwoude,7,0, ,,
2581,,"80,00 %", United States of America,Detroit,7,1, ,,
2470,,"100,00 %", Netherlands,Zwolle,7,0, ,,
2604,,"100,00 %", Sweden,Sundbyberg,7,0, ,,
2665,,"32,00 %", United Kingdom,London,7,0, ,,
2691,,"100,00 %", Netherlands,Utrecht,7,0, ,,
2717,,"100,00 %", Germany,Heilbronn,7,0, ,,
2745,,"100,00 %", United States of America,Seattle,7,1, ,,
2815,,"100,00 %", Netherlands,Delft,7,0, ,,
2824,,"100,00 %", Belgium,Antwerpen,7,0, ,,
2999,,"100,00 %", United States of America,Providence, RI,7,7, ,
3201,,"100,00 %", Canada,Sorel-Tracy,7,0, ,,
3295,,"100,00 %", Netherlands,Eijsden,7,7, ,,
3304,,"100,00 %", Ireland,Newcastle,7,1, ,,
2280,,"89,00 %", South Africa,Cape Town,6,4, ,,
2283,,"100,00 %", Israel,Haifa,6,6, ,,
2114,,"100,00 %", Spain,Fuerteventura,6,6, ,,
2328,,"100,00 %", Canada,Rimouski,6,1, ,,
3048,,"100,00 %", France,Poses,6,6, ,,
2122,,"100,00 %", Norway,Homborsund,6,0, ,,
2476,,"100,00 %", Sweden,Norrmjöle,6,6, ,,
2179,,"100,00 %", New Zealand,Roaming station,6,4, ,,
2041,,"100,00 %", United States of America,New York,6,0, ,,
2100,,"100,00 %", United States of America,Portsmouth,6,6, ,,
2503,,"100,00 %", United Kingdom,Ardrossan,6,6, ,,
2637,,"100,00 %", Australia,Devonport,6,5, ,,
2832,,"100,00 %", Netherlands,Moune Ein / 9214VR / Smalle EE,6,0, ,,
2901,,"100,00 %", France,Lorient,6,0, ,,
2905,,"100,00 %", Canada,Lower Three Fathom Harbour,6,1, ,,
2914,,"95,00 %", Italy,Ischia,6,4, ,,
2968,,"100,00 %", Netherlands,Drachten,6,0, ,,
2994,,"100,00 %", Norway,Moss,6,0, ,,
3069,,"94,00 %", Unknown, ,6,0, ,,
3105,,"100,00 %", Netherlands,Roaming station,6,2, ,,
3150,,"61,00 %", Argentina,Ushuaia,6,6, ,,
3247,,"100,00 %", United States of America,Philadelphia,6,0, ,,
3361,,"99,00 %", Denmark,Korsør,6,4, ,,
3488,,"100,00 %", Australia,Parramatta,6,0, ,,
3584,,"100,00 %", Ireland,Greystones,6,1, ,,
3655,,"100,00 %", United States of America,Chicago, IL,6,4, ,
3951,,"100,00 %", Netherlands,Drachten,6,0, ,,
2022,,"100,00 %", Japan,Hamamatsu Hamana,5,5, ,,
2127,,"100,00 %", Netherlands,Rotterdam,5,0, ,,
2366,,"100,00 %", Norway,Trondheim,5,0, ,,
2548,,"100,00 %", Netherlands,Poortugaal,5,0, ,,
3011,,"99,00 %", United States of America,Belpre, Ohio,5,2, ,
2286,,"98,00 %", United Kingdom,Isle of Islay Scotland,5,4, ,,
2352,,"100,00 %", Germany,Dresden,5,5, ,,
2363,,"100,00 %", Germany,Offenbach Bürgel,5,0, ,,
2105,,"100,00 %", Netherlands,Spijkenisse,5,0, ,,
2407,,"100,00 %", Finland,Turku,5,0, ,,
2568,,"100,00 %", Germany,Wesel,5,4, ,,
2245,,"100,00 %", Australia,Tasmania,5,0, ,,
2615,,"100,00 %", New Zealand,Tasman,5,0, ,,
2711,,"99,00 %", Indonesia,Sampang,5,5, ,,
2784,,"20,00 %", Germany,Emden,5,3, ,,
2858,,"100,00 %", Germany,Brandenburg,5,5, ,,
2873,,"83,00 %", Italy,Licata,5,1, ,,
2875,,"74,00 %", United States of America,Isleton,5,5, ,,
2927,,"100,00 %", Sweden,Luleå,5,5, ,,
3139,,"79,00 %", Spain,Canary Islands, Tenerife, Playa Paraiso,5,5, 
3160,,"100,00 %", Germany,Wildau,5,0, ,,
3228,,"98,00 %", France,Carantec,5,0, ,,
3253,,"99,00 %", France,Le Mée sur Seine,5,5, ,,
3454,,"100,00 %", United States of America,Tennessee, Eva,5,0, ,
3495,,"100,00 %", United Kingdom,Cornwall, The Lizard,5,0, ,
3516,,"100,00 %", Unknown,Roaming station,5,3, ,,
3934,,"100,00 %", United States of America,Montclair,5,0, ,,
2264,,"100,00 %", Finland,Uto,4,4, ,,
2056,,"97,00 %", United States of America,New Orleans,4,4, ,,
2393,,"100,00 %", Norway,Rognan,4,4, ,,
2197,,"85,00 %", United States of America,Warwick, Rhode Island,4,4, ,
2494,,"100,00 %", Sweden,Ingarö,4,0, ,,
2421,,"70,00 %", France,Plougastel,4,0, ,,
2480,,"22,00 %", Sweden,Kungsangen,4,0, ,,
2419,,"98,00 %", Portugal,Porto Salvo,4,1, ,,
2531,,"89,00 %", Germany,Frankfurt,4,0, ,,
2538,,"100,00 %", United States of America,Wilmington,4,4, ,,
2336,,"100,00 %", Sweden,Trollhättan,4,0, ,,
2566,,"100,00 %", Estonia,Tallinn,4,0, ,,
2234,,"100,00 %", Spain,Laracha,4,4,ea1hlh.es,,
2752,,"100,00 %", Sweden,Grisslehamn,4,2, ,,
2789,,"100,00 %", Denmark,Aabenraa,4,4, ,,
2829,,"100,00 %", Australia,Mount Hicks,4,3, ,,
2856,,"11,00 %", Germany,Offenbacher Rudergesellschaft Undine 1876 e. V.,4,0, ,,
3134,,"84,00 %", Norway,Nærsnes,4,2, ,,
3162,,"100,00 %", France,Cléden-Cap-Sizun,4,0, ,,
3306,,"82,00 %", United States of America,Rockport, MA,4,1, ,
3349,,"100,00 %", Norway,Hordvik,4,0, ,,
