ID,Status,Uptime,Country,Location,Ships,Distinct,Contributor
2213,,100 %,ÿUnknown,Worldwide,4170,2122, 
2010,,100 %,ÿNorway, ,3190,2420, 
2077,,100 %,ÿNetherlands,Harderwijk,1026,63, 
2241,,100 %,ÿNetherlands,Gouda,980,192, 
2945,,100 %,ÿNetherlands,Rotterdam,776,29, 
3438,,100 %,ÿNetherlands,Amsterdam,755,209, 
3103,,100 %,ÿCanada,Multiple Locations,738,0, 
3343,,100 %,ÿCanada,"Point Grey, BC",738,0, 
2902,,100 %,ÿSingapore,Singapore,712,115, 
2141,,100 %,ÿNorway,Multiple AIS stations,675,99, 
3131,,100 %,ÿGreece,Elliniko,635,60, 
2097,,100 %,ÿNetherlands,Hellevoetsluis,580,11,InterTransIS
2145,,100 %,ÿBelgium,Antwerp,574,320,Tresco Engineering
2134,,100 %,ÿUnited States of America,"Fort Lauderdale, FL",564,255, 
2918,,100 %,ÿSingapore,Singapore,562,59, 
2946,,100 %,ÿSingapore,Singapore,556,26, 
3344,,100 %,ÿGreece,Athens,482,5, 
2435,,100 %,ÿNetherlands,Katwijk,478,55, 
2404,,100 %,ÿUnknown,Roaming stations,478,221, 
2323,,100 %,ÿNetherlands,Marken,475,6, 
2997,,100 %,ÿSingapore,Keppel Bay,447,31, 
2550,,81 %,ÿSingapore,Singapore,412,25, 
3808,,100 %,ÿSingapore,Singapore,404,66, 
2118,,100 %,ÿGreece,Alimos,398,3, 
3074,,100 %,ÿGreece,Piraeus,390,1, 
2459,,100 %,ÿNetherlands,Edam,377,15, 
2249,,100 %,ÿUnited States of America,San Diego,374,142, 
2214,,100 %,ÿNetherlands,Rotterdam,372,0, 
2577,,100 %,ÿGermany,Hamburg,368,27, 
2446,,100 %,ÿNetherlands,IJmuiden,363,17, 
3332,,100 %,ÿRussian Federation,Vladivostok,348,348, 
2698,,100 %,ÿNetherlands,Arnemuiden Oranjeplaat,346,65, 
3943,,100 %,ÿKorea,Busan,331,205, 
3979,,100 %,ÿNetherlands,Hellevoetsluis,327,2, 
3038,,100 %,ÿGreece,Piraeus,327,1, 
2803,,100 %,ÿNetherlands,Bergharen,322,33, 
2011,,100 %,ÿSweden,Gothenburg,317,0, 
2164,,100 %,ÿSweden,"Goteborg, West Coast",315,0, 
3182,,98 %,ÿUnited States of America,Seattle,304,40, 
2744,,87 %,ÿUnited States of America,Seattle,303,12, 
3372,,96 %,ÿNetherlands,Wijchen,291,34, 
2843,,99 %,ÿUnited Kingdom,Gravesend,288,38, 
2413,,100 %,ÿGermany,Hamburg Alster,284,0,www.searoutes.com
2126,,100 %,ÿGermany,Cologne,283,185, 
3270,,100 %,ÿSweden,"Gothenburg - SW, S„r”",282,29, 
2488,,100 %,ÿNetherlands,Oud-Beijerland,279,9, 
3016,,100 %,ÿIndonesia,Jakarta,272,238, 
3046,,60 %,ÿTaiwan (Province of China),"Keelung, National Taiwan Ocean University",264,264, 
2292,,100 %,ÿBelgium,Gent,252,155, 
2036,,100 %,ÿGermany,Hamburg,251,0, 
2468,,100 %,ÿNetherlands,Rotterdam,246,14,InterTransIS
2484,,100 %,ÿUnited States of America,Biscayne Bay PS - Miami FL,246,62,SEAiq
3978,,100 %,ÿUnited States of America,"Mandeville, LA",246,246, 
2298,,100 %,ÿNetherlands,Rotterdam,245,1, 
2475,,100 %,ÿNetherlands,Poortugaal,243,1, 
3857,,100 %,ÿGermany,Hamburg,242,0, 
2636,,100 %,ÿNetherlands,IJmuiden,239,1, 
2068,,100 %,ÿSpain,Roaming station,239,6, 
2603,,100 %,ÿGermany,Geesthacht,236,26, 
3040,,100 %,ÿNetherlands,Ter Heijde,233,2, 
2177,,97 %,ÿHong Kong,Kowloon,224,163, 
2672,,100 %,ÿUnited States of America,Highlands,224,32, 
2662,,100 %,ÿFrance,Le Havre,223,26, 
2724,,100 %,ÿAustralia,"North Ryde, NSW",222,17, 
2146,,100 %,ÿSpain,Palma de Mallorca,219,0, 
3116,,100 %,ÿNetherlands,Amsterdam,219,1, 
2169,,100 %,ÿItaly,La Spezia,217,78, 
2236,,100 %,ÿNetherlands,IJmuiden,217,1,SHIPM8
2047,,100 %,ÿUnited States of America,Galveston Bay Texas,215,6, 
2261,,100 %,ÿUnited States of America,Seattle,214,80, 
2276,,100 %,ÿBelgium,Schilde,211,1, 
3455,,100 %,ÿUnited States of America,Los Angeles,210,4, 
2624,,100 %,ÿSpain,Las Palmas de Gran Canaria,209,55, 
2528,,100 %,ÿUnited Arab Emirates,Abu Dhabi,206,160, 
3124,,100 %,ÿNetherlands,Zierikzee,205,75, 
2353,,100 %,ÿTaiwan (Province of China),Kaohsiung,205,205, 
2182,,83 %,ÿCanada,Vancouver,200,1, 
2326,,100 %,ÿJapan,Sumoto,199,194, 
2042,,100 %,ÿCanada,Vancouver,198,11, 
2031,,100 %,ÿPoland,Gdynia,195,36,SP2XDM
3737,,100 %,ÿBrazil,Rio de Janeiro,194,194, 
3731,,100 %,ÿNetherlands,Rotterdam,194,0, 
3917,,100 %,ÿUnited States of America,Jersey City,194,13, 
2878,,100 %,ÿGermany,Friedrichsort,192,2, 
2517,,100 %,ÿBrazil,Belem,189,174, 
2270,,100 %,ÿSaint Martin (FR),Simpson Bay,189,21, 
2291,,100 %,ÿGermany,Bremerhaven,187,8,North Sea Terminal Bremerhaven GmbH & Co.
3632,,100 %,ÿSingapore,Singapore,186,0, 
2397,,99 %,ÿDenmark,Copenhagen,186,64, 
3092,,100 %,ÿUnited States of America,Bainbridge Island,185,4, 
3630,,100 %,ÿAustralia,Cape Lambert,184,51, 
2375,,73 %,ÿCanada,Vancouver,183,2, 
2376,,100 %,ÿUnknown,Roaming Station,182,7, 
2543,,100 %,ÿGermany,Hamburg,181,0, 
3974,,100 %,ÿUnited States of America,Seattle,180,6, 
3700,,100 %,ÿNetherlands,Emmeloord,180,26, 
3029,,16 %,ÿNetherlands,Rockanje,180,13, 
2638,,100 %,ÿAustralia,Manly,179,63, 
2602,,100 %,ÿSpain,Castelldefels,177,58, 
3715,,100 %,ÿSpain,Valencia,176,45, 
2826,,100 %,ÿUnknown,Roaming station,172,170, 
3665,,100 %,ÿSweden,Stockholm,169,27, 
3443,,100 %,ÿUnited States of America,Seattle,165,0, 
2422,,100 %,ÿAustralia,Collaroy Plateau,162,69, 
2112,,100 %,ÿNetherlands,Harlingen,159,96, 
2806,,55 %,ÿUnited States of America,San Francisco,159,28, 
3681,,100 %,ÿUnited States of America,Seattle,157,1, 
3965,,100 %,ÿItaly,Genoa,156,8, 
2981,,100 %,ÿBelgium,Oostende,156,3, 
3203,,100 %,ÿGreece,Athens,156,3, 
3354,,100 %,ÿAustralia,Port Hedland,154,21, 
2338,,100 %,ÿUnited Arab Emirates,Ansam,154,113, 
2987,,97 %,ÿNetherlands,"Vogelwaarde, Zeeland",153,27, 
3537,,100 %,ÿPoland,Boles?awiec,153,5, 
2355,,100 %,ÿSweden,"Torslanda, Gothenburg ",152,15, 
3156,,100 %,ÿGreece,Athens,151,1, 
2886,,100 %,ÿNetherlands,Maassluis,149,1, 
3412,,100 %,ÿNetherlands,Rotterdam,148,1, 
2087,,100 %,ÿGermany,Duisburg,148,107, 
3423,,100 %,ÿGermany,Oldendorf,147,35, 
2489,,48 %,ÿItaly,Genoa,147,12, 
2737,,100 %,ÿGermany,Hamburg,146,0, 
2505,,100 %,ÿSweden,G”teborg,146,1, 
3616,,99 %,ÿNetherlands,Vlissingen,145,0, 
3012,,80 %,ÿTurkey,Istanbul,143,141, 
3392,,100 %,ÿGermany,Lienen,142,17, 
2559,,100 %,ÿNetherlands,Nijmegen,142,3, 
2726,,100 %,ÿUnited States of America,Seattle,141,0, 
3240,,100 %,ÿNetherlands,Huizen,141,18, 
2076,,100 %,ÿSpain,Murcia,138,100,Localiz
2344,,100 %,ÿSlovenia,Koper,138,28, 
3135,,100 %,ÿNetherlands,Koog aan de Zaan,138,8, 
3023,,100 %,ÿNetherlands,Rozenburg,137,1, 
2610,,100 %,ÿGermany,Kiel,136,32, 
2178,,100 %,ÿFrance,Rouen,136,0, 
2847,,100 %,ÿSweden,Stockholm,134,3, 
2029,,100 %,ÿNetherlands,Den Oever,134,38, 
3322,,100 %,ÿKorea,Busan,134,9, 
2402,,100 %,ÿNetherlands,Spijkenisse,134,1, 
3142,,100 %,ÿUnknown,Roaming station,133,0, 
2940,,99 %,ÿAustralia,"Thornlands, Queensland",133,34, 
2597,,100 %,ÿUnited States of America,San Pedro,132,15, 
2912,,100 %,ÿBelgium,Zeebruge,131,28,dotOcean
2554,,100 %,ÿNetherlands,Gorinchem,131,28, 
2088,,88 %,ÿSingapore,Singapore,131,2, 
2523,,100 %,ÿNetherlands,Middenbeemster,131,0, 
2369,,88 %,ÿUnited States of America,Seattle,131,24, 
2093,,100 %,ÿFrance,Rouen,130,7, 
3824,,100 %,ÿUnited States of America,"Miami, FL",129,4, 
3673,,100 %,ÿSpain,Barcelona,129,34, 
2221,,100 %,ÿNorway,Stavanger,128,35, 
3335,,100 %,ÿNetherlands,Genderen,128,43, 
2388,,100 %,ÿFinland,Finland,127,60,Pocket Mariner
2281,,100 %,ÿPortugal,Sines,127,84, 
3358,,100 %,ÿSweden,Gothenburg,125,0, 
2350,,100 %,ÿNetherlands,Delfzijl,125,73, 
2857,,100 %,ÿCanada,Vancouver,124,1, 
2460,,100 %,ÿDenmark,Niv†,124,10, 
2799,,70 %,ÿIndonesia,Jepara,123,122, 
2372,,100 %,ÿCanada,Vancouver,123,2, 
2139,,100 %,ÿDenmark,Islands Brygge,122,35, 
3752,,100 %,ÿJapan,Tokyo,122,118, 
3168,,100 %,ÿPoland,Gda?sk,122,6, 
2035,,100 %,ÿUnited States of America,Seattle,121,114,Shine Micro
2443,,100 %,ÿNetherlands,Julianadorp,121,51, 
3428,,100 %,ÿSpain,Valencia,116,0, 
