ID,Status,Uptime,Country,Location,Ships,Distinct,Contributor
2213,,100 %,ÿUnknown,Worldwide,4575,2116, 
2010,,100 %,ÿNorway, ,3339,2495, 
2241,,100 %,ÿNetherlands,Gouda,916,148, 
3438,,86 %,ÿNetherlands,Amsterdam,778,248, 
2945,,100 %,ÿNetherlands,Rotterdam,732,81, 
3343,,100 %,ÿCanada,"Point Grey, BC",712,0, 
3103,,100 %,ÿCanada,Multiple Locations,712,0, 
2141,,86 %,ÿNorway,Multiple AIS stations,670,109, 
2902,,100 %,ÿSingapore,Singapore,651,58, 
3131,,100 %,ÿGreece,Elliniko,629,62, 
2145,,100 %,ÿBelgium,Antwerp,572,266,Tresco Engineering
2134,,100 %,ÿUnited States of America,"Fort Lauderdale, FL",569,107, 
2662,,100 %,ÿFrance,Le Havre,534,25, 
3272,,99 %,ÿHong Kong,Tseung Kwan O,527,292, 
2650,,95 %,ÿUnited States of America,"Sabine Pass, TX",519,201, 
2097,,100 %,ÿNetherlands,Hellevoetsluis,518,36,InterTransIS
2435,,100 %,ÿNetherlands,Katwijk,508,57, 
2946,,100 %,ÿSingapore,Singapore,503,21, 
2843,,100 %,ÿUnited Kingdom,Gravesend,483,102, 
2918,,100 %,ÿSingapore,Singapore,476,23, 
3344,,100 %,ÿGreece,Athens,474,6, 
2214,,100 %,ÿNetherlands,Rotterdam,459,15, 
3567,,42 %,ÿSingapore,Singapore,451,137, 
2997,,100 %,ÿSingapore,Keppel Bay,419,22, 
2459,,100 %,ÿNetherlands,Edam,415,12, 
3808,,100 %,ÿSingapore,Singapore,414,76, 
2118,,100 %,ÿGreece,Alimos,413,1, 
2178,,100 %,ÿFrance,Rouen,413,0, 
3074,,100 %,ÿGreece,Piraeus,404,3, 
2323,,100 %,ÿNetherlands,Marken,403,9, 
2698,,100 %,ÿNetherlands,Arnemuiden Oranjeplaat,380,91, 
3332,,100 %,ÿRussian Federation,Vladivostok,359,357, 
3943,,100 %,ÿKorea,Busan,354,241, 
2577,,100 %,ÿGermany,Hamburg,353,21, 
2488,,100 %,ÿNetherlands,Oud-Beijerland,351,8, 
3979,,100 %,ÿNetherlands,Hellevoetsluis,348,8, 
3372,,94 %,ÿNetherlands,Wijchen,335,77, 
2032,,93 %,ÿGreece,Athens,334,3, 
2446,,100 %,ÿNetherlands,IJmuiden,331,17, 
3038,,100 %,ÿGreece,Piraeus,323,0, 
2333,,100 %,ÿUnited Kingdom,Worldwide,322,34, 
2037,,100 %,ÿFrance,France,316,55, 
2164,,100 %,ÿSweden,"Goteborg, West Coast",310,0, 
2011,,100 %,ÿSweden,Gothenburg,310,0, 
3182,,90 %,ÿUnited States of America,Seattle,303,20, 
3016,,100 %,ÿIndonesia,Jakarta,301,283, 
2744,,100 %,ÿUnited States of America,Seattle,293,12, 
2093,,100 %,ÿFrance,Rouen,286,7, 
2517,,100 %,ÿBrazil,Belem,284,230, 
2169,,100 %,ÿItaly,La Spezia,284,117, 
3978,,100 %,ÿUnited States of America,"Mandeville, LA",277,276, 
2550,,65 %,ÿSingapore,Singapore,277,9, 
2036,,100 %,ÿGermany,Hamburg,277,2, 
3270,,100 %,ÿSweden,"Gothenburg - SW, S„r”",271,25, 
3329,,100 %,ÿUnited Kingdom,Plymouth,267,25, 
2484,,100 %,ÿUnited States of America,Biscayne Bay PS - Miami FL,265,40,SEAiq
2413,,100 %,ÿGermany,Hamburg Alster,265,1,www.searoutes.com
2276,,100 %,ÿBelgium,Schilde,263,6, 
2068,,96 %,ÿSpain,Roaming station,261,3, 
2146,,100 %,ÿSpain,Palma de Mallorca,258,2, 
2599,,97 %,ÿNetherlands,Zwijndrecht,256,13, 
3857,,100 %,ÿGermany,Hamburg,255,0, 
2987,,100 %,ÿNetherlands,"Vogelwaarde, Zeeland",249,41, 
2177,,99 %,ÿHong Kong,Kowloon,241,31, 
2672,,95 %,ÿUnited States of America,Highlands,239,17, 
2326,,100 %,ÿJapan,Sumoto,236,226, 
2182,,80 %,ÿCanada,Vancouver,236,11, 
2475,,100 %,ÿNetherlands,Poortugaal,235,1, 
2404,,100 %,ÿUnknown,Roaming stations,231,61, 
2298,,100 %,ÿNetherlands,Rotterdam,228,3, 
2603,,98 %,ÿGermany,Geesthacht,227,20, 
2047,,100 %,ÿUnited States of America,Galveston Bay Texas,225,3, 
3237,,100 %,ÿFrance,Castel-Bian Carantec,225,16, 
3731,,100 %,ÿNetherlands,Rotterdam,222,7, 
3917,,100 %,ÿUnited States of America,Jersey City,222,13, 
2261,,100 %,ÿUnited States of America,Seattle,221,82, 
3124,,100 %,ÿNetherlands,Zierikzee,219,55, 
2031,,99 %,ÿPoland,Gdynia,214,43,SP2XDM
3313,,100 %,ÿNetherlands,Rotterdam,214,3, 
3040,,84 %,ÿNetherlands,Ter Heijde,213,12, 
