ID,Status,Uptime,Country,Location,Ships,Distinct,Contributor
2213,,100 %,ÿUnknown,Worldwide,4299,2354, 
2010,,100 %,ÿNorway, ,3266,2506, 
2077,,100 %,ÿNetherlands,Harderwijk,1065,70, 
2241,,100 %,ÿNetherlands,Gouda,952,143, 
3438,,100 %,ÿNetherlands,Amsterdam,806,253, 
2945,,100 %,ÿNetherlands,Rotterdam,730,32, 
3343,,100 %,ÿCanada,"Point Grey, BC",709,0, 
3103,,100 %,ÿCanada,Multiple Locations,709,0, 
2141,,100 %,ÿNorway,Multiple AIS stations,702,127, 
3131,,100 %,ÿGreece,Elliniko,619,41, 
2134,,100 %,ÿUnited States of America,"Fort Lauderdale, FL",586,153, 
2097,,100 %,ÿNetherlands,Hellevoetsluis,563,29,InterTransIS
2435,,100 %,ÿNetherlands,Katwijk,562,55, 
2902,,100 %,ÿSingapore,Singapore,544,65, 
2145,,100 %,ÿBelgium,Antwerp,539,259,Tresco Engineering
2918,,100 %,ÿSingapore,Singapore,521,80, 
3344,,100 %,ÿGreece,Athens,487,10, 
2517,,100 %,ÿBrazil,Belem,477,288, 
2946,,100 %,ÿSingapore,Singapore,474,29, 
2118,,100 %,ÿGreece,Alimos,442,4, 
2214,,100 %,ÿNetherlands,Rotterdam,431,0, 
3074,,100 %,ÿGreece,Piraeus,426,3, 
2459,,100 %,ÿNetherlands,Edam,415,15, 
2323,,100 %,ÿNetherlands,Marken,381,4, 
3979,,100 %,ÿNetherlands,Hellevoetsluis,372,3, 
3808,,100 %,ÿSingapore,Singapore,369,93, 
2698,,100 %,ÿNetherlands,Arnemuiden Oranjeplaat,364,64, 
2577,,100 %,ÿGermany,Hamburg,353,19, 
3332,,100 %,ÿRussian Federation,Vladivostok,352,352, 
3038,,100 %,ÿGreece,Piraeus,352,0, 
2042,,100 %,ÿCanada,Vancouver,344,21, 
3943,,100 %,ÿKorea,Busan,336,213, 
2011,,100 %,ÿSweden,Gothenburg,334,0, 
2164,,100 %,ÿSweden,"Goteborg, West Coast",333,0, 
2843,,100 %,ÿUnited Kingdom,Gravesend,331,56, 
3182,,88 %,ÿUnited States of America,Seattle,323,40, 
2446,,100 %,ÿNetherlands,IJmuiden,322,18, 
2744,,100 %,ÿUnited States of America,Seattle,321,15, 
3040,,84 %,ÿNetherlands,Ter Heijde,311,20, 
3016,,100 %,ÿIndonesia,Jakarta,305,294, 
3372,,94 %,ÿNetherlands,Wijchen,303,28, 
2803,,100 %,ÿNetherlands,Bergharen,300,19, 
2488,,100 %,ÿNetherlands,Oud-Beijerland,297,4, 
3270,,100 %,ÿSweden,"Gothenburg - SW, S„r”",296,23, 
2413,,100 %,ÿGermany,Hamburg Alster,290,1,www.searoutes.com
2292,,100 %,ÿBelgium,Gent,284,169, 
2475,,100 %,ÿNetherlands,Poortugaal,278,3, 
2987,,100 %,ÿNetherlands,"Vogelwaarde, Zeeland",275,26, 
2326,,100 %,ÿJapan,Sumoto,271,260, 
2298,,100 %,ÿNetherlands,Rotterdam,264,1, 
2624,,100 %,ÿSpain,Las Palmas de Gran Canaria,260,238, 
2404,,100 %,ÿUnknown,Roaming stations,259,57, 
2672,,100 %,ÿUnited States of America,Highlands,257,35, 
3857,,100 %,ÿGermany,Hamburg,256,0, 
2068,,86 %,ÿSpain,Roaming station,253,7, 
2182,,89 %,ÿCanada,Vancouver,251,4, 
2650,,77 %,ÿUnited States of America,"Sabine Pass, TX",251,76, 
2276,,100 %,ÿBelgium,Schilde,248,9, 
2169,,100 %,ÿItaly,La Spezia,246,85, 
2603,,93 %,ÿGermany,Geesthacht,241,22, 
2261,,100 %,ÿUnited States of America,Seattle,241,84, 
3731,,100 %,ÿNetherlands,Rotterdam,241,1, 
2146,,100 %,ÿSpain,Palma de Mallorca,239,1, 
2291,,100 %,ÿGermany,Bremerhaven,237,26,North Sea Terminal Bremerhaven GmbH & Co.
2036,,100 %,ÿGermany,Hamburg,237,1, 
3978,,100 %,ÿUnited States of America,"Mandeville, LA",232,231, 
2662,,100 %,ÿFrance,Le Havre,231,22, 
3917,,100 %,ÿUnited States of America,Jersey City,230,12, 
3313,,53 %,ÿNetherlands,Rotterdam,227,0, 
2031,,99 %,ÿPoland,Gdynia,226,52,SP2XDM
2029,,100 %,ÿNetherlands,Den Oever,226,48, 
3240,,100 %,ÿNetherlands,Huizen,226,22, 
2599,,25 %,ÿNetherlands,Zwijndrecht,222,2, 
3124,,100 %,ÿNetherlands,Zierikzee,222,79, 
3092,,100 %,ÿUnited States of America,Bainbridge Island,215,4, 
3737,,100 %,ÿBrazil,Rio de Janeiro,214,57, 
2372,,99 %,ÿCanada,Vancouver,213,0, 
2484,,100 %,ÿUnited States of America,Biscayne Bay PS - Miami FL,211,58,SEAiq
2270,,100 %,ÿSaint Martin (FR),Simpson Bay,209,195, 
2047,,100 %,ÿUnited States of America,Galveston Bay Texas,208,4, 
2878,,100 %,ÿGermany,Friedrichsort,207,1, 
2997,,99 %,ÿSingapore,Keppel Bay,205,10, 
2177,,97 %,ÿHong Kong,Kowloon,202,135, 
2249,,100 %,ÿUnited States of America,San Diego,198,77, 
2636,,100 %,ÿNetherlands,IJmuiden,195,1, 
2543,,100 %,ÿGermany,Hamburg,195,0, 
2353,,100 %,ÿTaiwan (Province of China),Kaohsiung,192,192, 
