ID,Status,Uptime,Country,Location,Ships,Distinct,Contributor
2213,,100 %,ÿUnknown,Worldwide,4399,2244, 
2010,,100 %,ÿNorway, ,3276,2484, 
2077,,100 %,ÿNetherlands,Harderwijk,1126,79, 
2241,,100 %,ÿNetherlands,Gouda,930,135, 
2945,,100 %,ÿNetherlands,Rotterdam,772,20, 
3438,,100 %,ÿNetherlands,Amsterdam,762,259, 
3103,,100 %,ÿCanada,Multiple Locations,715,0, 
3343,,100 %,ÿCanada,"Point Grey, BC",715,0, 
2141,,100 %,ÿNorway,Multiple AIS stations,636,113, 
3131,,100 %,ÿGreece,Elliniko,611,50, 
2097,,100 %,ÿNetherlands,Hellevoetsluis,558,11,InterTransIS
2918,,100 %,ÿSingapore,Singapore,545,49, 
2134,,100 %,ÿUnited States of America,"Fort Lauderdale, FL",537,66, 
2435,,100 %,ÿNetherlands,Katwijk,523,55, 
2145,,100 %,ÿBelgium,Antwerp,505,225,Tresco Engineering
3344,,100 %,ÿGreece,Athens,477,8, 
3808,,100 %,ÿSingapore,Singapore,463,135, 
3979,,100 %,ÿNetherlands,Hellevoetsluis,457,12, 
2902,,100 %,ÿSingapore,Singapore,453,31, 
3074,,100 %,ÿGreece,Piraeus,425,5, 
2214,,100 %,ÿNetherlands,Rotterdam,414,1, 
2946,,100 %,ÿSingapore,Singapore,406,14, 
2118,,100 %,ÿGreece,Alimos,396,5, 
3567,,57 %,ÿSingapore,Singapore,390,125, 
2997,,100 %,ÿSingapore,Keppel Bay,383,25, 
2698,,100 %,ÿNetherlands,Arnemuiden Oranjeplaat,377,91, 
2577,,100 %,ÿGermany,Hamburg,373,22, 
2323,,100 %,ÿNetherlands,Marken,365,8, 
2459,,100 %,ÿNetherlands,Edam,364,10, 
3943,,100 %,ÿKorea,Busan,357,239, 
3332,,100 %,ÿRussian Federation,Vladivostok,349,348, 
2446,,100 %,ÿNetherlands,IJmuiden,339,11, 
3038,,100 %,ÿGreece,Piraeus,338,0, 
2488,,100 %,ÿNetherlands,Oud-Beijerland,320,4, 
2550,,100 %,ÿSingapore,Singapore,315,25, 
2042,,100 %,ÿCanada,Vancouver,313,20, 
3182,,90 %,ÿUnited States of America,Seattle,310,40, 
2744,,91 %,ÿUnited States of America,Seattle,308,13, 
2413,,100 %,ÿGermany,Hamburg Alster,305,0,www.searoutes.com
2011,,100 %,ÿSweden,Gothenburg,303,0, 
2843,,100 %,ÿUnited Kingdom,Gravesend,302,46, 
2164,,100 %,ÿSweden,"Goteborg, West Coast",302,0, 
2236,,100 %,ÿNetherlands,IJmuiden,294,3,SHIPM8
3016,,100 %,ÿIndonesia,Jakarta,291,289, 
2803,,100 %,ÿNetherlands,Bergharen,288,19, 
3372,,97 %,ÿNetherlands,Wijchen,286,26, 
2126,,100 %,ÿGermany,Cologne,277,167, 
3978,,100 %,ÿUnited States of America,"Mandeville, LA",268,268, 
2484,,100 %,ÿUnited States of America,Biscayne Bay PS - Miami FL,265,68,SEAiq
3270,,100 %,ÿSweden,"Gothenburg - SW, S„r”",261,24, 
2276,,100 %,ÿBelgium,Schilde,260,16, 
2036,,100 %,ÿGermany,Hamburg,258,0, 
