ID,Status,Uptime,Country,Location,Ships,Distinct,Contributor
2213,,100 %,ÿUnknown,Worldwide,5324,2859, 
2010,,100 %,ÿNorway, ,3213,2442, 
2077,,100 %,ÿNetherlands,Harderwijk,973,62, 
3438,,86 %,ÿNetherlands,Amsterdam,818,215, 
2141,,100 %,ÿNorway,Multiple AIS stations,802,136, 
3103,,100 %,ÿCanada,Multiple Locations,762,0, 
3343,,100 %,ÿCanada,"Point Grey, BC",762,0, 
2945,,100 %,ÿNetherlands,Rotterdam,753,48, 
2902,,100 %,ÿSingapore,Singapore,675,114, 
2241,,100 %,ÿNetherlands,Gouda,625,98, 
3131,,100 %,ÿGreece,Elliniko,597,58, 
2134,,100 %,ÿUnited States of America,"Fort Lauderdale, FL",580,138, 
2528,,100 %,ÿUnited Arab Emirates,Abu Dhabi,560,447, 
2097,,100 %,ÿNetherlands,Hellevoetsluis,548,38,InterTransIS
2145,,100 %,ÿBelgium,Antwerp,540,255,Tresco Engineering
2435,,100 %,ÿNetherlands,Katwijk,523,47, 
2918,,100 %,ÿSingapore,Singapore,489,57, 
2011,,100 %,ÿSweden,Gothenburg,458,1, 
2164,,100 %,ÿSweden,"Goteborg, West Coast",457,0, 
2459,,100 %,ÿNetherlands,Edam,452,13, 
2323,,100 %,ÿNetherlands,Marken,451,5, 
3272,,99 %,ÿHong Kong,Tseung Kwan O,445,250, 
2997,,99 %,ÿSingapore,Keppel Bay,443,26, 
3344,,100 %,ÿGreece,Athens,440,2, 
2946,,100 %,ÿSingapore,Singapore,424,15, 
2843,,100 %,ÿUnited Kingdom,Gravesend,420,87, 
2214,,100 %,ÿNetherlands,Rotterdam,416,0, 
3943,,100 %,ÿKorea,Busan,413,281, 
3270,,100 %,ÿSweden,"Gothenburg - SW, S„r”",408,25, 
3074,,100 %,ÿGreece,Piraeus,400,5, 
2118,,100 %,ÿGreece,Alimos,395,1, 
3808,,100 %,ÿSingapore,Singapore,391,72, 
2550,,65 %,ÿSingapore,Singapore,390,23, 
2698,,100 %,ÿNetherlands,Arnemuiden Oranjeplaat,375,84, 
2446,,100 %,ÿNetherlands,IJmuiden,372,23, 
3038,,100 %,ÿGreece,Piraeus,362,0, 
2042,,100 %,ÿCanada,Vancouver,358,23, 
2577,,100 %,ÿGermany,Hamburg,357,37, 
3332,,100 %,ÿRussian Federation,Vladivostok,344,344, 
2032,,64 %,ÿGreece,Athens,328,1, 
2404,,100 %,ÿUnknown,Roaming stations,316,76, 
2484,,100 %,ÿUnited States of America,Biscayne Bay PS - Miami FL,315,35,SEAiq
3182,,83 %,ÿUnited States of America,Seattle,314,46, 
3016,,100 %,ÿIndonesia,Jakarta,312,298, 
3979,,100 %,ÿNetherlands,Hellevoetsluis,307,3, 
2488,,100 %,ÿNetherlands,Oud-Beijerland,306,6, 
3372,,94 %,ÿNetherlands,Wijchen,298,31, 
3046,,60 %,ÿTaiwan (Province of China),"Keelung, National Taiwan Ocean University",296,296, 
2599,,68 %,ÿNetherlands,Zwijndrecht,294,6, 
2475,,100 %,ÿNetherlands,Poortugaal,291,5,
3731,,100 %,ÿNetherlands,Rotterdam,283,2, 
3116,,100 %,ÿNetherlands,Amsterdam,283,2, 
2803,,100 %,ÿNetherlands,Bergharen,282,25, 
2744,,100 %,ÿUnited States of America,Seattle,280,11, 
2413,,100 %,ÿGermany,Hamburg Alster,278,0,www.searoutes.com
2650,,78 %,ÿUnited States of America,"Sabine Pass, TX",277,99, 
2126,,76 %,ÿGermany,Cologne,274,178, 
2047,,100 %,ÿUnited States of America,Galveston Bay Texas,266,6, 
2298,,100 %,ÿNetherlands,Rotterdam,265,1, 
3124,,100 %,ÿNetherlands,Zierikzee,261,85, 
2672,,100 %,ÿUnited States of America,Highlands,260,32, 
2292,,100 %,ÿBelgium,Gent,258,155, 
2276,,100 %,ÿBelgium,Schilde,256,7, 
2326,,100 %,ÿJapan,Sumoto,250,236, 
2036,,100 %,ÿGermany,Hamburg,246,1, 
2182,,92 %,ÿCanada,Vancouver,245,3, 
2068,,87 %,ÿSpain,Roaming station,244,5, 
2261,,100 %,ÿUnited States of America,Seattle,237,85, 
2146,,100 %,ÿSpain,Palma de Mallorca,237,1, 
2169,,100 %,ÿItaly,La Spezia,231,68, 
2662,,100 %,ÿFrance,Le Havre,229,18, 
3917,,100 %,ÿUnited States of America,Jersey City,228,18, 
2603,,93 %,ÿGermany,Geesthacht,222,20, 
2031,,99 %,ÿPoland,Gdynia,216,33,SP2XDM
2291,,100 %,ÿGermany,Bremerhaven,215,14,North Sea Terminal Bremerhaven GmbH & Co.
3313,,96 %,ÿNetherlands,Rotterdam,215,0, 
2177,,99 %,ÿHong Kong,Kowloon,214,41, 
