ID,Status,Uptime,Country,Location,Ships,Distinct,Contributor
2213,,100 %,ÿUnknown,Worldwide,4948,2690, 
2010,,100 %,ÿNorway, ,3122,2409, 
2077,,100 %,ÿNetherlands,Harderwijk,988,74, 
2528,,100 %,ÿUnited Arab Emirates,Abu Dhabi,862,723, 
3438,,86 %,ÿNetherlands,Amsterdam,820,212, 
3103,,100 %,ÿCanada,Multiple Locations,728,0, 
3343,,100 %,ÿCanada,"Point Grey, BC",728,0, 
2241,,100 %,ÿNetherlands,Gouda,723,112, 
2945,,100 %,ÿNetherlands,Rotterdam,714,29, 
2902,,100 %,ÿSingapore,Singapore,630,82, 
2141,,100 %,ÿNorway,Multiple AIS stations,618,117, 
3131,,100 %,ÿGreece,Elliniko,614,67, 
2134,,100 %,ÿUnited States of America,"Fort Lauderdale, FL",587,102, 
2097,,100 %,ÿNetherlands,Hellevoetsluis,564,33,InterTransIS
2918,,100 %,ÿSingapore,Singapore,529,66, 
2145,,100 %,ÿBelgium,Antwerp,525,263,Tresco Engineering
2435,,100 %,ÿNetherlands,Katwijk,496,58, 
2946,,100 %,ÿSingapore,Singapore,474,23, 
3272,,100 %,ÿHong Kong,Tseung Kwan O,469,287, 
3344,,100 %,ÿGreece,Athens,449,4, 
2459,,100 %,ÿNetherlands,Edam,443,10, 
2323,,100 %,ÿNetherlands,Marken,429,9, 
2118,,100 %,ÿGreece,Alimos,399,0, 
3074,,100 %,ÿGreece,Piraeus,395,2, 
2997,,99 %,ÿSingapore,Keppel Bay,395,23, 
2214,,100 %,ÿNetherlands,Rotterdam,394,0, 
3808,,100 %,ÿSingapore,Singapore,388,70, 
2446,,100 %,ÿNetherlands,IJmuiden,361,17, 
2042,,100 %,ÿCanada,Vancouver,359,27, 
2698,,100 %,ÿNetherlands,Arnemuiden Oranjeplaat,357,62, 
3038,,100 %,ÿGreece,Piraeus,356,0, 
2577,,100 %,ÿGermany,Hamburg,341,30, 
3372,,96 %,ÿNetherlands,Wijchen,334,45, 
2032,,54 %,ÿGreece,Athens,330,3, 
3332,,100 %,ÿRussian Federation,Vladivostok,324,324, 
3943,,100 %,ÿKorea,Busan,323,229, 
3182,,83 %,ÿUnited States of America,Seattle,320,42, 
3046,,66 %,ÿTaiwan (Province of China),"Keelung, National Taiwan Ocean University",320,320, 
2011,,100 %,ÿSweden,Gothenburg,319,0, 
2164,,100 %,ÿSweden,"Goteborg, West Coast",317,0, 
2484,,100 %,ÿUnited States of America,Biscayne Bay PS - Miami FL,315,113,SEAiq
3979,,100 %,ÿNetherlands,Hellevoetsluis,313,6, 
2550,,66 %,ÿSingapore,Singapore,310,16, 
3367,,100 %,ÿQatar,Doha,309,239, 
2803,,100 %,ÿNetherlands,Bergharen,304,22, 
2744,,100 %,ÿUnited States of America,Seattle,301,12, 
2488,,100 %,ÿNetherlands,Oud-Beijerland,300,5, 
2475,,100 %,ÿNetherlands,Poortugaal,300,3, 
2843,,100 %,ÿUnited Kingdom,Gravesend,296,58, 
2599,,54 %,ÿNetherlands,Zwijndrecht,293,6,
2650,,77 %,ÿUnited States of America,"Sabine Pass, TX",292,103, 
3270,,100 %,ÿSweden,"Gothenburg - SW, S„r”",291,27, 
2404,,100 %,ÿUnknown,Roaming stations,290,84, 
3016,,100 %,ÿIndonesia,Jakarta,290,275, 
2987,,100 %,ÿNetherlands,"Vogelwaarde, Zeeland",271,24, 
3116,,100 %,ÿNetherlands,Amsterdam,268,0, 
2672,,100 %,ÿUnited States of America,Highlands,264,26, 
2047,,100 %,ÿUnited States of America,Galveston Bay Texas,264,8, 
3978,,100 %,ÿUnited States of America,"Mandeville, LA",262,261, 
2413,,100 %,ÿGermany,Hamburg Alster,261,1,www.searoutes.com
3731,,100 %,ÿNetherlands,Rotterdam,251,1, 
2624,,100 %,ÿSpain,Las Palmas de Gran Canaria,247,181, 
2068,,86 %,ÿSpain,Roaming station,246,7, 
2169,,100 %,ÿItaly,La Spezia,238,73, 
2326,,100 %,ÿJapan,Sumoto,238,232, 
3124,,100 %,ÿNetherlands,Zierikzee,237,74, 
2182,,93 %,ÿCanada,Vancouver,233,4, 
3857,,100 %,ÿGermany,Hamburg,233,0, 
2146,,100 %,ÿSpain,Palma de Mallorca,232,1, 
2372,,99 %,ÿCanada,Vancouver,231,1, 
2261,,100 %,ÿUnited States of America,Seattle,229,80, 
2292,,100 %,ÿBelgium,Gent,227,129, 
2270,,100 %,ÿSaint Martin (FR),Simpson Bay,227,123, 
3917,,100 %,ÿUnited States of America,Jersey City,226,6, 
2298,,100 %,ÿNetherlands,Rotterdam,224,1, 
3313,,82 %,ÿNetherlands,Rotterdam,221,0, 
2276,,100 %,ÿBelgium,Schilde,220,8, 
3092,,100 %,ÿUnited States of America,Bainbridge Island,217,1, 
2177,,100 %,ÿHong Kong,Kowloon,213,40, 
2036,,100 %,ÿGermany,Hamburg,212,1, 
2291,,100 %,ÿGermany,Bremerhaven,211,12,North Sea Terminal Bremerhaven GmbH & Co.
2031,,99 %,ÿPoland,Gdynia,211,31,SP2XDM
2636,,100 %,ÿNetherlands,IJmuiden,208,0, 
2517,,100 %,ÿBrazil,Belem,207,178, 
2662,,100 %,ÿFrance,Le Havre,206,14, 
2831,,100 %,ÿNetherlands,Delft,198,1, 
3737,,100 %,ÿBrazil,Rio de Janeiro,198,198, 
2603,,93 %,ÿGermany,Geesthacht,197,29, 
2029,,100 %,ÿNetherlands,Den Oever,197,42, 
2597,,100 %,ÿUnited States of America,San Pedro,195,63, 
2878,,100 %,ÿGermany,Friedrichsort,193,1, 
3974,,100 %,ÿUnited States of America,Seattle,190,3, 
3513,,55 %,ÿNetherlands,Hoornaar,189,30, 
2638,,100 %,ÿAustralia,Manly,188,65, 
2088,,100 %,ÿSingapore,Singapore,185,4, 
2397,,100 %,ÿDenmark,Copenhagen,185,86, 
2724,,100 %,ÿAustralia,"North Ryde, NSW",184,27, 
3715,,100 %,ÿSpain,Valencia,184,44, 
2619,,89 %,ÿUnited States of America,Groves,183,1, 
3700,,100 %,ÿNetherlands,Emmeloord,179,16, 
2355,,100 %,ÿSweden,"Torslanda, Gothenburg ",179,25, 
3965,,100 %,ÿItaly,Genoa,176,25, 
3040,,84 %,ÿNetherlands,Ter Heijde,175,5, 
3240,,100 %,ÿNetherlands,Huizen,174,24, 
3537,,100 %,ÿPoland,Boles?awiec,172,4, 
3443,,100 %,ÿUnited States of America,Seattle,172,0, 
2826,,100 %,ÿUnknown,Roaming station,172,169, 
