ID,Status,Uptime,Country,Location,Ships,Distinct,Contributor
2213,,100 %,ÿUnknown,Worldwide,5152,2652, 
2010,,100 %,ÿNorway, ,3996,2608, 
2241,,100 %,ÿNetherlands,Gouda,866,145, 
3438,,86 %,ÿNetherlands,Amsterdam,817,238, 
2945,,100 %,ÿNetherlands,Rotterdam,769,68, 
2141,,86 %,ÿNorway,Multiple AIS stations,721,116, 
2549,,13 %,ÿNetherlands,Zoetermeer,700,8, 
2902,,100 %,ÿSingapore,Singapore,698,81, 
3103,,100 %,ÿCanada,Multiple Locations,675,0, 
2459,,100 %,ÿNetherlands,Edam,675,16, 
3343,,100 %,ÿCanada,"Point Grey, BC",675,0, 
3131,,100 %,ÿGreece,Elliniko,627,94, 
2145,,100 %,ÿBelgium,Antwerp,594,246,Tresco Engineering
2843,,100 %,ÿUnited Kingdom,Gravesend,592,91, 
2134,,100 %,ÿUnited States of America,"Fort Lauderdale, FL",573,138, 
2097,,100 %,ÿNetherlands,Hellevoetsluis,529,25,InterTransIS
2918,,100 %,ÿSingapore,Singapore,525,34, 
3272,,99 %,ÿHong Kong,Tseung Kwan O,521,329, 
2435,,100 %,ÿNetherlands,Katwijk,506,46, 
3567,,40 %,ÿSingapore,Singapore,475,120, 
2650,,100 %,ÿUnited States of America,"Sabine Pass, TX",472,145, 
2946,,100 %,ÿSingapore,Singapore,442,14, 
2214,,100 %,ÿNetherlands,Rotterdam,428,7, 
2323,,100 %,ÿNetherlands,Marken,425,0, 
3270,,100 %,ÿSweden,"Gothenburg - SW, S„r”",419,43, 
2118,,100 %,ÿGreece,Alimos,401,0, 
2011,,100 %,ÿSweden,Gothenburg,384,0, 
2164,,100 %,ÿSweden,"Goteborg, West Coast",380,0, 
3074,,100 %,ÿGreece,Piraeus,367,5, 
2577,,100 %,ÿGermany,Hamburg,356,23, 
3979,,100 %,ÿNetherlands,Hellevoetsluis,356,5, 
2698,,100 %,ÿNetherlands,Arnemuiden Oranjeplaat,356,65, 
2042,,100 %,ÿCanada,Vancouver,345,37, 
2446,,100 %,ÿNetherlands,IJmuiden,342,11, 
3808,,100 %,ÿSingapore,Singapore,338,44, 
3943,,100 %,ÿKorea,Busan,319,218, 
2488,,100 %,ÿNetherlands,Oud-Beijerland,317,9, 
3182,,94 %,ÿUnited States of America,Seattle,307,24, 
3372,,97 %,ÿNetherlands,Wijchen,307,54, 
2126,,72 %,ÿGermany,Cologne,302,206, 
3423,,21 %,ÿGermany,Oldendorf,299,73, 
3016,,100 %,ÿIndonesia,Jakarta,298,278, 
2954,,23 %,ÿFrance,"Sophia Antipolis, MINES Paristech",296,139,MINES Paristech
2292,,100 %,ÿBelgium,Gent,295,144, 
2744,,100 %,ÿUnited States of America,Seattle,289,8, 
2413,,100 %,ÿGermany,Hamburg Alster,286,2,www.searoutes.com
3046,,62 %,ÿTaiwan (Province of China),"Keelung, National Taiwan Ocean University",286,286, 
2276,,100 %,ÿBelgium,Schilde,285,9, 
