ID,Status,Uptime,Country,Location,Ships,Distinct,Contributor
2213,,100 %,ÿUnknown,Worldwide,4546,2179, 
2010,,100 %,ÿNorway, ,3415,2474, 
2241,,100 %,ÿNetherlands,Gouda,941,163, 
3438,,86 %,ÿNetherlands,Amsterdam,787,236, 
2945,,100 %,ÿNetherlands,Rotterdam,760,69, 
2141,,86 %,ÿNorway,Multiple AIS stations,725,72, 
3103,,100 %,ÿCanada,Multiple Locations,705,0, 
3343,,100 %,ÿCanada,"Point Grey, BC",705,0, 
2549,,0 %,ÿNetherlands,Zoetermeer,689,14, 
3131,,100 %,ÿGreece,Elliniko,650,66, 
2902,,100 %,ÿSingapore,Singapore,624,51, 
2843,,100 %,ÿUnited Kingdom,Gravesend,582,127, 
2145,,100 %,ÿBelgium,Antwerp,576,273,Tresco Engineering
2333,,100 %,ÿUnited Kingdom,Worldwide,575,65, 
2134,,100 %,ÿUnited States of America,"Fort Lauderdale, FL",569,141, 
3272,,99 %,ÿHong Kong,Tseung Kwan O,566,335, 
2097,,100 %,ÿNetherlands,Hellevoetsluis,548,29,InterTransIS
2918,,100 %,ÿSingapore,Singapore,544,38, 
2435,,100 %,ÿNetherlands,Katwijk,519,57, 
3344,,100 %,ÿGreece,Athens,479,7, 
3808,,100 %,ÿSingapore,Singapore,469,118, 
2946,,100 %,ÿSingapore,Singapore,466,22, 
3567,,41 %,ÿSingapore,Singapore,466,153, 
2214,,100 %,ÿNetherlands,Rotterdam,425,12, 
2118,,100 %,ÿGreece,Alimos,412,1, 
3038,,100 %,ÿGreece,Piraeus,404,0, 
2323,,100 %,ÿNetherlands,Marken,401,4, 
2011,,100 %,ÿSweden,Gothenburg,398,1, 
3329,,100 %,ÿUnited Kingdom,Plymouth,398,34, 
2164,,100 %,ÿSweden,"Goteborg, West Coast",396,0, 
3270,,100 %,ÿSweden,"Gothenburg - SW, S„r”",394,38, 
2459,,100 %,ÿNetherlands,Edam,384,11, 
2517,,100 %,ÿBrazil,Belem,379,326, 
2698,,100 %,ÿNetherlands,Arnemuiden Oranjeplaat,368,85, 
2577,,100 %,ÿGermany,Hamburg,363,20, 
3979,,100 %,ÿNetherlands,Hellevoetsluis,361,7, 
3332,,100 %,ÿRussian Federation,Vladivostok,352,348, 
3943,,100 %,ÿKorea,Busan,349,269, 
2488,,100 %,ÿNetherlands,Oud-Beijerland,346,11, 
2446,,100 %,ÿNetherlands,IJmuiden,336,20, 
2650,,100 %,ÿUnited States of America,"Sabine Pass, TX",335,133, 
3074,,100 %,ÿGreece,Piraeus,320,2, 
3372,,94 %,ÿNetherlands,Wijchen,311,53, 
2321,,97 %,ÿIreland,Cobh,306,32, 
3016,,100 %,ÿIndonesia,Jakarta,304,289, 
2954,,9 %,ÿFrance,"Sophia Antipolis, MINES Paristech",296,108,MINES Paristech
3182,,92 %,ÿUnited States of America,Seattle,293,22, 
2169,,100 %,ÿItaly,La Spezia,291,125, 
2292,,100 %,ÿBelgium,Gent,288,121, 
2744,,100 %,ÿUnited States of America,Seattle,279,9, 
2662,,100 %,ÿFrance,Le Havre,274,34, 
2036,,100 %,ÿGermany,Hamburg,274,1, 
2126,,72 %,ÿGermany,Cologne,272,189, 
2997,,100 %,ÿSingapore,Keppel Bay,269,16, 
2653,,90 %,ÿFrance,La Rochelle,265,23, 
3234,,100 %,ÿFrance,L'Epine,263,16, 
2276,,100 %,ÿBelgium,Schilde,263,6, 
2413,,100 %,ÿGermany,Hamburg Alster,263,2,www.searoutes.com
3423,,11 %,ÿGermany,Oldendorf,258,59, 
3978,,100 %,ÿUnited States of America,"Mandeville, LA",256,255, 
3124,,100 %,ÿNetherlands,Zierikzee,252,85, 
2291,,100 %,ÿGermany,Bremerhaven,252,11,North Sea Terminal Bremerhaven GmbH & Co.
2146,,100 %,ÿSpain,Palma de Mallorca,247,2, 
2068,,100 %,ÿSpain,Roaming station,247,1, 
