ID,Status,Uptime,Country,Location,Ships,Distinct,Contributor
2213,,100 %,ÿUnknown,Worldwide,4184,1956, 
2010,,100 %,ÿNorway, ,3292,2463, 
2077,,100 %,ÿNetherlands,Harderwijk,1083,69, 
2241,,100 %,ÿNetherlands,Gouda,924,164, 
2945,,100 %,ÿNetherlands,Rotterdam,803,28, 
3438,,100 %,ÿNetherlands,Amsterdam,787,253, 
3103,,100 %,ÿCanada,Multiple Locations,776,0, 
3343,,100 %,ÿCanada,"Point Grey, BC",776,0, 
2902,,100 %,ÿSingapore,Singapore,718,76, 
2141,,100 %,ÿNorway,Multiple AIS stations,665,127, 
3131,,100 %,ÿGreece,Elliniko,624,49, 
2097,,100 %,ÿNetherlands,Hellevoetsluis,580,11,InterTransIS
2918,,100 %,ÿSingapore,Singapore,565,40, 
2134,,100 %,ÿUnited States of America,"Fort Lauderdale, FL",563,147, 
2946,,100 %,ÿSingapore,Singapore,557,15, 
2145,,100 %,ÿBelgium,Antwerp,547,277,Tresco Engineering
2435,,100 %,ÿNetherlands,Katwijk,525,55, 
3344,,100 %,ÿGreece,Athens,475,4, 
3808,,100 %,ÿSingapore,Singapore,464,87, 
2214,,100 %,ÿNetherlands,Rotterdam,441,1, 
2550,,91 %,ÿSingapore,Singapore,427,23, 
3074,,100 %,ÿGreece,Piraeus,419,5, 
3979,,100 %,ÿNetherlands,Hellevoetsluis,409,4, 
2118,,100 %,ÿGreece,Alimos,409,1, 
2459,,100 %,ÿNetherlands,Edam,408,18, 
2404,,100 %,ÿUnknown,Roaming stations,407,67, 
3567,,57 %,ÿSingapore,Singapore,403,91, 
2323,,100 %,ÿNetherlands,Marken,400,8, 
2446,,100 %,ÿNetherlands,IJmuiden,381,9, 
2577,,100 %,ÿGermany,Hamburg,372,26, 
2997,,100 %,ÿSingapore,Keppel Bay,368,14, 
2698,,100 %,ÿNetherlands,Arnemuiden Oranjeplaat,357,93, 
3332,,100 %,ÿRussian Federation,Vladivostok,352,352, 
2042,,100 %,ÿCanada,Vancouver,344,18, 
3943,,100 %,ÿKorea,Busan,342,233, 
2517,,100 %,ÿBrazil,Belem,341,241, 
3038,,100 %,ÿGreece,Piraeus,330,0, 
3046,,60 %,ÿTaiwan (Province of China),"Keelung, National Taiwan Ocean University",322,322, 
3182,,94 %,ÿUnited States of America,Seattle,319,39, 
2843,,100 %,ÿUnited Kingdom,Gravesend,313,35, 
2249,,100 %,ÿUnited States of America,San Diego,312,99, 
2326,,100 %,ÿJapan,Sumoto,310,298, 
2744,,87 %,ÿUnited States of America,Seattle,309,13, 
2413,,100 %,ÿGermany,Hamburg Alster,304,1,www.searoutes.com
2011,,100 %,ÿSweden,Gothenburg,299,0, 
2164,,100 %,ÿSweden,"Goteborg, West Coast",299,0, 
3978,,100 %,ÿUnited States of America,"Mandeville, LA",290,290, 
2488,,100 %,ÿNetherlands,Oud-Beijerland,287,7, 
2236,,100 %,ÿNetherlands,IJmuiden,287,1,SHIPM8
2036,,100 %,ÿGermany,Hamburg,281,2, 
2126,,100 %,ÿGermany,Cologne,278,212, 
2291,,100 %,ÿGermany,Bremerhaven,274,11,North Sea Terminal Bremerhaven GmbH & Co.
3016,,100 %,ÿIndonesia,Jakarta,272,254, 
2475,,100 %,ÿNetherlands,Poortugaal,272,0, 
3040,,100 %,ÿNetherlands,Ter Heijde,270,1, 
2803,,100 %,ÿNetherlands,Bergharen,265,25, 
3270,,100 %,ÿSweden,"Gothenburg - SW, S„r”",263,24, 
3372,,97 %,ÿNetherlands,Wijchen,262,33, 
3857,,100 %,ÿGermany,Hamburg,258,0, 
2484,,100 %,ÿUnited States of America,Biscayne Bay PS - Miami FL,256,67,SEAiq
3124,,100 %,ÿNetherlands,Zierikzee,246,71, 
2261,,100 %,ÿUnited States of America,Seattle,245,89, 
2292,,100 %,ÿBelgium,Gent,245,156, 
2276,,100 %,ÿBelgium,Schilde,241,6, 
2662,,100 %,ÿFrance,Le Havre,240,25, 
2068,,100 %,ÿSpain,Roaming station,238,9, 
2672,,100 %,ÿUnited States of America,Highlands,237,21, 
2468,,100 %,ÿNetherlands,Rotterdam,236,9,InterTransIS
2169,,100 %,ÿItaly,La Spezia,235,75, 
2603,,100 %,ÿGermany,Geesthacht,234,21, 
3313,,10 %,ÿNetherlands,Rotterdam,228,0, 
2636,,100 %,ÿNetherlands,IJmuiden,225,1, 
2182,,83 %,ÿCanada,Vancouver,224,1, 
2146,,100 %,ÿSpain,Palma de Mallorca,223,0, 
2031,,100 %,ÿPoland,Gdynia,218,49,SP2XDM
2375,,71 %,ÿCanada,Vancouver,214,5, 
2372,,100 %,ÿCanada,Vancouver,213,0, 
3917,,100 %,ÿUnited States of America,Jersey City,209,12, 
3092,,100 %,ÿUnited States of America,Bainbridge Island,208,3, 
2826,,100 %,ÿUnknown,Roaming station,208,207, 
2624,,100 %,ÿSpain,Las Palmas de Gran Canaria,206,9, 
2353,,100 %,ÿTaiwan (Province of China),Kaohsiung,205,205, 
2878,,100 %,ÿGermany,Friedrichsort,204,2, 
2177,,97 %,ÿHong Kong,Kowloon,202,133, 
