ID,Status,Uptime,Country,Location,Ships,Distinct,Contributor
2213,,100 %,ÿUnknown,Worldwide,5557,2824, 
2010,,100 %,ÿNorway, ,3849,2490, 
2077,,78 %,ÿNetherlands,Harderwijk,965,55, 
2241,,100 %,ÿNetherlands,Gouda,837,117, 
3438,,100 %,ÿNetherlands,Amsterdam,831,251, 
2141,,86 %,ÿNorway,Multiple AIS stations,744,110, 
3343,,100 %,ÿCanada,"Point Grey, BC",741,0, 
3103,,100 %,ÿCanada,Multiple Locations,741,0, 
2902,,100 %,ÿSingapore,Singapore,722,72, 
2945,,100 %,ÿNetherlands,Rotterdam,698,27, 
2549,,34 %,ÿNetherlands,Zoetermeer,667,1, 
2459,,100 %,ÿNetherlands,Edam,647,18, 
2134,,100 %,ÿUnited States of America,"Fort Lauderdale, FL",634,111, 
3131,,100 %,ÿGreece,Elliniko,603,74, 
2843,,100 %,ÿUnited Kingdom,Gravesend,574,68, 
2517,,100 %,ÿBrazil,Belem,554,295, 
2145,,100 %,ÿBelgium,Antwerp,543,251,Tresco Engineering
2097,,100 %,ÿNetherlands,Hellevoetsluis,541,28,InterTransIS
2918,,100 %,ÿSingapore,Singapore,511,30, 
2435,,100 %,ÿNetherlands,Katwijk,497,38, 
3567,,66 %,ÿSingapore,Singapore,485,134, 
3270,,100 %,ÿSweden,"Gothenburg - SW, S„r”",475,36, 
2650,,100 %,ÿUnited States of America,"Sabine Pass, TX",468,206, 
3272,,99 %,ÿHong Kong,Tseung Kwan O,465,288, 
2404,,100 %,ÿUnknown,Roaming stations,445,68, 
3344,,93 %,ÿGreece,Athens,430,5, 
2214,,99 %,ÿNetherlands,Rotterdam,429,0, 
3808,,100 %,ÿSingapore,Singapore,425,79, 
2291,,100 %,ÿGermany,Bremerhaven,421,24,North Sea Terminal Bremerhaven GmbH & Co.
2446,,100 %,ÿNetherlands,IJmuiden,399,16, 
2011,,100 %,ÿSweden,Gothenburg,396,0, 
2164,,100 %,ÿSweden,"Goteborg, West Coast",395,0, 
3074,,100 %,ÿGreece,Piraeus,380,2, 
2997,,100 %,ÿSingapore,Keppel Bay,375,20, 
3979,,100 %,ÿNetherlands,Hellevoetsluis,369,8, 
2577,,100 %,ÿGermany,Hamburg,366,25, 
2118,,100 %,ÿGreece,Alimos,361,3, 
2698,,100 %,ÿNetherlands,Arnemuiden Oranjeplaat,360,44, 
2803,,100 %,ÿNetherlands,Bergharen,358,30, 
2042,,100 %,ÿCanada,Vancouver,355,27, 
3943,,100 %,ÿKorea,Busan,346,211, 
2323,,100 %,ÿNetherlands,Marken,337,1, 
3372,,97 %,ÿNetherlands,Wijchen,330,41, 
2484,,100 %,ÿUnited States of America,Biscayne Bay PS - Miami FL,315,56,SEAiq
2550,,63 %,ÿSingapore,Singapore,313,17, 
3182,,99 %,ÿUnited States of America,Seattle,311,46, 
3423,,49 %,ÿGermany,Oldendorf,300,19, 
3016,,100 %,ÿIndonesia,Jakarta,298,279, 
2126,,84 %,ÿGermany,Cologne,285,187, 
2744,,100 %,ÿUnited States of America,Seattle,284,8, 
2047,,100 %,ÿUnited States of America,Galveston Bay Texas,283,11, 
2199,,100 %,ÿUnited States of America,Vicksburg,282,216, 
2488,,100 %,ÿNetherlands,Oud-Beijerland,282,3, 
3392,,100 %,ÿGermany,Lienen,276,12, 
2954,,51 %,ÿFrance,"Sophia Antipolis, MINES Paristech",276,108,MINES Paristech
2276,,100 %,ÿBelgium,Schilde,273,15, 
2413,,100 %,ÿGermany,Hamburg Alster,267,1,www.searoutes.com
2182,,74 %,ÿCanada,Vancouver,256,6, 
2475,,100 %,ÿNetherlands,Poortugaal,249,3, 
2397,,100 %,ÿDenmark,Copenhagen,249,88, 
2068,,100 %,ÿSpain,Roaming station,247,9, 
2292,,100 %,ÿBelgium,Gent,247,123, 
3038,,100 %,ÿGreece,Piraeus,247,1, 
2029,,86 %,ÿNetherlands,Den Oever,246,5, 
2298,,99 %,ÿNetherlands,Rotterdam,246,2, 
3731,,100 %,ÿNetherlands,Rotterdam,244,3, 
2443,,100 %,ÿNetherlands,Julianadorp,244,52, 
2139,,100 %,ÿDenmark,Islands Brygge,242,31, 
3040,,100 %,ÿNetherlands,Ter Heijde,242,6, 
2662,,100 %,ÿFrance,Le Havre,238,21, 
2036,,100 %,ÿGermany,Hamburg,234,0, 
2146,,98 %,ÿSpain,Palma de Mallorca,233,2, 
2946,,100 %,ÿSingapore,Singapore,232,2, 
3857,,100 %,ÿGermany,Hamburg,232,1, 
2261,,100 %,ÿUnited States of America,Seattle,228,75, 
2169,,88 %,ÿItaly,La Spezia,227,80, 
2326,,100 %,ÿJapan,Sumoto,227,218, 
3978,,100 %,ÿUnited States of America,"Mandeville, LA",224,223, 
3313,,100 %,ÿNetherlands,Rotterdam,220,0, 
2636,,100 %,ÿNetherlands,IJmuiden,218,1, 
2270,,97 %,ÿSaint Martin (FR),Simpson Bay,217,6, 
3116,,100 %,ÿNetherlands,Amsterdam,217,1, 
3917,,100 %,ÿUnited States of America,Jersey City,217,45, 
3816,,100 %,ÿSingapore,Singapore,216,0, 
2987,,99 %,ÿNetherlands,"Vogelwaarde, Zeeland",213,34, 
3124,,100 %,ÿNetherlands,Zierikzee,212,73, 
3092,,96 %,ÿUnited States of America,Bainbridge Island,210,3, 
2031,,100 %,ÿPoland,Gdynia,207,36,SP2XDM
2923,,100 %,ÿDenmark,Lemvig,202,79, 
2597,,100 %,ÿUnited States of America,San Pedro,201,61, 
2747,,100 %,ÿGermany,Wilhelmshaven,199,7, 
3737,,100 %,ÿBrazil,Rio de Janeiro,196,22, 
3581,,40 %,ÿGermany,Helgoland,196,28, 
2528,,99 %,ÿUnited Arab Emirates,Abu Dhabi,194,153, 
2177,,99 %,ÿHong Kong,Kowloon,192,35, 
2878,,100 %,ÿGermany,Friedrichsort,190,2, 
2667,,100 %,ÿNetherlands,Eelde,190,20, 
2610,,100 %,ÿGermany,Kiel,190,29, 
2624,,100 %,ÿSpain,Las Palmas de Gran Canaria,189,183, 
2619,,100 %,ÿUnited States of America,Groves,188,8, 
2955,,100 %,ÿCanada,Bowen Island,185,2, 
3715,,100 %,ÿSpain,Valencia,185,48, 
3443,,100 %,ÿUnited States of America,Seattle,183,1, 
3046,,73 %,ÿTaiwan (Province of China),"Keelung, National Taiwan Ocean University",182,182, 
2638,,100 %,ÿAustralia,Manly,181,65, 
2672,,95 %,ÿUnited States of America,Highlands,180,14, 
2543,,100 %,ÿGermany,Hamburg,180,0, 
2806,,93 %,ÿUnited States of America,San Francisco,180,25, 
2724,,100 %,ÿAustralia,"North Ryde, NSW",177,43, 
2112,,99 %,ÿNetherlands,Harlingen,177,77, 
3012,,77 %,ÿTurkey,Istanbul,171,166, 
