ID,Status,Uptime,Country,Location,Ships,Distinct,Contributor
2213,,100 %,ÿUnknown,Worldwide,4887,2298, 
2010,,99 %,ÿNorway, ,3273,2509, 
2077,,95 %,ÿNetherlands,Harderwijk,1037,63, 
2241,,100 %,ÿNetherlands,Gouda,933,148, 
3438,,100 %,ÿNetherlands,Amsterdam,768,224, 
2945,,98 %,ÿNetherlands,Rotterdam,758,35, 
2902,,100 %,ÿSingapore,Singapore,730,89, 
3103,,100 %,ÿCanada,Multiple Locations,708,0, 
3343,,100 %,ÿCanada,"Point Grey, BC",708,0, 
2549,,91 %,ÿNetherlands,Zoetermeer,692,2, 
2141,,100 %,ÿNorway,Multiple AIS stations,685,124, 
2459,,99 %,ÿNetherlands,Edam,651,14, 
3131,,100 %,ÿGreece,Elliniko,641,58, 
2134,,100 %,ÿUnited States of America,"Fort Lauderdale, FL",626,119, 
2145,,100 %,ÿBelgium,Antwerp,586,241,Tresco Engineering
2517,,100 %,ÿBrazil,Belem,556,339, 
2097,,100 %,ÿNetherlands,Hellevoetsluis,543,15,InterTransIS
2435,,100 %,ÿNetherlands,Katwijk,528,45, 
2918,,100 %,ÿSingapore,Singapore,525,39, 
3344,,93 %,ÿGreece,Athens,511,9, 
3567,,99 %,ÿSingapore,Singapore,501,140, 
3272,,100 %,ÿHong Kong,Tseung Kwan O,485,292, 
3808,,100 %,ÿSingapore,Singapore,419,78, 
3074,,100 %,ÿGreece,Piraeus,417,1, 
3943,,100 %,ÿKorea,Busan,416,297, 
2118,,100 %,ÿGreece,Alimos,406,1, 
2214,,99 %,ÿNetherlands,Rotterdam,402,1, 
2404,,100 %,ÿUnknown,Roaming stations,402,125, 
2446,,100 %,ÿNetherlands,IJmuiden,371,20, 
2577,,100 %,ÿGermany,Hamburg,369,21, 
3979,,100 %,ÿNetherlands,Hellevoetsluis,368,6, 
2323,,100 %,ÿNetherlands,Marken,350,2, 
2488,,100 %,ÿNetherlands,Oud-Beijerland,342,10, 
2292,,100 %,ÿBelgium,Gent,333,188, 
2011,,100 %,ÿSweden,Gothenburg,333,0, 
2164,,100 %,ÿSweden,"Goteborg, West Coast",331,0, 
2843,,100 %,ÿUnited Kingdom,Gravesend,326,61, 
3270,,100 %,ÿSweden,"Gothenburg - SW, S„r”",324,46, 
3372,,83 %,ÿNetherlands,Wijchen,321,46, 
2698,,100 %,ÿNetherlands,Arnemuiden Oranjeplaat,317,55, 
3016,,100 %,ÿIndonesia,Jakarta,315,305, 
2042,,100 %,ÿCanada,Vancouver,308,18, 
2954,,100 %,ÿFrance,"Sophia Antipolis, MINES Paristech",304,131,MINES Paristech
3978,,100 %,ÿUnited States of America,"Mandeville, LA",300,299, 
3182,,100 %,ÿUnited States of America,Seattle,296,29, 
