ID,Status,Uptime,Country,Location,Ships,Distinct,Contributor
2213,,100 %,ÿUnknown,Worldwide,5670,3112, 
2010,,100 %,ÿNorway, ,3164,2458, 
2241,,100 %,ÿNetherlands,Gouda,835,144, 
3438,,86 %,ÿNetherlands,Amsterdam,830,241, 
2945,,100 %,ÿNetherlands,Rotterdam,729,74, 
3343,,100 %,ÿCanada,"Point Grey, BC",722,0, 
3103,,100 %,ÿCanada,Multiple Locations,722,0, 
2902,,100 %,ÿSingapore,Singapore,713,62, 
3131,,100 %,ÿGreece,Elliniko,586,61, 
2134,,100 %,ÿUnited States of America,"Fort Lauderdale, FL",586,118, 
2097,,100 %,ÿNetherlands,Hellevoetsluis,573,40,InterTransIS
2145,,100 %,ÿBelgium,Antwerp,560,250,Tresco Engineering
3567,,45 %,ÿSingapore,Singapore,520,141, 
2946,,100 %,ÿSingapore,Singapore,508,12, 
2843,,100 %,ÿUnited Kingdom,Gravesend,506,106, 
2435,,100 %,ÿNetherlands,Katwijk,501,35, 
2918,,100 %,ÿSingapore,Singapore,491,17, 
2459,,100 %,ÿNetherlands,Edam,457,13, 
3272,,99 %,ÿHong Kong,Tseung Kwan O,447,257, 
3344,,100 %,ÿGreece,Athens,431,4, 
2214,,100 %,ÿNetherlands,Rotterdam,424,9, 
2323,,100 %,ÿNetherlands,Marken,416,4, 
3808,,100 %,ÿSingapore,Singapore,413,81, 
3074,,100 %,ÿGreece,Piraeus,395,1, 
2517,,100 %,ÿBrazil,Belem,374,305, 
3038,,100 %,ÿGreece,Piraeus,369,0, 
2997,,99 %,ÿSingapore,Keppel Bay,367,19, 
2118,,100 %,ÿGreece,Alimos,364,2, 
2577,,100 %,ÿGermany,Hamburg,358,17, 
3332,,100 %,ÿRussian Federation,Vladivostok,353,350, 
2698,,100 %,ÿNetherlands,Arnemuiden Oranjeplaat,348,73, 
2042,,100 %,ÿCanada,Vancouver,347,28, 
3943,,100 %,ÿKorea,Busan,345,222, 
2446,,100 %,ÿNetherlands,IJmuiden,345,19, 
3979,,100 %,ÿNetherlands,Hellevoetsluis,344,10, 
2032,,78 %,ÿGreece,Athens,330,3, 
3182,,87 %,ÿUnited States of America,Seattle,323,46, 
2744,,100 %,ÿUnited States of America,Seattle,311,10, 
2488,,100 %,ÿNetherlands,Oud-Beijerland,309,7, 
3016,,100 %,ÿIndonesia,Jakarta,306,291, 
2662,,100 %,ÿFrance,Le Havre,303,18, 
2011,,100 %,ÿSweden,Gothenburg,302,0, 
2164,,100 %,ÿSweden,"Goteborg, West Coast",301,0, 
2599,,82 %,ÿNetherlands,Zwijndrecht,301,11, 
3270,,100 %,ÿSweden,"Gothenburg - SW, S„r”",301,42, 
2484,,100 %,ÿUnited States of America,Biscayne Bay PS - Miami FL,301,84,SEAiq
3372,,94 %,ÿNetherlands,Wijchen,296,38, 
2803,,100 %,ÿNetherlands,Bergharen,289,24, 
2650,,82 %,ÿUnited States of America,"Sabine Pass, TX",287,84, 
2404,,100 %,ÿUnknown,Roaming stations,281,61, 
2047,,100 %,ÿUnited States of America,Galveston Bay Texas,279,3, 
2413,,100 %,ÿGermany,Hamburg Alster,279,2,www.searoutes.com
2126,,76 %,ÿGermany,Cologne,268,185, 
3857,,100 %,ÿGermany,Hamburg,261,0, 
2550,,65 %,ÿSingapore,Singapore,257,10, 
2036,,100 %,ÿGermany,Hamburg,256,1, 
2475,,100 %,ÿNetherlands,Poortugaal,256,5, 
2326,,100 %,ÿJapan,Sumoto,255,243, 
2276,,100 %,ÿBelgium,Schilde,253,4, 
2292,,100 %,ÿBelgium,Gent,249,134, 
2068,,87 %,ÿSpain,Roaming station,247,6, 
2291,,100 %,ÿGermany,Bremerhaven,240,22,North Sea Terminal Bremerhaven GmbH & Co.
2169,,100 %,ÿItaly,La Spezia,240,85, 
3917,,100 %,ÿUnited States of America,Jersey City,240,115, 
2603,,93 %,ÿGermany,Geesthacht,239,22, 
2146,,100 %,ÿSpain,Palma de Mallorca,237,1, 
2178,,100 %,ÿFrance,Rouen,233,0, 
2029,,100 %,ÿNetherlands,Den Oever,229,43, 
2261,,100 %,ÿUnited States of America,Seattle,227,80, 
2281,,100 %,ÿPortugal,Sines,226,155, 
3731,,100 %,ÿNetherlands,Rotterdam,226,4, 
3124,,100 %,ÿNetherlands,Zierikzee,225,61, 
2031,,99 %,ÿPoland,Gdynia,223,37,SP2XDM
2372,,99 %,ÿCanada,Vancouver,221,0, 
2298,,100 %,ÿNetherlands,Rotterdam,217,2, 
2878,,100 %,ÿGermany,Friedrichsort,212,4, 
3040,,84 %,ÿNetherlands,Ter Heijde,212,5, 
3240,,100 %,ÿNetherlands,Huizen,211,19, 
2270,,100 %,ÿSaint Martin (FR),Simpson Bay,208,33, 
3737,,100 %,ÿBrazil,Rio de Janeiro,208,186, 
2177,,99 %,ÿHong Kong,Kowloon,205,26, 
2528,,100 %,ÿUnited Arab Emirates,Abu Dhabi,204,159, 
2619,,94 %,ÿUnited States of America,Groves,201,4, 
3116,,100 %,ÿNetherlands,Amsterdam,200,2, 
2088,,100 %,ÿSingapore,Singapore,198,0, 
3700,,100 %,ÿNetherlands,Emmeloord,198,33, 
