ID,Status,Uptime,Country,Location,Ships,Distinct,Contributor
2213,,100 %,ÿUnknown,Worldwide,4813,2777, 
2010,,100 %,ÿNorway, ,3162,2425, 
2077,,100 %,ÿNetherlands,Harderwijk,1031,62, 
2241,,100 %,ÿNetherlands,Gouda,847,132, 
3438,,100 %,ÿNetherlands,Amsterdam,843,236, 
2945,,100 %,ÿNetherlands,Rotterdam,779,29, 
3343,,100 %,ÿCanada,"Point Grey, BC",761,2, 
3103,,100 %,ÿCanada,Multiple Locations,758,0, 
2517,,100 %,ÿBrazil,Belem,714,453, 
2902,,100 %,ÿSingapore,Singapore,709,91, 
2141,,100 %,ÿNorway,Multiple AIS stations,635,118, 
2134,,100 %,ÿUnited States of America,"Fort Lauderdale, FL",611,88, 
3131,,100 %,ÿGreece,Elliniko,595,58, 
2097,,100 %,ÿNetherlands,Hellevoetsluis,550,24,InterTransIS
2145,,100 %,ÿBelgium,Antwerp,545,216,Tresco Engineering
2918,,100 %,ÿSingapore,Singapore,541,41, 
2435,,100 %,ÿNetherlands,Katwijk,514,47, 
2459,,100 %,ÿNetherlands,Edam,507,14, 
2446,,100 %,ÿNetherlands,IJmuiden,446,26, 
3344,,100 %,ÿGreece,Athens,445,2, 
2214,,100 %,ÿNetherlands,Rotterdam,428,0, 
2946,,100 %,ÿSingapore,Singapore,409,11, 
2323,,100 %,ÿNetherlands,Marken,408,4, 
2997,,99 %,ÿSingapore,Keppel Bay,401,26, 
2118,,100 %,ÿGreece,Alimos,396,5, 
3074,,100 %,ÿGreece,Piraeus,395,0, 
3567,,57 %,ÿSingapore,Singapore,387,72, 
3808,,100 %,ÿSingapore,Singapore,370,74, 
2698,,100 %,ÿNetherlands,Arnemuiden Oranjeplaat,357,48, 
2577,,100 %,ÿGermany,Hamburg,353,40, 
3182,,90 %,ÿUnited States of America,Seattle,344,39, 
3332,,100 %,ÿRussian Federation,Vladivostok,340,339, 
2744,,100 %,ÿUnited States of America,Seattle,335,10, 
3979,,100 %,ÿNetherlands,Hellevoetsluis,334,7, 
3943,,100 %,ÿKorea,Busan,332,197, 
2032,,54 %,ÿGreece,Athens,328,1, 
3372,,96 %,ÿNetherlands,Wijchen,319,41, 
2488,,100 %,ÿNetherlands,Oud-Beijerland,311,7, 
2475,,100 %,ÿNetherlands,Poortugaal,305,1, 
2011,,100 %,ÿSweden,Gothenburg,303,0, 
2164,,100 %,ÿSweden,"Goteborg, West Coast",301,0, 
3038,,100 %,ÿGreece,Piraeus,299,0, 
2843,,100 %,ÿUnited Kingdom,Gravesend,296,49, 
2803,,100 %,ÿNetherlands,Bergharen,295,18, 
2326,,100 %,ÿJapan,Sumoto,293,289, 
2042,,100 %,ÿCanada,Vancouver,286,10, 
2068,,86 %,ÿSpain,Roaming station,286,30, 
2404,,100 %,ÿUnknown,Roaming stations,284,63, 
2987,,100 %,ÿNetherlands,"Vogelwaarde, Zeeland",283,26, 
2484,,100 %,ÿUnited States of America,Biscayne Bay PS - Miami FL,283,65,SEAiq
2528,,100 %,ÿUnited Arab Emirates,Abu Dhabi,281,209, 
