Flag,"Vessel Name","Destination Port","Reported Eta","Reported Destination","Current Port",Imo,"Vessel Type - Generic","Time Of Latest Position",Latitude,Longitude,Mmsi
Liberia,"CAPE MIRON",VANCOUVER,-,"CA VAN",,9545168,Cargo,"2024-12-05 16:36:35",50.28913,174.8747,636017316
