,MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,TransceiverClass,size,size_scaled,size_traced
3618,367750000,2024-09-09T00:01:56,29.13627,-90.20209,0.0,55.2,160.0,HARVEY SUPPLIER,IMO9388118,WDAW,70.0,0.0,77.0,18.0,4.1,A,5682.599999999999,2.3366927958193355,0.25
3633,477136800,2024-09-09T00:02:43,33.74079,-118.19739,0.0,275.7,270.0,COSCO KAOHSIUNG,IMO9355563,VREM3,71.0,5.0,349.0,46.0,13.8,A,221545.2,15.126504203771843,15.126504203771843
3656,538006472,2024-09-09T00:02:46,27.64316,-83.05418,0.1,146.1,182.0,FEDERAL CARIBOU,IMO9671096,V7NK6,70.0,1.0,200.0,23.0,6.5,A,29900.0,3.771568400907707,3.771568400907707
3686,357839000,2024-09-09T00:03:01,31.99289,-80.53268,0.2,328.0,77.0,TAO BRAVE,IMO9487586,3FLN4,70.0,1.0,158.0,24.0,7.8,A,29577.6,3.7524662720631365,3.7524662720631365
3708,563098300,2024-09-09T00:04:33,30.06482,-90.8666,0.0,16.6,270.0,SARAH H,IMO9858539,9V8410,70.0,5.0,229.0,32.0,14.6,A,106988.8,8.339062786991118,8.339062786991118
3742,256239000,2024-09-09T00:05:31,48.40951,-89.16834,0.0,52.3,209.0,MIEDWIE,IMO9393448,9HA5757,70.0,1.0,190.0,24.0,6.7,A,30552.0,3.810199257007768,3.810199257007768
3757,413219610,2024-09-09T00:06:28,26.08087,-97.01214,0.5,138.9,23.0,KANG HUAN,IMO9277644,BOCA8,70.0,1.0,190.0,32.0,11.3,A,68704.0,6.0706968366542835,6.0706968366542835
3777,367596830,2024-09-09T00:09:59,29.14348,-90.21479,0.0,251.0,341.0,HOS CLAYMORE,IMO9647588,WDH2366,70.0,5.0,100.0,20.0,4.0,A,8000.0,2.473998234356577,2.473998234356577
3802,304122000,2024-09-09T00:20:10,24.27071,-80.36235,12.9,229.3,229.0,PEGASUS J,IMO9355434,V2CF5,79.0,0.0,140.0,22.0,6.3,A,19404.0,3.1496827174318778,0.25
3813,538007406,2024-09-09T00:34:12,32.83023,-79.94216,0.0,206.1,158.0,SOUTHPORT EAGLE,IMO9575228,V7FW5,79.0,5.0,199.0,32.0,12.5,A,79600.0,6.716282431847942,6.716282431847942
3832,538010900,2024-09-09T00:54:29,29.73884,-127.87597,13.6,117.0,114.0,SSI DOMINION,IMO1029455,V7A6292,70.0,0.0,199.0,32.0,10.3,A,65590.40000000001,5.886216723842704,0.25
3852,352898806,2024-09-09T01:29:27,25.83757,-79.42981,5.0,267.8,238.0,BAHAMAS PEARL,IMO9356347,HOA5301,75.0,0.0,59.0,14.0,2.2,A,1817.2,2.1076686989340967,0.25
3873,305146000,2024-09-09T02:30:09,31.42267,-78.59067,9.7,191.0,199.0,INDUSTRIALCHALLENGER,IMO9213935,V2HI2,70.0,0.0,120.0,20.0,5.8,A,13920.0,2.8247569277804443,0.25
3900,538009667,2024-09-09T04:01:54,23.64483,-112.808,11.9,311.0,309.0,DEVBULK SINEM,IMO9416458,V7A5019,70.0,0.0,180.0,30.0,10.5,A,56700.0,5.35946248600224,0.25
3925,563076300,2024-09-09T05:53:06,39.91823,-71.95468,7.6,269.7,273.0,MAERSK GIRONDE,IMO9235555,9V6212,71.0,0.0,292.0,32.0,13.4,A,125209.6,9.41864116556166,0.25
3963,209882000,2024-09-09T10:35:02,20.98001,-65.44566,18.4,226.1,223.0,BALTIC JASMINE,IMO9181156,5BLD5,70.0,0.0,149.0,22.0,6.8,A,22290.399999999998,3.3207012803877305,0.25
3974,246900000,2024-09-09T11:08:09,43.27283,-79.84508,0.0,108.9,199.0,VOLGABORG,IMO9631072,PCSQ,70.0,5.0,142.0,15.0,7.1,A,15123.0,2.8960344122718142,2.8960344122718142
4007,367309990,2024-09-09T14:54:40,29.77999,-92.18528,0.0,117.3,511.0,MISS PEGGY ANN,IMO8977754,WDD9336,70.0,0.0,40.0,7.0,0.0,A,0.0,2.0,0.25
4033,256865000,2024-09-09T18:15:17,20.79768,-64.30102,9.5,244.0,242.0,KALLONE,IMO9370006,9HA6006,70.0,0.0,189.0,32.0,7.4,A,44755.200000000004,4.651735722284435,0.25
4035,636093159,2024-09-09T18:59:31,21.07173,-64.00725,15.1,238.8,236.0,AS CLAUDIA,IMO9330549,D5MS9,71.0,0.0,222.0,30.0,10.6,A,70596.0,6.182797419079614,0.25
4054,304676000,2024-09-09T20:52:19,23.80484,-83.84442,13.6,97.9,96.0,THORCO CYGNUS,IMO9294977,V2BQ2,70.0,0.0,145.0,18.0,4.7,A,12267.0,2.726817042606516,0.25
4068,367690920,2024-09-09T22:22:36,28.94805,-95.32936,0.0,343.5,511.0,FREEPORT 1 1/2,,WDI3691,70.0,0.0,14.0,6.0,3.1,A,260.40000000000003,2.0154286425283066,0.25
4080,636021393,2024-09-09T23:44:46,39.54709,-71.26458,10.2,287.2,287.0,MSC EVEREST,IMO9286231,D5VF6,70.0,0.0,334.0,43.0,11.8,A,169471.6,12.04115489669801,0.25
4147,636019985,2024-09-08T00:00:04,47.71095,-122.44415,14.0,8.9,7.0,YM TARGET,IMO9860934,D5XC6,71.0,0.0,330.0,48.0,13.4,A,212256.0,14.576121153948703,0.25
4210,357694000,2024-09-08T00:00:01,34.80969,-129.90716,18.9,121.4,120.0,DALIAN HIGHWAY,IMO9565560,3FYE5,70.0,0.0,199.0,32.0,9.2,A,58585.6,5.471183869840085,0.25
4240,538005452,2024-09-08T00:00:00,27.74389,-123.67006,16.7,297.4,300.0,MORNING POST,IMO9669029,V7EA8,70.0,0.0,199.0,35.0,8.1,A,56416.5,5.342665173572229,0.25
4268,246900000,2024-09-08T00:00:05,43.77868,-77.23845,10.1,254.7,260.0,VOLGABORG,IMO9631072,PCSQ,70.0,0.0,142.0,15.0,7.1,A,15123.0,2.8960344122718142,0.25
4312,303923000,2024-09-08T00:00:02,30.02649,-93.99912,0.0,0.0,13.0,CAPE VICTORY,IMO8211306,KAEY,70.0,15.0,193.0,28.0,0.0,A,0.0,2.0,2.0
4357,366904940,2024-09-08T00:00:07,41.97259,-87.13713,9.3,180.5,180.0,PAUL R TREGURTHA,IMO7729057,WYR4481,70.0,0.0,309.0,32.0,8.3,A,82070.40000000001,6.862653086617253,0.25
4371,366843080,2024-09-08T00:00:01,28.97385,-89.82359,11.0,311.4,511.0,CAPT LEVERT,IMO1123753,WDA7416,70.0,0.0,36.0,9.0,0.0,A,0.0,2.0,0.25
4378,367622850,2024-09-08T00:00:24,29.11924,-90.2116,0.0,61.2,141.0,FMS ENDURANCE,IMO9209075,WDH4937,75.0,0.0,62.0,13.0,3.2,A,2579.2000000000003,2.1528170307565606,0.25
4380,366987890,2024-09-08T00:00:07,29.30721,-88.92305,5.7,163.1,511.0,CAPT RUDY,IMO9337420,WDC2099,70.0,8.0,50.0,10.0,0.0,A,0.0,2.0,2.0
4425,338919000,2024-09-08T00:00:02,29.31281,-94.81888,0.0,277.1,284.0,KENNEDY,IMO6621662,KVMU,70.0,5.0,164.0,24.0,8.7,A,34243.2,4.028902042339892,4.028902042339892
4426,369285000,2024-09-08T00:00:56,50.15894,-128.69467,21.0,310.2,310.0,NORTH STAR,IMO9232280,KIYI,70.0,0.0,256.0,36.0,9.7,A,89395.2,7.296645869994134,0.25
4454,338931000,2024-09-08T00:00:39,36.86601,-76.31588,0.0,0.0,227.0,US GOV VESSEL,IMO9145449,NEHM,70.0,5.0,289.0,32.0,0.0,A,0.0,2.0,2.0
4505,538006475,2024-09-08T00:00:23,24.36362,-80.41398,9.8,238.0,236.0,DSI AQUILA,IMO9729362,V7ID4,70.0,0.0,198.0,32.0,9.7,A,61459.2,5.641444035620967,0.25
4530,374968000,2024-09-08T00:00:05,25.87995,-79.53,9.3,189.7,188.0,BUNUN HERO,IMO9738894,3FHM5,70.0,0.0,179.0,29.0,10.5,A,54505.5,5.229438845340301,0.25
4531,352283000,2024-09-08T00:00:03,36.72127,-75.29449,1.5,202.7,74.0,FRONTIER ACE,IMO9209271,H3CM,70.0,0.0,190.0,32.0,8.9,A,54112.0,5.206124057187887,0.25
4546,366938770,2024-09-08T00:00:03,46.57908,-87.38723,0.0,316.7,316.0,H LEE WHITE,IMO7366362,WZD2465,70.0,5.0,215.0,23.0,8.7,A,43021.5,4.549014379921434,4.549014379921434
4555,367596830,2024-09-08T00:00:51,29.14346,-90.21479,0.0,251.0,341.0,HOS CLAYMORE,IMO9647588,WDH2366,70.0,5.0,100.0,20.0,4.0,A,8000.0,2.473998234356577,2.473998234356577
4585,538010900,2024-09-08T00:00:12,32.25648,-133.75065,13.2,114.4,112.0,SSI DOMINION,IMO1029455,V7A6292,70.0,0.0,199.0,32.0,10.3,A,65590.40000000001,5.886216723842704,0.25
4615,304676000,2024-09-08T00:00:08,29.94233,-90.0,13.2,126.4,125.0,THORCO CYGNUS,IMO9294977,V2BQ2,70.0,0.0,145.0,18.0,4.7,A,12267.0,2.726817042606516,0.25
4616,319132300,2024-09-08T00:00:56,37.23841,-76.09102,0.1,256.0,7.0,TEGEA,IMO9478937,ZGHJ4,70.0,1.0,190.0,32.0,9.0,A,54720.0,5.242147922998987,5.242147922998987
4624,636093041,2024-09-08T00:00:15,38.08706,-130.63565,12.6,110.8,111.0,CONTI CONQUEST,IMO9293818,5LCJ8,71.0,0.0,334.0,42.0,12.3,A,172544.40000000002,12.223217618514374,0.25
4648,563211800,2024-09-08T00:00:14,34.70245,-129.07293,16.9,123.5,122.0,EA CETUS,IMO9967495,9V8975,70.0,0.0,272.0,43.0,14.0,A,163744.0,11.70179586081042,0.25
4746,352586000,2024-09-08T00:00:08,34.21144,-120.03442,8.1,104.8,103.0,KEY OPUS,IMO9518206,3FPD,70.0,0.0,229.0,32.0,13.7,A,100393.59999999999,7.948298642587556,0.25
4768,563174100,2024-09-08T00:00:58,33.75368,-118.26394,0.0,341.1,44.0,WAN HAI 357,IMO9930387,9V7389,70.0,5.0,204.0,35.0,10.1,A,72114.0,6.272738584048775,6.272738584048775
4773,538006785,2024-09-08T00:01:07,41.63855,-87.1502,0.1,154.7,181.0,FEDERAL SETO,IMO9267209,V7RG6,70.0,5.0,199.0,23.0,7.2,A,32954.4,3.9525409267850478,3.9525409267850478
4794,367370000,2024-09-08T00:01:56,30.40144,-87.20918,0.0,251.1,258.0,US GOVT VESSEL,IMO8302466,NWRB,79.0,5.0,205.0,32.0,8.4,A,55104.0,5.264899838248103,5.264899838248103
4821,367750000,2024-09-08T00:01:00,29.13628,-90.20212,0.0,55.2,160.0,HARVEY SUPPLIER,IMO9388118,WDAW,70.0,0.0,77.0,18.0,4.1,A,5682.599999999999,2.3366927958193355,0.25
4832,538007406,2024-09-08T00:01:13,32.83026,-79.94215,0.1,195.6,158.0,SOUTHPORT EAGLE,IMO9575228,V7FW5,79.0,5.0,199.0,32.0,12.5,A,79600.0,6.716282431847942,6.716282431847942
4847,351446000,2024-09-08T00:02:16,30.99879,-81.21389,0.0,262.7,50.0,MORNING CAROLINE,IMO9338723,H3OO,79.0,1.0,199.0,32.0,8.5,A,54128.0,5.2070720536566,5.2070720536566
4862,369050000,2024-09-08T00:01:57,29.13591,-90.21918,0.0,142.5,259.0,STIM STAR III,IMO9274991,WDA7484,70.0,0.0,79.0,18.0,5.6,A,7963.2,2.471817842478537,0.25
4867,303829046,2024-09-08T00:01:42,36.85824,-76.31867,0.0,137.5,511.0,CAPE STARR,IMO9578969,WDU2000,70.0,5.0,240.0,38.0,0.0,A,0.0,2.0,2.0
4890,255806187,2024-09-08T00:01:16,41.35159,-71.25635,0.0,256.3,148.0,UHL FRONTIER,IMO9789685,CQAI9,70.0,1.0,150.0,26.0,7.7,A,30030.0,3.779270872216001,3.779270872216001
4934,538005709,2024-09-08T00:01:26,29.92345,-89.93128,0.0,265.0,281.0,TOMINI OROSHI,IMO9714795,V7GG9,70.0,5.0,180.0,32.0,7.1,A,40896.0,4.4230789740308225,4.4230789740308225
4952,538006469,2024-09-08T00:02:13,46.75216,-92.09648,0.1,183.5,242.0,FEDERAL CHURCHILL,IMO9671060,V7NK3,70.0,5.0,200.0,23.0,8.2,A,37720.0,4.234901674991261,4.234901674991261
4959,353408000,2024-09-08T00:01:50,30.05226,-90.66327,0.0,191.2,248.0,BULK XAYMACA,IMO9362190,3EEE2,79.0,5.0,225.0,32.0,9.4,A,67680.0,6.010025062656642,6.010025062656642
4960,636019245,2024-09-08T00:02:30,18.60163,-66.34615,13.2,271.2,273.0,CONTSHIP DON,IMO9347956,D5TP5,70.0,0.0,148.0,23.0,7.6,A,25870.399999999998,3.5328154902622986,0.25
4962,563098300,2024-09-08T00:02:41,30.0443,-90.68045,0.0,349.5,253.0,SARAH H,IMO9858539,9V8410,70.0,1.0,229.0,32.0,14.6,A,106988.8,8.339062786991118,8.339062786991118
4967,357839000,2024-09-08T00:01:46,30.89121,-78.58166,11.4,298.5,301.0,TAO BRAVE,IMO9487586,3FLN4,70.0,0.0,158.0,24.0,8.9,A,33748.8,3.999608951456656,0.25
4971,538006472,2024-09-08T00:02:46,27.64287,-83.05263,0.0,275.1,224.0,FEDERAL CARIBOU,IMO9671096,V7NK6,70.0,1.0,200.0,23.0,6.5,A,29900.0,3.771568400907707,3.771568400907707
4998,636018262,2024-09-08T00:02:40,49.29017,-123.0995,0.0,125.0,113.0,YM PLUM,IMO9198264,D5OX5,70.0,5.0,274.0,40.0,12.2,A,133712.0,9.92240648903583,9.92240648903583
5022,477136800,2024-09-08T00:02:43,33.74086,-118.19742,0.0,205.2,270.0,COSCO KAOHSIUNG,IMO9355563,VREM3,71.0,5.0,349.0,46.0,13.8,A,221545.2,15.126504203771843,15.126504203771843
5062,305146000,2024-09-08T00:01:29,34.857,-75.27633,9.3,226.0,227.0,INDUSTRIALCHALLENGER,IMO9213935,V2HI2,70.0,0.0,120.0,20.0,5.8,A,13920.0,2.8247569277804443,0.25
5082,209593000,2024-09-08T00:02:58,32.12327,-81.13506,0.0,350.6,157.0,CONTSHIP ZOE,IMO9434797,5BFL5,70.0,5.0,147.0,22.0,7.2,A,23284.8,3.379619260918253,3.379619260918253
5117,256239000,2024-09-08T00:05:22,48.40933,-89.1676,0.0,150.5,226.0,MIEDWIE,IMO9393448,9HA5757,70.0,1.0,190.0,24.0,6.7,A,30552.0,3.810199257007768,3.810199257007768
5163,311001296,2024-09-08T00:06:52,27.91275,-77.66339,11.3,79.9,77.0,ANGEL,IMO9590620,C6GN6,79.0,0.0,190.0,28.0,10.3,A,54796.00000000001,5.2466509062253746,0.25
5215,413219610,2024-09-08T00:18:28,26.08096,-97.01213,0.2,273.3,12.0,KANG HUAN,IMO9277644,BOCA8,70.0,1.0,190.0,32.0,11.3,A,68704.0,6.0706968366542835,6.0706968366542835
5225,304122000,2024-09-08T00:30:32,28.81148,-79.09745,13.2,188.4,182.0,PEGASUS J,IMO9355434,V2CF5,79.0,0.0,140.0,22.0,6.3,A,19404.0,3.1496827174318778,0.25
5245,563076300,2024-09-08T01:21:47,39.9221,-64.02322,15.1,259.6,260.0,MAERSK GIRONDE,IMO9235555,9V6212,71.0,0.0,292.0,32.0,11.8,A,110259.20000000001,8.53283326519609,0.25
5288,262005000,2024-09-08T03:47:40,32.82564,-78.44214,11.9,234.4,235.0,KOTOR,IMO9575981,4OCE,70.0,0.0,179.0,28.0,9.1,A,45609.2,4.702335033801999,0.25
5333,338034000,2024-09-08T06:58:32,28.76715,-94.09182,6.2,19.0,30.0,CAPE HOPE,IMO9292319,WDJ4747,70.0,0.0,63.0,16.0,4.2,A,4233.6,2.2508398656215007,0.25
5369,352898806,2024-09-08T11:24:26,25.39813,-78.085,5.8,307.6,316.0,BAHAMAS PEARL,IMO9356347,HOA5301,75.0,0.0,59.0,14.0,2.2,A,1817.2,2.1076686989340967,0.25
5381,368053000,2024-09-08T12:44:36,24.83558,-84.78037,14.7,112.8,108.0,MAERSK KANSAS,IMO9311701,WDD7559,71.0,0.0,292.0,32.0,9.6,A,89702.4,7.314847402193426,0.25
5408,305536000,2024-09-08T16:55:02,24.20381,-84.69031,14.6,114.2,110.0,BBC ECHO,IMO9407603,V2ES5,70.0,0.0,139.0,20.0,6.0,A,16680.0,2.988286318633463,0.25
5419,316047639,2024-09-08T19:09:59,49.29898,-123.02854,0.0,95.3,4.0,CANPAC VALOUR,IMO9396684,CFA3516,70.0,0.0,49.0,13.0,2.3,A,1465.1,2.0868068516444778,0.25
5477,255806187,2024-09-05T00:00:04,40.52376,-71.72637,9.4,269.8,271.0,UHL FRONTIER,IMO9789685,CQAI9,70.0,0.0,150.0,26.0,7.3,A,28470.0,3.6868412165164686,0.25
5480,366904940,2024-09-05T00:00:00,47.29948,-90.35629,12.7,79.8,81.0,PAUL R TREGURTHA,IMO7729057,WYR4481,70.0,0.0,309.0,32.0,8.3,A,82070.40000000001,6.862653086617253,0.25
5485,366843080,2024-09-05T00:00:01,29.25029,-89.922,10.5,316.0,511.0,CAPT LEVERT,IMO1123753,WDA7416,70.0,0.0,36.0,9.0,0.0,A,0.0,2.0,0.25
5499,352283000,2024-09-05T00:00:00,31.06577,-80.87013,11.2,257.8,260.0,FRONTIER ACE,IMO9209271,H3CM,70.0,0.0,190.0,32.0,8.9,A,54112.0,5.206124057187887,0.25
5577,477347800,2024-09-05T00:00:05,28.9762,-89.37655,12.0,215.7,216.0,PACIFIC ACHIEVEMENT,IMO9712917,VROQ6,70.0,0.0,199.0,,12.0,A,,,0.25
5584,538008546,2024-09-05T00:00:04,26.29502,-116.65743,12.6,129.9,130.0,MARIA D,IMO9414151,V7A2493,70.0,0.0,225.0,32.0,8.3,A,59760.00000000001,5.540766810643631,0.25
5600,305146000,2024-09-05T00:00:06,40.68233,-74.13017,4.8,2.0,348.0,INDUSTRIALCHALLENGER,IMO9213935,V2HI2,70.0,0.0,120.0,20.0,6.4,A,15360.0,2.910076609964628,0.25
5608,563174100,2024-09-05T00:00:09,33.54069,-126.43258,1.1,165.0,267.0,WAN HAI 357,IMO9930387,9V7389,70.0,2.0,204.0,35.0,10.1,A,72114.0,6.272738584048775,6.272738584048775
5644,477136800,2024-09-05T00:00:00,34.59374,-121.99049,13.6,100.7,100.0,COSCO KAOHSIUNG,IMO9355563,VREM3,71.0,0.0,349.0,46.0,14.0,A,224756.0,15.316743395130855,0.25
5682,255806123,2024-09-05T00:00:02,43.57464,-69.42217,8.8,97.4,98.0,EF AVA,IMO9389306,CQAA9,71.0,0.0,130.0,21.0,7.8,A,21294.0,3.261664800298619,0.25
5695,477056400,2024-09-05T00:00:02,46.15012,-127.94787,17.5,341.6,342.0,COSCO OCEANIA,IMO9334923,VRDQ5,71.0,0.0,349.0,46.0,13.7,A,219939.8,15.031384608092335,0.25
5708,367622850,2024-09-05T00:00:04,29.12057,-90.20696,0.0,70.7,160.0,FMS ENDURANCE,IMO9209075,WDH4937,75.0,0.0,62.0,13.0,3.2,A,2579.2000000000003,2.1528170307565606,0.25
5732,538005359,2024-09-05T00:00:04,23.16211,-115.18758,12.5,126.5,125.0,STAR CHALLENGER,IMO9632997,V7DA8,79.0,0.0,200.0,32.0,10.8,A,69120.0,6.095344744840825,0.25
5795,303923000,2024-09-05T00:00:03,30.02649,-93.99914,0.0,0.0,13.0,CAPE VICTORY,IMO8211306,KAEY,70.0,15.0,193.0,28.0,0.0,A,0.0,2.0,2.0
5809,636019985,2024-09-05T00:00:19,47.27262,-122.40627,0.0,126.5,133.0,YM TARGET,IMO9860934,D5XC6,71.0,5.0,330.0,48.0,13.4,A,212256.0,14.576121153948703,14.576121153948703
5861,366938770,2024-09-05T00:00:03,41.74446,-82.30032,11.1,118.7,120.0,H LEE WHITE,IMO7366362,WZD2465,70.0,0.0,215.0,23.0,8.7,A,43021.5,4.549014379921434,0.25
5896,338931000,2024-09-05T00:00:38,36.866,-76.31589,0.0,0.0,227.0,US GOV VESSEL,IMO9145449,NEHM,70.0,5.0,289.0,32.0,0.0,A,0.0,2.0,2.0
5913,304122000,2024-09-05T00:00:22,30.35505,-81.61984,0.0,190.3,190.0,PEGASUS J,IMO9355434,V2CF5,79.0,5.0,140.0,22.0,6.4,A,19712.0,3.167931649454606,3.167931649454606
5973,366987890,2024-09-05T00:00:09,29.11813,-90.20662,0.0,349.3,511.0,CAPT RUDY,IMO9337420,WDC2099,70.0,8.0,50.0,10.0,0.0,A,0.0,2.0,2.0
5985,338919000,2024-09-05T00:00:37,29.31281,-94.81889,0.1,269.8,284.0,KENNEDY,IMO6621662,KVMU,70.0,5.0,164.0,24.0,8.7,A,34243.2,4.028902042339892,4.028902042339892
6027,319132300,2024-09-05T00:00:55,37.23849,-76.09116,0.0,326.0,8.0,TEGEA,IMO9478937,ZGHJ4,70.0,1.0,190.0,32.0,9.0,A,54720.0,5.242147922998987,5.242147922998987
6033,303829046,2024-09-05T00:01:02,36.85828,-76.31867,0.1,57.2,511.0,CAPE STARR,IMO9578969,WDU2000,70.0,5.0,240.0,38.0,0.0,A,0.0,2.0,2.0
6061,304676000,2024-09-05T00:00:07,30.05087,-90.66808,0.0,341.6,246.0,THORCO CYGNUS,IMO9294977,V2BQ2,70.0,5.0,145.0,18.0,4.7,A,12267.0,2.726817042606516,2.726817042606516
6089,368053000,2024-09-05T00:01:06,29.01002,-94.49271,0.1,327.4,70.0,MAERSK KANSAS,IMO9311701,WDD7559,71.0,1.0,292.0,32.0,10.0,A,93440.0,7.53629937728482,7.53629937728482
6094,305856000,2024-09-05T00:00:48,26.62921,-124.82427,15.6,291.7,292.0,BBC MOONSTONE,IMO9563732,V2FY9,70.0,0.0,154.0,24.0,7.8,A,28828.8,3.7081000373273607,0.25
6149,538005709,2024-09-05T00:00:23,29.92347,-89.93128,0.0,358.8,281.0,TOMINI OROSHI,IMO9714795,V7GG9,70.0,5.0,180.0,32.0,7.1,A,40896.0,4.4230789740308225,4.4230789740308225
6152,367370000,2024-09-05T00:01:58,30.40143,-87.20902,0.0,251.1,259.0,US GOVT VESSEL,IMO8302466,NWRB,79.0,5.0,205.0,32.0,8.4,A,55104.0,5.264899838248103,5.264899838248103
6188,538006785,2024-09-05T00:01:06,41.63858,-87.15022,0.1,179.2,181.0,FEDERAL SETO,IMO9267209,V7RG6,70.0,5.0,199.0,23.0,7.2,A,32954.4,3.9525409267850478,3.9525409267850478
6218,353408000,2024-09-05T00:01:48,30.05228,-90.66325,0.0,203.4,248.0,BULK XAYMACA,IMO9362190,3EEE2,79.0,5.0,225.0,32.0,9.4,A,67680.0,6.010025062656642,6.010025062656642
6292,256239000,2024-09-05T00:02:03,48.41008,-89.16753,0.0,288.8,226.0,MIEDWIE,IMO9393448,9HA5757,70.0,1.0,190.0,24.0,6.6,A,30096.0,3.783181357649443,3.783181357649443
6296,338034000,2024-09-05T00:02:16,29.31505,-94.79418,0.0,0.0,154.0,CAPE HOPE,IMO9292319,WDJ4747,70.0,5.0,63.0,16.0,4.2,A,4233.6,2.2508398656215007,2.2508398656215007
6303,538007406,2024-09-05T00:01:10,32.83025,-79.94219,0.0,205.4,158.0,SOUTHPORT EAGLE,IMO9575228,V7FW5,79.0,5.0,199.0,32.0,12.5,A,79600.0,6.716282431847942,6.716282431847942
6311,538006469,2024-09-05T00:02:13,46.75215,-92.09649,0.0,169.1,242.0,FEDERAL CHURCHILL,IMO9671060,V7NK3,70.0,5.0,200.0,23.0,8.2,A,37720.0,4.234901674991261,4.234901674991261
6377,305536000,2024-09-05T00:02:44,30.07603,-88.04435,0.1,360.0,110.0,BBC ECHO,IMO9407603,V2ES5,70.0,1.0,139.0,20.0,5.5,A,15290.0,2.905929125414008,2.905929125414008
6383,368160000,2024-09-05T00:02:43,34.00674,-77.95395,0.0,271.6,193.0,SAGAMORE,IMO9322009,WMOJ,79.0,5.0,184.0,26.0,7.9,A,37793.6,4.239262458747341,4.239262458747341
6432,262005000,2024-09-05T00:02:47,39.20239,-76.48202,0.0,335.4,355.0,KOTOR,IMO9575981,4OCE,70.0,5.0,179.0,28.0,8.9,A,44606.8,4.6429430550371205,4.6429430550371205
6500,215965000,2024-09-05T00:05:13,37.79603,-122.31529,0.0,18.2,288.0,CMA CGM C COLOMB,IMO9453559,9HA5397,71.0,5.0,365.0,52.0,11.3,A,214474.0,14.707537164424064,14.707537164424064
6515,636018262,2024-09-05T00:04:24,49.30433,-123.20917,0.0,96.0,219.0,YM PLUM,IMO9198264,D5OX5,70.0,1.0,274.0,40.0,12.2,A,133712.0,9.92240648903583,9.92240648903583
6533,311001296,2024-09-05T00:05:56,27.91343,-88.86678,12.5,149.5,153.0,ANGEL,IMO9590620,C6GN6,79.0,0.0,190.0,28.0,10.3,A,54796.00000000001,5.2466509062253746,0.25
6551,413219610,2024-09-05T00:09:28,26.08255,-97.01273,0.1,242.2,38.0,KANG HUAN,IMO9277644,BOCA8,70.0,1.0,190.0,32.0,11.3,A,68704.0,6.0706968366542835,6.0706968366542835
6583,636020354,2024-09-05T00:16:09,35.60282,-74.07533,16.3,183.7,182.0,MSC PASSION III,IMO9399765,D5YV3,79.0,0.0,224.0,31.0,10.6,A,73606.4,6.361162954667994,0.25
6597,367596830,2024-09-05T00:27:31,29.14348,-90.21477,0.0,251.0,341.0,HOS CLAYMORE,IMO9647588,WDH2366,70.0,5.0,100.0,20.0,4.0,A,8000.0,2.473998234356577,2.473998234356577
6598,538006472,2024-09-05T00:29:59,27.31606,-79.29163,11.0,196.7,195.0,FEDERAL CARIBOU,IMO9671096,V7NK6,70.0,0.0,200.0,23.0,6.5,A,29900.0,3.771568400907707,0.25
6666,367750000,2024-09-05T03:39:59,28.54225,-91.11629,10.0,90.6,91.0,HARVEY SUPPLIER,IMO9388118,WDAW,70.0,0.0,77.0,18.0,4.1,A,5682.599999999999,2.3366927958193355,0.25
6669,538005309,2024-09-05T03:52:36,17.37883,-130.03206,12.5,267.5,264.0,GLOVIS SUPREME,IMO9674177,V7CR3,70.0,0.0,199.0,35.0,,A,,,0.25
6719,323070000,2024-09-05T07:48:10,22.20571,-82.64075,5.2,196.1,511.0,LA FE,IMO9153367,CL2189,70.0,3.0,52.0,11.0,2.2,A,1258.4,2.0745599222642896,2.0745599222642896
6725,352586000,2024-09-05T08:25:58,39.99872,-132.06961,12.0,132.6,132.0,KEY OPUS,IMO9518206,3FPD,70.0,0.0,229.0,32.0,13.7,A,100393.59999999999,7.948298642587556,0.25
6795,636019245,2024-09-05T18:12:49,19.82814,-70.1662,12.7,105.8,105.0,CONTSHIP DON,IMO9347956,D5TP5,70.0,0.0,148.0,23.0,7.8,A,26551.2,3.5731527400060434,0.25
6804,369050000,2024-09-05T20:07:39,27.81811,-90.70656,9.5,19.0,17.0,STIM STAR III,IMO9274991,WDA7484,70.0,0.0,79.0,18.0,5.6,A,7963.2,2.471817842478537,0.25
6830,209593000,2024-09-05T16:15:56,29.18263,-78.04305,12.3,324.4,320.0,CONTSHIP ZOE,IMO9434797,5BFL5,70.0,0.0,147.0,22.0,8.3,A,26842.2,3.5903944257807643,0.25
6892,368160000,2024-09-06T00:00:00,33.37672,-77.96016,13.4,97.1,95.0,SAGAMORE,IMO9322009,WMOJ,79.0,0.0,184.0,26.0,6.9,A,33009.6,3.9558115146021082,0.25
6901,366904940,2024-09-06T00:00:00,46.50287,-84.35295,0.7,86.9,86.0,PAUL R TREGURTHA,IMO7729057,WYR4481,70.0,0.0,309.0,32.0,8.2,A,81081.59999999999,6.804066904850779,0.25
6933,366843080,2024-09-06T00:00:00,28.97006,-89.82047,0.2,192.4,511.0,CAPT LEVERT,IMO1123753,WDA7416,70.0,0.0,36.0,9.0,0.0,A,0.0,2.0,0.25
