MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
338919000,2024-09-04T00:00:04,29.31275,-94.81888,0.1,228.6,284.0,KENNEDY,IMO6621662,KVMU,70.0,5.0,164.0,24.0,8.7,70.0,A
636022753,2024-09-04T00:00:03,25.52246,-122.72179,16.3,292.2,294.0,DELPHINUS LEADER,IMO9174282,5LKH3,70.0,0.0,200.0,32.0,8.0,70.0,A
311057100,2024-09-04T00:00:02,26.7354,-83.09207,12.9,3.0,3.0,CSL TACOMA,IMO9640956,C6ZJ7,70.0,0.0,229.0,32.0,10.8,70.0,A
352396000,2024-09-04T00:00:02,38.24426,-128.82045,10.8,341.2,339.0,KOBE GLORIA,IMO9668324,3FTU5,70.0,0.0,169.0,27.0,5.6,70.0,A
366562000,2024-09-04T00:00:02,37.26825,-123.99157,16.0,67.9,65.0,MANOA,IMO7907984,KDBG,70.0,0.0,262.0,32.0,9.1,70.0,A
352952000,2024-09-04T00:00:05,33.75368,-118.23522,0.0,156.3,71.0,MSC NEW YORK,IMO9606314,HOFP,71.0,5.0,399.0,54.0,10.8,71.0,A
354091000,2024-09-04T00:00:01,35.2681,-126.64224,11.9,116.0,112.0,OCEAN INNOVATION,IMO9774329,3ECA9,70.0,0.0,200.0,32.0,13.2,70.0,A
477714200,2024-09-04T00:00:02,46.02719,-122.86939,0.0,319.5,137.0,PAC AGENA,IMO9726009,VRUB4,70.0,5.0,199.0,32.0,8.9,70.0,A
577369000,2024-09-04T00:00:02,17.88843,-66.59056,7.6,108.3,114.0,MIDNIGHT COAST,IMO7303918,YJWE5,70.0,0.0,53.0,12.0,2.6,70.0,A
228438700,2024-09-04T00:00:02,28.41409,-80.61135,0.0,248.2,180.0,CANOPEE,IMO9924120,FMUR,70.0,5.0,121.0,22.0,4.7,70.0,A
355139000,2024-09-04T00:00:03,30.07585,-127.49827,18.7,295.0,294.0,MERMAID ACE,IMO9561289,3FCG3,70.0,0.0,199.0,32.0,7.8,70.0,A
441718000,2024-09-04T00:00:00,29.99661,-119.99624,12.4,105.3,105.0,LADY CEDROS,IMO9165504,DSQV8,70.0,0.0,273.0,43.0,10.3,70.0,A
636092919,2024-09-04T00:00:00,40.58829,-69.87142,15.2,268.5,266.0,RDO CONCORD,IMO9401283,A8TG2,72.0,0.0,304.0,40.0,13.4,72.0,A
367766210,2024-09-04T00:00:06,40.64543,-74.12269,0.0,256.4,511.0,ICARUS,,WDJ3210,70.0,3.0,51.0,17.0,0.0,90.0,A
367121040,2024-09-04T00:00:04,44.09399,-82.63982,13.3,341.9,343.0,AMERICAN COURAGE,IMO7634226,WDD2879,70.0,0.0,194.0,21.0,0.0,70.0,A
367659780,2024-09-04T00:00:03,29.34928,-90.24725,0.0,360.0,511.0,STARFLEET GUARDIAN,IMO9780184,WDH8611,70.0,0.0,53.0,11.0,0.0,70.0,A
311000907,2024-09-04T00:00:03,18.75719,-68.21805,9.2,166.2,161.0,ALGOMA VICTORY,IMO9138109,C6EI8,70.0,0.0,225.0,32.0,13.3,70.0,A
366503000,2024-09-04T00:00:00,45.64553,-122.73451,0.0,0.0,112.0,CURTISS,IMO6905288,WMRM,70.0,5.0,183.0,27.0,10.5,35.0,A
354701000,2024-09-04T00:00:00,44.78179,-125.31784,11.0,2.7,1.0,ALAMO,IMO9851335,3EXZ4,70.0,0.0,182.0,31.0,6.2,70.0,A
351606000,2024-09-04T00:00:03,48.87727,-123.05848,13.9,326.5,327.0,FELICIA K,IMO9614309,3FQW2,70.0,0.0,181.0,28.0,6.6,70.0,A
477941200,2024-09-04T00:00:03,35.47909,-130.71788,20.6,123.6,121.0,ZIM MOUNT ELBRUS,IMO9932529,VRVC3,70.0,0.0,366.0,51.0,15.1,70.0,A
565747000,2024-09-04T00:00:00,38.67968,-132.72686,16.4,123.6,125.0,MAERSK ALFIRK,IMO9342516,9VBN2,71.0,0.0,337.0,45.0,15.3,71.0,A
414647000,2024-09-04T00:00:00,26.32337,-116.49664,12.0,131.1,128.0,QINGDAOGANG DAGANG,IMO9618513,BRBT,70.0,0.0,190.0,32.0,11.7,70.0,A
338002000,2024-09-04T00:00:02,29.14079,-90.20376,0.0,52.7,157.0,TUCKER CANDIES,IMO9577678,WDG7253,70.0,5.0,88.0,19.0,4.5,70.0,A
247285500,2024-09-04T00:00:02,28.9063,-95.26573,10.3,135.4,134.0,GRANDE SENEGAL,IMO9377470,ICEU,70.0,0.0,210.0,32.0,8.4,70.0,A
311039000,2024-09-04T00:00:02,30.94878,-118.26522,13.0,26.1,24.0,CRYSTAL RAY,IMO9210440,C6RI2,79.0,0.0,200.0,32.0,9.3,79.0,A
565971000,2024-09-04T00:00:04,39.57456,-75.55142,10.6,330.3,331.0,MAERSK BUTON,IMO9392925,9V7498,70.0,0.0,223.0,32.0,9.1,71.0,A
311005600,2024-09-04T00:00:04,37.51603,-76.038,10.6,1.9,0.0,KASZUBY,IMO9346847,C6XD6,70.0,0.0,189.0,28.0,9.7,70.0,A
352003435,2024-09-04T00:00:05,43.03798,-124.97379,11.4,9.3,10.0,OCEAN CONDUCTOR,IMO9972012,3E5102,70.0,0.0,183.0,30.0,6.3,70.0,A
265050000,2024-09-04T00:00:00,28.23471,-79.62013,14.3,3.8,8.0,FUTURE WAY,IMO9945590,SBAU,70.0,0.0,200.0,37.0,8.0,70.0,A
316001940,2024-09-04T00:00:03,46.30058,-84.11907,8.6,357.1,357.0,FLORENCE SPIRIT,IMO9314600,CFCB,70.0,0.0,146.0,21.0,5.0,70.0,A
367681380,2024-09-04T00:00:07,40.75412,-74.01465,0.1,360.0,511.0,WEEKS 526,,WDI2754,70.0,15.0,,,0.0,0.0,A
538009721,2024-09-04T00:00:02,41.16891,-71.42173,11.3,165.1,166.0,VIKING ODESSA,IMO9398876,V7A5084,70.0,0.0,140.0,22.0,6.3,70.0,A
366938770,2024-09-04T23:59:03,45.31122,-83.27003,11.9,143.8,147.0,H LEE WHITE,IMO7366362,WZD2465,70.0,0.0,215.0,23.0,8.7,70.0,A
477521600,2024-09-04T00:00:03,37.70973,-122.33138,3.7,290.4,304.0,SEAL ISLAND,IMO9736406,VRTB6,70.0,0.0,176.0,29.0,6.7,70.0,A
636019161,2024-09-04T00:00:04,36.74094,-123.22235,13.2,147.3,149.0,NEW OPTIMA,IMO9865001,D5TF7,70.0,0.0,180.0,30.0,8.6,70.0,A
636021785,2024-09-04T00:00:01,37.74719,-76.17671,16.5,182.1,180.0,SFL COMPOSER,IMO9293583,5LFR2,79.0,0.0,200.0,32.0,8.0,79.0,A
477455700,2024-09-04T00:00:02,48.47726,-125.17003,11.8,89.4,92.0,MORESBY CHIEF,IMO9848766,VRSL3,70.0,0.0,186.0,32.0,9.3,71.0,A
636022595,2024-09-04T00:00:02,28.44031,-119.41503,13.1,125.3,125.0,GLOBAL SAGE,IMO9838448,5LJO5,70.0,0.0,200.0,32.0,12.7,70.0,A
374495000,2024-09-04T00:00:04,29.67936,-89.96309,11.7,150.8,159.0,OCEAN HARVEST,IMO9747467,3FRD4,70.0,0.0,189.0,,12.3,70.0,A
636020388,2024-09-04T00:00:02,38.67478,-74.8749,14.4,320.2,319.0,COLD STREAM,IMO9051791,D5YZ4,70.0,0.0,139.0,22.0,9.0,70.0,A
477441800,2024-09-04T00:00:07,34.24507,-120.15121,10.0,104.9,107.0,CSCL BOHAI SEA,IMO9645889,VRNG8,71.0,0.0,335.0,48.0,13.3,71.0,A
258868000,2024-09-04T00:00:00,34.81005,-128.99112,10.2,307.0,308.0,VELA,IMO9330628,LACD7,70.0,0.0,190.0,32.0,12.8,70.0,A
368304090,2024-09-04T00:00:03,29.45709,-88.96895,16.2,245.6,511.0,WENDY LOU,,WDN6970,70.0,0.0,35.0,8.0,2.0,39.0,A
477252900,2024-09-04T00:00:05,30.4039,-91.20884,0.0,99.4,29.0,HUA SHENG HAI,IMO9758571,VRQE2,70.0,1.0,229.0,33.0,7.3,70.0,A
368042000,2024-09-04T00:00:06,29.14668,-90.19887,0.0,232.8,159.0,ODYSSEA SPIRIT,IMO9204570,WDF8304,70.0,0.0,66.0,15.0,3.7,70.0,A
255802390,2024-09-04T00:00:02,42.03024,-81.59342,11.7,70.9,70.0,BARBRO G,IMO9546796,CQOW,70.0,0.0,190.0,24.0,8.1,70.0,A
367750000,2024-09-04T00:00:00,29.75475,-95.17787,0.0,303.5,135.0,HARVEY SUPPLIER,IMO9388118,WDAW,70.0,0.0,77.0,18.0,4.1,70.0,A
373879000,2024-09-04T00:00:05,35.87163,-122.36504,9.8,320.8,317.0,AQUAMARINE SW,IMO9597666,3EVP2,70.0,0.0,178.0,29.0,6.8,70.0,A
367486370,2024-09-04T00:00:01,29.32362,-94.78207,0.0,237.4,41.0,NRC QUEST,IMO9271195,WDF7619,70.0,0.0,44.0,12.0,2.5,70.0,A
368294650,2024-09-04T00:00:03,31.27758,-91.86785,0.3,360.0,511.0,ENTERPRISE,,WDN5956,70.0,8.0,49.0,11.0,0.0,33.0,A
636016983,2024-09-04T00:00:03,28.98571,-94.10098,12.8,305.1,306.0,ZIM NORFOLK,IMO9710220,D5IS4,71.0,0.0,300.0,48.0,12.0,71.0,A
352517000,2024-09-04T00:00:03,33.29192,-131.17352,16.0,116.1,115.0,BALTIMORE HIGHWAY,IMO9510149,3FWK5,70.0,0.0,180.0,32.0,8.9,70.0,A
367602890,2024-09-04T00:00:05,29.54832,-90.70406,0.0,282.8,177.0,GRAND ISLE,IMO9703746,WDH2957,70.0,0.0,95.0,20.0,6.0,70.0,A
266339000,2024-09-04T00:00:03,47.26104,-122.3828,0.0,23.7,313.0,CARMEN,IMO9505027,SMGW,70.0,0.0,231.0,32.0,8.5,70.0,A
351783000,2024-09-04T00:00:05,27.16152,-117.18779,12.7,130.2,132.0,MISSY ENTERPRISE,IMO9634634,3FUD2,70.0,0.0,181.0,28.0,9.4,70.0,A
255616000,2024-09-04T00:00:04,43.27943,-125.22392,10.4,7.3,5.0,ERNST OLDENDORFF,IMO9702637,CQAU,70.0,0.0,180.0,30.0,7.0,70.0,A
538004740,2024-09-04T00:00:01,29.84233,-89.98833,0.0,92.0,57.0,MAPLE STAR,IMO9662370,V7YV3,70.0,1.0,180.0,30.0,6.7,70.0,A
316052496,2024-09-04T00:00:01,41.75141,-81.28005,0.1,88.1,192.0,NORTHERN VENTURE,IMO9167681,VDAK,70.0,0.0,155.0,22.0,7.4,70.0,A
355488000,2024-09-04T00:00:02,29.25015,-130.71423,17.2,286.9,288.0,DELHI HIGHWAY,IMO9536959,3EVM6,70.0,0.0,200.0,32.0,8.3,70.0,A
441992000,2024-09-04T00:00:03,31.12579,-81.37949,12.8,108.3,108.0,ASIAN VISION,IMO9122966,D8CU,70.0,0.0,199.0,32.0,7.7,70.0,A
564902000,2024-09-04T00:00:03,33.97786,-124.70144,14.4,96.8,95.0,CAPRICORNUS LEADER,IMO9283863,9V2816,70.0,0.0,199.0,32.0,9.2,70.0,A
247341700,2024-09-04T00:00:02,41.63061,-71.30112,15.3,161.3,159.0,GRANDE ABIDJAN,IMO9680712,IBDE,70.0,8.0,236.0,36.0,8.2,70.0,A
316018477,2024-09-04T00:00:00,42.48465,-79.88597,13.3,54.8,54.0,ALGOMA DISCOVERY,IMO8505848,CFK9796,70.0,0.0,223.0,23.0,8.1,70.0,A
477965600,2024-09-04T00:00:03,30.09772,-121.47036,16.3,133.3,133.0,ONE REPUTATION,IMO9952749,VRVM7,70.0,0.0,272.0,43.0,14.8,70.0,A
352002245,2024-09-04T00:00:03,30.20734,-116.72398,18.1,339.7,337.0,MAERSK BISCAYNE,IMO9928190,3E2233,70.0,0.0,200.0,36.0,10.3,70.0,A
367432220,2024-09-04T00:00:03,42.38129,-70.84597,9.1,263.7,265.0,SCARLETT ISABELLA,IMO9585077,WDF2816,79.0,0.0,40.0,9.0,3.1,79.0,A
256570000,2024-09-04T00:00:00,37.00853,-76.26273,17.2,256.6,253.0,SANTA VIOLA,IMO9295373,9HA5885,71.0,0.0,274.0,40.0,11.3,71.0,A
357900000,2024-09-04T00:00:00,29.73247,-123.36718,18.7,121.0,120.0,EUROPEAN HIGHWAY,IMO9206011,3FWB9,70.0,0.0,179.0,32.0,8.9,70.0,A
538007518,2024-09-04T00:00:01,36.87834,-126.17853,11.2,117.1,118.0,TS BANGKOK,IMO9784233,V7AZ4,70.0,0.0,169.0,28.0,9.1,74.0,A
367109110,2024-09-04T00:00:05,29.40142,-89.59967,7.3,334.7,336.0,STONE EXPLORER,,WDC9954,71.0,0.0,31.0,21.0,4.0,74.0,A
352821000,2024-09-04T00:00:05,29.35352,-89.50084,9.1,295.4,295.0,GLOBAL HERO,IMO9609354,3FKA4,70.0,0.0,179.0,30.0,10.4,70.0,A
366906610,2024-09-04T00:00:00,46.84681,-85.07849,11.7,106.1,113.0,WALTER J MCCARTHY JR,IMO7514684,WXU3434,70.0,0.0,305.0,32.0,7.3,70.0,A
367599260,2024-09-04T00:00:05,29.14138,-90.19697,0.0,258.0,337.0,SARGASSO,IMO9712058,WDH2598,70.0,0.0,57.0,12.0,3.3,70.0,A
355783000,2024-09-04T00:00:00,30.90205,-122.83573,14.7,125.2,124.0,BELLE ROSE,IMO9410600,3FFU3,70.0,0.0,183.0,32.0,8.7,70.0,A
244903000,2024-09-04T00:00:02,25.34174,-79.96981,17.3,20.8,23.0,SLUISGRACHT,IMO9202522,PFBE,70.0,0.0,172.0,25.0,7.4,70.0,A
