STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TRANSPORT_MODE,Transport mode,GEO_COVERAGE,Geographical coverage,VEHICLE_TYPE,Vehicle type,FUEL,Fuel type,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,IRL,Ireland,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q3,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,IRL,Ireland,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,IRL,Ireland,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,LTU,Lithuania,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q2,,6,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,ISL,Iceland,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q2,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,ISL,Iceland,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q3,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,CHL,Chile,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q3,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,CHL,Chile,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,CHL,Chile,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,JPN,Japan,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q2,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,JPN,Japan,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q3,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,MLT,Malta,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q2,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,MLT,Malta,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q3,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,MLT,Malta,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,MLT,Malta,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,ESP,Spain,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q2,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,ESP,Spain,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q2,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,ESP,Spain,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q3,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,ESP,Spain,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,NZL,New Zealand,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q2,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,LTU,Lithuania,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,0.8,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,LTU,Lithuania,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,2,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,LTU,Lithuania,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q2,,2.49,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,NLD,Netherlands,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q2,,9798,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,NLD,Netherlands,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q2,,10755,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,AUT,Austria,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q3,,314,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,AUT,Austria,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,253.8,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,AUT,Austria,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,393.1,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,DNK,Denmark,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q3,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,DNK,Denmark,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,DNK,Denmark,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q2,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,DNK,Denmark,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,MKD,North Macedonia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q2,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,MKD,North Macedonia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q3,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,MKD,North Macedonia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,MKD,North Macedonia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,MDA,Moldova,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,0.0596,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,MDA,Moldova,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q2,,0.07,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,MDA,Moldova,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q2,,0.0738,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,MDA,Moldova,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q3,,0.0716,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,EST,Estonia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q2,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,EST,Estonia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q3,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,EST,Estonia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,EST,Estonia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,AZE,Azerbaijan,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,906.1,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,AZE,Azerbaijan,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,888.3,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,AZE,Azerbaijan,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q2,,1242.5,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,AZE,Azerbaijan,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q2,,1219.7,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,POL,Poland,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,51.4,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,POL,Poland,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,60.3,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,ISL,Iceland,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,ISL,Iceland,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,JPN,Japan,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,JPN,Japan,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q2,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,HRV,Croatia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,1.4,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,HRV,Croatia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,3.4,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,HRV,Croatia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q2,,2.9,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,HRV,Croatia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q2,,6,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,ARM,Armenia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q2,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,ARM,Armenia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q3,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,ARM,Armenia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,ARM,Armenia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,DEU,Germany,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,10977.2329,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,DEU,Germany,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q2,,11080.5593,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,DEU,Germany,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q3,,9342.7011,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,HUN,Hungary,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q3,,343.5724659,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,HUN,Hungary,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,300.6612335,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,HUN,Hungary,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q2,,404.396291,,P,Provisional value,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,HUN,Hungary,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,429.0232875,,P,Provisional value,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,SVK,Slovak Republic,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q3,,156.4,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,SVK,Slovak Republic,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,158.9,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,SVK,Slovak Republic,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,197.9,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,LVA,Latvia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q2,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,LVA,Latvia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q3,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,LVA,Latvia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,LVA,Latvia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,SRB,Serbia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q3,,401.4,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,SRB,Serbia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,308.9,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,SRB,Serbia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,442.4,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,SRB,Serbia,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q2,,341.3,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,CHE,Switzerland,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,8.2,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,CHE,Switzerland,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,8.78,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,CHE,Switzerland,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q2,,11.65,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,CHE,Switzerland,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q2,,10.79,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,FIN,Finland,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,98.2,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,FIN,Finland,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q1,,0.48,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,FIN,Finland,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2024-Q2,,25.1,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,FIN,Finland,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q2,,38.6,,,,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,MEX,Mexico,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q2,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,MEX,Mexico,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q3,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
DATAFLOW,OECD.ITF:DSD_ST@DF_STFREIGHT(1.0),Freight transport,I,MEX,Mexico,Q,Quarterly,FREIGHT,Freight transport,TKM,Tonnes-kilometres,IWW,Waterways,_T,Total,_T,Total,_T,Total,2023-Q4,,,,M,Missing value; data cannot exist,,,6,Millions,1,One
