,PORT NAME,STATE,Loaded InBound DOMESTIC,Empty InBound DOMESTIC,Loaded OutBound DOMESTIC,Empty OutBound DOMESTIC,Total DOMESTIC,Loaded InBound FOREIGN,Loaded OutBound  FOREIGN,Total OutBound  FOREIGN,Total Loaded Grand,Year
696,Holyhead,,,,,,,,,,4099.535,2022
697,Hull,,,,,,,,,,8805.462,2022
698,Ipswich,,,,,,,,,,2687.937,2022
699,Kilroot Power Station Jetty,,,,,,,,,,410.63199999999995,2022
700,Larne,,,,,,,,,,3690.791,2022
701,Liverpool,,,,,,,,,,33621.778,2022
702,Loch Ryan,,,,,,,,,,2749.2110000000002,2022
703,London,,,,,,,,,,54880.006,2022
704,Londonderry,,,,,,,,,,1889.24,2022
705,Manchester,,,,,,,,,,6215.188,2022
706,Medway,,,,,,,,,,13372.713000000002,2022
707,Milford Haven,,,,,,,,,,38902.063,2022
708,Newhaven,,,,,,,,,,1139.6109999999999,2022
709,Newport,,,,,,,,,,2561.02,2022
710,Orkney,,,,,,,,,,2221.584,2022
711,Peterhead,,,,,,,,,,776.2049999999999,2022
712,Plymouth,,,,,,,,,,1983.033,2022
713,Poole ,,,,,,,,,,582.8140000000001,2022
714,Port Talbot,,,,,,,,,,5979.85,2022
715,Portsmouth,,,,,,,,,,2913.7339999999995,2022
716,Ramsgate ,,,,,,,,,,42.885999999999996,2022
717,River Trent,,,,,,,,,,906.2169999999999,2022
718,Rivers Hull and Humber ,,,,,,,,,,10957.36,2022
719,Shoreham,,,,,,,,,,1567.152,2022
720,Southampton,,,,,,,,,,31277.572,2022
721,Stranraer ,,,,,,,,,,0.0,2022
722,Sullom Voe ,,,,,,,,,,5629.336,2022
723,Sunderland,,,,,,,,,,720.232,2022
724,Swansea,,,,,,,,,,327.048,2022
725,Tees and Hartlepool,,,,,,,,,,25377.762,2022
726,Tyne,,,,,,,,,,3132.097,2022
727,Warrenpoint,,,,,,,,,,3239.924,2022
728,Aberdeen,,,,,,,,,,3597.3689999999997,2023
729,Belfast,,,,,,,,,,18437.152000000002,2023
730,Boston,,,,,,,,,,740.183,2023
731,Bristol,,,,,,,,,,8537.451,2023
732,Cairnryan,,,,,,,,,,3833.84,2023
733,Cardiff,,,,,,,,,,1105.615,2023
734,Clyde,,,,,,,,,,8594.164,2023
735,Cromarty Firth ,,,,,,,,,,338.7,2023
736,Dover,,,,,,,,,,19225.412,2023
737,Dundee,,,,,,,,,,463.871,2023
738,Felixstowe,,,,,,,,,,22525.977,2023
739,Fishguard,,,,,,,,,,324.598,2023
740,Fleetwood ,,,,,,,,,,0.0,2023
741,Forth,,,,,,,,,,18520.98,2023
742,Fowey,,,,,,,,,,225.10799999999998,2023
743,Glensanda,,,,,,,,,,5827.404,2023
744,Goole ,,,,,,,,,,900.374,2023
745,Great Yarmouth,,,,,,,,,,1866.691,2023
746,Grimsby and Immingham,,,,,,,,,,45970.782999999996,2023
747,Harwich,,,,,,,,,,4234.59,2023
748,Heysham,,,,,,,,,,5282.942,2023
749,Holyhead,,,,,,,,,,4781.2699999999995,2023
750,Hull,,,,,,,,,,8167.108000000001,2023
751,Ipswich,,,,,,,,,,2330.326,2023
752,Kilroot Power Station Jetty,,,,,,,,,,134.131,2023
753,Larne,,,,,,,,,,3858.241,2023
754,Liverpool,,,,,,,,,,28550.922000000002,2023
755,Loch Ryan,,,,,,,,,,2677.397,2023
756,London,,,,,,,,,,51595.408,2023
757,Londonderry,,,,,,,,,,1820.625,2023
758,Manchester,,,,,,,,,,5654.07,2023
759,Medway,,,,,,,,,,13598.968,2023
760,Milford Haven,,,,,,,,,,34681.255999999994,2023
761,Newhaven,,,,,,,,,,1079.849,2023
762,Newport,,,,,,,,,,2274.328,2023
763,Orkney,,,,,,,,,,1688.9140000000002,2023
764,Peterhead,,,,,,,,,,741.595,2023
765,Plymouth,,,,,,,,,,2045.3580000000002,2023
766,Poole ,,,,,,,,,,619.23,2023
767,Port Talbot,,,,,,,,,,6718.173,2023
768,Portsmouth,,,,,,,,,,2869.7129999999997,2023
769,Ramsgate ,,,,,,,,,,53.949000000000005,2023
770,River Trent,,,,,,,,,,813.802,2023
771,Rivers Hull and Humber ,,,,,,,,,,10403.473,2023
772,Shoreham,,,,,,,,,,1508.6490000000001,2023
773,Southampton,,,,,,,,,,30615.823,2023
774,Stranraer ,,,,,,,,,,0.0,2023
775,Sullom Voe ,,,,,,,,,,5354.717000000001,2023
776,Sunderland,,,,,,,,,,636.511,2023
777,Swansea,,,,,,,,,,260.572,2023
778,Tees and Hartlepool,,,,,,,,,,24021.11,2023
779,Tyne,,,,,,,,,,2599.082,2023
780,Warrenpoint,,,,,,,,,,3150.727,2023
