,port_name,Region/State,Port hub,coord_0,coord_1,Major/Minor ports,id_Port,Year,Loaded InBound DOMESTIC,Empty InBound DOMESTIC,Loaded OutBound DOMESTIC,Empty OutBound DOMESTIC,Total DOMESTIC,Loaded InBound FOREIGN,Loaded OutBound  FOREIGN,Total OutBound  FOREIGN,Total Loaded Grand
510,harwich,England,Haven,51.95605555555556,1.2995277777777776,Major port,39.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4571.983
511,harwich,England,Haven,51.95605555555556,1.2995277777777776,Major port,39.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4381.98
512,harwich,England,Haven,51.95605555555556,1.2995277777777776,Major port,39.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4234.59
513,heysham,England,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,40.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4703.012
514,heysham,England,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,40.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4536.437
515,heysham,England,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,40.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4067.224
516,heysham,England,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,40.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4909.128
517,heysham,England,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,40.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5101.027
518,heysham,England,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,40.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5282.942
519,holyhead,Wales,West and North Wales,53.31111111111111,-4.628111111111112,Major port,41.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5221.951
520,holyhead,Wales,West and North Wales,53.31111111111111,-4.628111111111112,Major port,41.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5326.104
521,holyhead,Wales,West and North Wales,53.31111111111111,-4.628111111111112,Major port,41.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5858.409
522,holyhead,Wales,West and North Wales,53.31111111111111,-4.628111111111112,Major port,41.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3757.445
523,holyhead,Wales,West and North Wales,53.31111111111111,-4.628111111111112,Major port,41.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4099.535
524,holyhead,Wales,West and North Wales,53.31111111111111,-4.628111111111112,Major port,41.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4781.27
525,hughtown (st mary's),,West Country,50.70716666666667,-1.9895555555555555,Minor port,42.0,,,,,,,,,,
526,hull,England,Humber,53.5805,-0.0724166666666666,Major port,43.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9752.07
527,hull,England,Humber,53.5805,-0.0724166666666666,Major port,43.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9197.309
528,hull,England,Humber,53.5805,-0.0724166666666666,Major port,43.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9207.842
529,hull,England,Humber,53.5805,-0.0724166666666666,Major port,43.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9395.59
530,hull,England,Humber,53.5805,-0.0724166666666666,Major port,43.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8805.462
531,hull,England,Humber,53.5805,-0.0724166666666666,Major port,43.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8167.108000000001
532,inverkeithing,,Scotland East Coast,57.14455555555556,-2.086388888888889,Minor port,44.0,,,,,,,,,,
533,inverness,,Scotland East Coast,57.14455555555556,-2.086388888888889,Minor port,45.0,,,,,,,,,,
534,ipswich,,Haven,51.95605555555556,1.2995277777777776,Major port,46.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2071.29
535,ipswich,,Haven,51.95605555555556,1.2995277777777776,Major port,46.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2364.802
536,ipswich,,Haven,51.95605555555556,1.2995277777777776,Major port,46.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2237.018
537,ipswich,,Haven,51.95605555555556,1.2995277777777776,Major port,46.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2312.355
538,ipswich,,Haven,51.95605555555556,1.2995277777777776,Major port,46.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2687.937
539,ipswich,,Haven,51.95605555555556,1.2995277777777776,Major port,46.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.326
540,kilroot,,Northern Ireland,54.62802777777778,-5.890138888888888,Minor port,47.0,,,,,,,,,,
541,kilroot power station jetty,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,48.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.359
542,kilroot power station jetty,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,48.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.899
543,kilroot power station jetty,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,48.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,502.8250000000001
544,kilroot power station jetty,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,48.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.351
545,kilroot power station jetty,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,48.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.632
546,kilroot power station jetty,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,48.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.131
547,king's lynn,,Wash & Northern E Anglia,52.96247222222223,-0.0034722222222222,Minor port,49.0,,,,,,,,,,
548,lancaster,,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Minor port,50.0,,,,,,,,,,
549,larne,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,51.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2902.213
550,larne,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,51.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2766.842
551,larne,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,51.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2727.452
552,larne,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,51.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3192.1449999999995
553,larne,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,51.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3690.791
554,larne,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,51.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3858.241
555,lerwick,,Scotland East Coast,57.14455555555556,-2.086388888888889,Minor port,52.0,,,,,,,,,,
556,littlehampton,,Sussex and Hampshire,50.9065,-1.4428611111111111,Minor port,53.0,,,,,,,,,,
557,liverpool,England,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,54.0,2018.0,0.0,0.0,0.0,0.0,0.0,97031.62,37926.7,134958.32,167570.975
558,liverpool,England,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,54.0,2019.0,0.0,0.0,0.0,0.0,0.0,103561.23,37836.76,141397.99,175712.647
559,liverpool,England,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,54.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31060.103
560,liverpool,England,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,54.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34454.337
561,liverpool,England,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,54.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33621.778
562,liverpool,England,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,54.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28550.922
563,llandulas,,West and North Wales,53.31111111111111,-4.628111111111112,Minor port,55.0,,,,,,,,,,
564,loch ryan,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,56.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2545.898
565,loch ryan,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,56.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2649.748
566,loch ryan,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,56.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2615.586
567,loch ryan,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,56.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2728.519
568,loch ryan,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,56.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2749.211
569,loch ryan,Scotland,Scotland West Coast,55.470333333333336,-4.639166666666666,Major port,56.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2677.397
570,london,,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,57.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53196.045
571,london,,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,57.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54034.732
572,london,,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,57.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47357.789
573,london,,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,57.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51772.781
574,london,,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,57.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54880.006
575,london,,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,57.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51595.408
576,londonderry,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,58.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1854.045
577,londonderry,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,58.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1908.621
578,londonderry,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,58.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1760.107
579,londonderry,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,58.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1830.773
580,londonderry,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,58.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1889.24
581,londonderry,Northern Ireland,Northern Ireland,54.62802777777778,-5.890138888888888,Major port,58.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1820.625
582,lowestoft,,Wash & Northern E Anglia,52.96247222222223,-0.0034722222222222,Minor port,59.0,,,,,,,,,,
583,manchester,England,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,60.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6789.4800000000005
584,manchester,England,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,60.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7307.189
585,manchester,England,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,60.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7112.2570000000005
586,manchester,England,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,60.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7354.065
587,manchester,England,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,60.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6215.188
588,manchester,England,Lancs and Cumbria,53.45308333333334,-3.0247777777777776,Major port,60.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5654.07
589,medway,England,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,61.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10204.775
590,medway,England,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,61.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13140.758
591,medway,England,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,61.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9693.607
592,medway,England,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,61.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9879.307
593,medway,England,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,61.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13372.713000000002
594,medway,England,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,61.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13598.968
595,milford haven,Wales,West and North Wales,53.31111111111111,-4.628111111111112,Major port,62.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30935.472
596,milford haven,Wales,West and North Wales,53.31111111111111,-4.628111111111112,Major port,62.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34951.297999999995
597,milford haven,Wales,West and North Wales,53.31111111111111,-4.628111111111112,Major port,62.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33583.298
598,milford haven,Wales,West and North Wales,53.31111111111111,-4.628111111111112,Major port,62.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30321.873
599,milford haven,Wales,West and North Wales,53.31111111111111,-4.628111111111112,Major port,62.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38902.063
600,milford haven,Wales,West and North Wales,53.31111111111111,-4.628111111111112,Major port,62.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34681.255999999994
601,mistley,,Haven,51.95605555555556,1.2995277777777776,Minor port,63.0,,,,,,,,,,
602,montrose,,Scotland East Coast,57.14455555555556,-2.086388888888889,Minor port,64.0,,,,,,,,,,
603,mostyn,,West and North Wales,53.31111111111111,-4.628111111111112,Minor port,65.0,,,,,,,,,,
604,neath,,Bristol Channel,51.50705555555555,-2.7167222222222223,Minor port,66.0,,,,,,,,,,
605,newhaven,England,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,67.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.775
606,newhaven,England,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,67.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778.4830000000001
607,newhaven,England,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,67.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,865.0150000000001
608,newhaven,England,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,67.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,986.244
609,newhaven,England,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,67.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1139.611
610,newhaven,England,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,67.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1079.849
611,newport,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,68.0,2018.0,0.0,0.0,0.0,0.0,0.0,1286.3,2741.64,4027.94,6847.2029999999995
612,newport,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,68.0,2019.0,0.0,0.0,0.0,0.0,0.0,7443.74,4699.14,12142.88,14730.489
613,newport,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,68.0,2020.0,0.0,0.0,0.0,0.0,0.0,2092.23,1505.75,3597.98,5926.8009999999995
614,newport,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,68.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2768.947
615,newport,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,68.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2561.02
616,newport,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,68.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2274.328
617,newport,,Sussex and Hampshire,50.9065,-1.4428611111111111,Minor port,69.0,2018.0,0.0,0.0,0.0,0.0,0.0,1286.3,2741.64,4027.94,6847.2029999999995
618,newport,,Sussex and Hampshire,50.9065,-1.4428611111111111,Minor port,69.0,2019.0,0.0,0.0,0.0,0.0,0.0,7443.74,4699.14,12142.88,14730.489
619,newport,,Sussex and Hampshire,50.9065,-1.4428611111111111,Minor port,69.0,2020.0,0.0,0.0,0.0,0.0,0.0,2092.23,1505.75,3597.98,5926.8009999999995
620,newport,,Sussex and Hampshire,50.9065,-1.4428611111111111,Minor port,69.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2768.947
621,newport,,Sussex and Hampshire,50.9065,-1.4428611111111111,Minor port,69.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2561.02
622,newport,,Sussex and Hampshire,50.9065,-1.4428611111111111,Minor port,69.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2274.328
623,orkney,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,70.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3469.952
624,orkney,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,70.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3050.037
625,orkney,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,70.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2669.563
626,orkney,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,70.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2778.1200000000003
627,orkney,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,70.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2221.584
628,orkney,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,70.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1688.9140000000002
629,other ports,,,,,Minor port,71.0,2018.0,9380.1,9233.9,8850.45,8535.55,36000.0,5343.99,1383.38,6727.370000000001,24957.92
630,other ports,,,,,Minor port,71.0,2019.0,8602.6,22099.9,27554.4,5861.6,64118.5,4919.55,2908.94,7828.49,43985.49
631,other ports,,,,,Minor port,71.0,2020.0,8193.55,4738.35,4903.0,7497.799999999999,25332.7,1895.28,1303.95,3199.23,16295.78
632,padstow,,West Country,50.70716666666667,-1.9895555555555555,Minor port,72.0,,,,,,,,,,
633,penzance,,West Country,50.70716666666667,-1.9895555555555555,Minor port,73.0,,,,,,,,,,
634,perth,,Scotland East Coast,57.14455555555556,-2.086388888888889,Minor port,74.0,,,,,,,,,,
635,peterhead,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,75.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131.23
636,peterhead,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,75.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1089.832
637,peterhead,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,75.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,975.818
638,peterhead,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,75.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,965.98
639,peterhead,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,75.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,776.2049999999999
640,peterhead,Scotland,Scotland East Coast,57.14455555555556,-2.086388888888889,Major port,75.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,741.595
641,plymouth,England,West Country,50.70716666666667,-1.9895555555555555,Major port,76.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2441.126
642,plymouth,England,West Country,50.70716666666667,-1.9895555555555555,Major port,76.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2430.583
643,plymouth,England,West Country,50.70716666666667,-1.9895555555555555,Major port,76.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1934.755
644,plymouth,England,West Country,50.70716666666667,-1.9895555555555555,Major port,76.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2317.1040000000003
645,plymouth,England,West Country,50.70716666666667,-1.9895555555555555,Major port,76.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1983.033
646,plymouth,England,West Country,50.70716666666667,-1.9895555555555555,Major port,76.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2045.358
647,poole,England,West Country,50.70716666666667,-1.9895555555555555,Major port,77.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,832.249
648,poole,England,West Country,50.70716666666667,-1.9895555555555555,Major port,77.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.897
649,poole,England,West Country,50.70716666666667,-1.9895555555555555,Major port,77.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.415
650,poole,England,West Country,50.70716666666667,-1.9895555555555555,Major port,77.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531.549
651,poole,England,West Country,50.70716666666667,-1.9895555555555555,Major port,77.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,582.8140000000001
652,poole,England,West Country,50.70716666666667,-1.9895555555555555,Major port,77.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,619.23
653,port penrhyn,,West and North Wales,53.31111111111111,-4.628111111111112,Minor port,78.0,,,,,,,,,,
654,port talbot,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,79.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6634.654
655,port talbot,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,79.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6713.189
656,port talbot,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,79.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6675.592
657,port talbot,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,79.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7405.728000000001
658,port talbot,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,79.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5979.85
659,port talbot,Wales,Bristol Channel,51.50705555555555,-2.7167222222222223,Major port,79.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6718.173
660,porthoustock,,West Country,50.70716666666667,-1.9895555555555555,Minor port,80.0,,,,,,,,,,
661,portsmouth,,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,81.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3488.311
662,portsmouth,,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,81.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3620.669
663,portsmouth,,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,81.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3154.0040000000004
664,portsmouth,,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,81.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2981.516
665,portsmouth,,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,81.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2913.7339999999995
666,portsmouth,,Sussex and Hampshire,50.9065,-1.4428611111111111,Major port,81.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2869.713
667,ramsgate,,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,82.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.304
668,ramsgate,,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,82.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.83700000000002
669,ramsgate,,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,82.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.321
670,ramsgate,,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,82.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.501
671,ramsgate,,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,82.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.886
672,ramsgate,,Thames and Kent,51.124138888888886,1.3383611111111111,Major port,82.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.949000000000005
673,river ouse,,Humber,53.5805,-0.0724166666666666,Minor port,83.0,,,,,,,,,,
674,river trent,England,Humber,53.5805,-0.0724166666666666,Major port,84.0,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108.7240000000002
675,river trent,England,Humber,53.5805,-0.0724166666666666,Major port,84.0,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046.828
676,river trent,England,Humber,53.5805,-0.0724166666666666,Major port,84.0,2020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.587
677,river trent,England,Humber,53.5805,-0.0724166666666666,Major port,84.0,2021.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.198
678,river trent,England,Humber,53.5805,-0.0724166666666666,Major port,84.0,2022.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.217
679,river trent,England,Humber,53.5805,-0.0724166666666666,Major port,84.0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813.802
