,port_name,Region/State,Port hub,coord_0,coord_1,Major/Minor ports,id_Port,Year,Loaded InBound DOMESTIC,Empty InBound DOMESTIC,Loaded OutBound DOMESTIC,Empty OutBound DOMESTIC,Total DOMESTIC,Loaded InBound FOREIGN,Loaded OutBound  FOREIGN,Total OutBound  FOREIGN,Total Loaded Grand
169,port arthur,TX,"houston/galveston, tx",29.602093408239703,-94.66715344569288,,,2022.0,0.0,0.0,0.0,0.0,0.0,20.99,0.0,20.99,20.99
170,port authority of new york and new jersey,"NY,NJ","newark/new york, nj/ny",40.6909464495114,-74.15705749185668,,,2018.0,26753.25,2479.8,27348.25,2479.8,59061.1,3755565.38,1472824.57,5228389.95,5282491.45
171,port authority of new york and new jersey,"NY,NJ","newark/new york, nj/ny",40.6909464495114,-74.15705749185668,,,2019.0,37659.25,5822.05,41116.25,5823.25,90420.8,3739840.32,1423041.09,5162881.41,5241656.91
172,port authority of new york and new jersey,"NY,NJ","newark/new york, nj/ny",40.6909464495114,-74.15705749185668,,,2020.0,0.0,0.0,0.0,0.0,0.0,4185679.42,1253379.7,5439059.12,5439059.12
173,port authority of new york and new jersey,"NY,NJ","newark/new york, nj/ny",40.6909464495114,-74.15705749185668,,,2021.0,13836.0,1366.0,14448.0,1366.0,31016.0,4956070.78,1319722.78,6275793.56,6304077.56
174,port authority of new york and new jersey,"NY,NJ","newark/new york, nj/ny",40.6909464495114,-74.15705749185668,,,2022.0,28057.0,4707.75,28061.25,4707.75,65533.75,5352133.91,1252064.92,6604198.83,6660317.08
175,port everglades,FL,"miami-fort lauderdale, fl",26.14492877245509,-79.93771224550898,,,2018.0,0.0,0.0,0.0,0.0,0.0,365823.58,429219.59,795043.17,795043.17
176,port everglades,FL,"miami-fort lauderdale, fl",26.14492877245509,-79.93771224550898,,,2019.0,0.0,0.0,0.0,0.0,0.0,306016.55,398084.65,704101.2,704101.2
177,port everglades,FL,"miami-fort lauderdale, fl",26.14492877245509,-79.93771224550898,,,2020.0,0.0,0.0,0.0,0.0,0.0,302291.45,321385.4,623676.85,623676.85
178,port everglades,FL,"miami-fort lauderdale, fl",26.14492877245509,-79.93771224550898,,,2021.0,0.0,0.0,0.0,0.0,0.0,377499.63,349371.78,726871.41,726871.41
179,port everglades,FL,"miami-fort lauderdale, fl",26.14492877245509,-79.93771224550898,,,2022.0,0.0,0.0,0.0,0.0,0.0,406969.61,351520.82,758490.43,758490.43
180,port freeport,TX,"houston/galveston, tx",29.602093408239703,-94.66715344569288,,,2018.0,0.0,0.0,0.0,0.0,0.0,32340.79,34389.01,66729.8,66729.8
181,port freeport,TX,"houston/galveston, tx",29.602093408239703,-94.66715344569288,,,2019.0,0.0,0.0,0.0,0.0,0.0,28675.15,50969.45,79644.6,79644.6
182,port freeport,TX,"houston/galveston, tx",29.602093408239703,-94.66715344569288,,,2020.0,0.0,0.0,0.0,0.0,0.0,33201.55,48685.86,81887.41,81887.41
183,port freeport,TX,"houston/galveston, tx",29.602093408239703,-94.66715344569288,,,2021.0,0.0,0.0,0.0,0.0,0.0,34553.89,28743.58,63297.47,63297.47
184,port freeport,TX,"houston/galveston, tx",29.602093408239703,-94.66715344569288,,,2022.0,0.0,0.0,0.0,0.0,0.0,42707.57,18724.86,61432.43,61432.43
185,port huron,MI,"detroit, mi/ toledo, cleveland, oh",42.37002410714285,-82.85000535714286,,,2021.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,1.75,1.75
186,port huron,MI,"detroit, mi/ toledo, cleveland, oh",42.37002410714285,-82.85000535714286,,,2022.0,0.0,0.0,0.0,0.0,0.0,9.27,0.0,9.27,9.27
187,port milwaukee,WI,"chicago, il",41.80227346938776,-87.3036787755102,,,2021.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,3.5,3.5
188,port milwaukee,WI,"chicago, il",41.80227346938776,-87.3036787755102,,,2022.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0
189,port moller,AK,,,,,,2021.0,23.2,12.8,0.0,34.0,70.0,0.0,0.0,0.0,23.2
190,port moller,AK,,,,,,2022.0,49.2,11.3,0.0,59.5,120.0,0.0,0.0,0.0,49.2
191,port of alaska,AK,,,,,,2018.0,4585.15,800.4,1649.6,3188.85,10224.0,0.0,0.0,0.0,6234.75
192,port of alaska,AK,,,,,,2019.0,4552.15,1234.45,2600.9,3539.1,11926.6,0.0,0.0,0.0,7153.05
193,port of alaska,AK,,,,,,2020.0,5215.65,602.15,1441.5,2926.4,10185.7,0.0,0.0,0.0,6657.15
194,port of alaska,AK,,,,,,2021.0,314495.8,1287.7,99965.1,129127.45,544876.05,62.75,1137.5,1200.25,415661.15
195,port of alaska,AK,,,,,,2022.0,323565.0,1442.25,96139.0,135577.3,556723.55,49.25,0.0,49.25,419753.25
196,port of boston,MA,"boston, ma",41.93522783018868,-70.91931396226416,,,2018.0,0.0,0.0,0.0,0.0,0.0,8099.27,8.99,8108.26,8108.26
197,port of boston,MA,"boston, ma",41.93522783018868,-70.91931396226416,,,2019.0,0.0,0.0,0.0,0.0,0.0,10766.87,202.75,10969.62,10969.62
198,port of boston,MA,"boston, ma",41.93522783018868,-70.91931396226416,,,2021.0,0.0,0.0,0.0,0.0,0.0,100090.63,61174.17,161264.8,161264.8
199,port of boston,MA,"boston, ma",41.93522783018868,-70.91931396226416,,,2022.0,0.0,0.0,0.0,0.0,0.0,97692.61,33014.19,130706.8,130706.8
200,port of charleston,SC,"charleston, sc",32.76884049295775,-79.81073528169014,,,2018.0,0.0,0.0,0.0,0.0,0.0,1022114.56,780954.04,1803068.6,1803068.6
201,port of charleston,SC,"charleston, sc",32.76884049295775,-79.81073528169014,,,2019.0,0.0,0.0,0.0,0.0,0.0,1057526.33,796837.85,1854364.18,1854364.18
202,port of charleston,SC,"charleston, sc",32.76884049295775,-79.81073528169014,,,2020.0,0.0,0.0,0.0,0.0,0.0,1084466.57,736680.99,1821147.56,1821147.56
203,port of charleston,SC,"charleston, sc",32.76884049295775,-79.81073528169014,,,2021.0,0.0,0.0,0.0,0.0,0.0,1375111.51,797082.41,2172193.92,2172193.92
204,port of charleston,SC,"charleston, sc",32.76884049295775,-79.81073528169014,,,2022.0,0.0,0.0,0.0,0.0,0.0,1491988.93,634282.2,2126271.13,2126271.13
205,port of everett,WA,"seattle/tacoma, wa",47.449354639175255,-122.42877860824744,,,2021.0,0.0,0.0,0.0,0.0,0.0,32588.71,8632.53,41221.24,41221.24
206,port of everett,WA,"seattle/tacoma, wa",47.449354639175255,-122.42877860824744,,,2022.0,0.0,0.0,0.0,0.0,0.0,35507.43,1318.06,36825.49,36825.49
207,port of greater baton rouge,LA,"new orleans, lo",29.635235045806905,-90.30409463002114,,,2022.0,0.0,354.0,135.0,0.0,489.0,1.75,28.0,29.75,164.75
208,port of green bay,WI,Michigan-canada,46.026427,-84.311425,,,2021.0,0.0,0.0,0.0,0.0,0.0,35.05,0.0,35.05,35.05
209,port of green bay,WI,Michigan-canada,46.026427,-84.311425,,,2022.0,0.0,0.0,0.0,0.0,0.0,26.27,0.0,26.27,26.27
210,port of gulfport,MS,"jackson county, ms, mobile, al",30.455800085106382,-87.89717340425531,,,2021.0,0.0,0.0,0.0,0.0,0.0,84828.39,50058.37,134886.76,134886.76
211,port of gulfport,MS,"jackson county, ms, mobile, al",30.455800085106382,-87.89717340425531,,,2022.0,0.0,0.0,0.0,0.0,0.0,94142.75,57897.07,152039.82,152039.82
212,port of houston authority of harris county,TX,"houston/galveston, tx",29.602093408239703,-94.66715344569288,,,2018.0,0.0,0.0,0.0,0.0,0.0,1209367.71,1042277.63,2251645.34,2251645.34
213,port of houston authority of harris county,TX,"houston/galveston, tx",29.602093408239703,-94.66715344569288,,,2019.0,0.0,0.0,0.0,0.0,0.0,1230684.24,1216770.1,2447454.34,2447454.34
214,port of houston authority of harris county,TX,"houston/galveston, tx",29.602093408239703,-94.66715344569288,,,2020.0,0.0,0.0,0.0,0.0,0.0,1342994.23,1184512.14,2527506.37,2527506.37
215,port of houston authority of harris county,TX,"houston/galveston, tx",29.602093408239703,-94.66715344569288,,,2021.0,0.0,0.0,0.0,0.0,0.0,1751879.52,1015962.94,2767842.46,2767842.46
216,port of houston authority of harris county,TX,"houston/galveston, tx",29.602093408239703,-94.66715344569288,,,2022.0,804.0,0.0,0.0,567.0,1371.0,2034773.64,1216978.92,3251752.56,3252556.56
217,port of long beach,CA,"great los angeles, ca",33.804338012958965,-118.37905453563714,,,2018.0,31218.3,58504.95,185522.05,559.75,275805.05,4104052.21,1274929.59,5378981.8,5595722.15
218,port of long beach,CA,"great los angeles, ca",33.804338012958965,-118.37905453563714,,,2019.0,32569.0,50883.25,184202.95,841.0,268496.2,3723760.7,1268002.72,4991763.42,5208535.37
219,port of long beach,CA,"great los angeles, ca",33.804338012958965,-118.37905453563714,,,2020.0,43923.1,36695.75,264477.55,1969.45,347065.85,4228027.86,1155381.41,5383409.27,5691809.92
220,port of long beach,CA,"great los angeles, ca",33.804338012958965,-118.37905453563714,,,2021.0,44882.7,19514.6,336117.5,2036.0,402550.8,4938264.09,1079640.81,6017904.9,6398905.1
221,port of long beach,CA,"great los angeles, ca",33.804338012958965,-118.37905453563714,,,2022.0,39742.4,19589.2,319651.1,2001.0,380983.7,4675674.03,1056909.71,5732583.74,6091977.24
222,port of longview,WA,"portland, or",45.81600253731344,-123.1006234328358,,,2021.0,0.0,0.0,0.0,0.0,0.0,273.0,0.0,273.0,273.0
223,port of longview,WA,"portland, or",45.81600253731344,-123.1006234328358,,,2022.0,0.0,0.0,0.0,0.0,0.0,2811.02,20.0,2831.02,2831.02
224,port of los angeles,CA,"great los angeles, ca",33.804338012958965,-118.37905453563714,,,2018.0,11776.5,0.0,130634.0,0.0,142410.5,4962326.9,1606665.1800000002,6568992.08,6711402.58
225,port of los angeles,CA,"great los angeles, ca",33.804338012958965,-118.37905453563714,,,2019.0,12486.25,0.0,141476.75,0.0,153963.0,4637577.08,1553664.3,6191241.38,6345204.38
226,port of los angeles,CA,"great los angeles, ca",33.804338012958965,-118.37905453563714,,,2020.0,3406.5,0.0,43226.25,0.0,46632.75,5116031.86,1388184.64,6504216.5,6550849.25
227,port of los angeles,CA,"great los angeles, ca",33.804338012958965,-118.37905453563714,,,2021.0,0.0,0.0,0.0,0.0,0.0,5770037.95,1267948.07,7037986.02,7037986.02
228,port of los angeles,CA,"great los angeles, ca",33.804338012958965,-118.37905453563714,,,2022.0,0.0,0.0,0.0,0.0,0.0,5231585.42,1192756.02,6424341.44,6424341.44
229,port of new orleans,LA,"new orleans, lo",29.635235045806905,-90.30409463002114,,,2018.0,0.0,0.0,0.0,0.0,0.0,122776.09,277421.44,400197.53,400197.53
230,port of new orleans,LA,"new orleans, lo",29.635235045806905,-90.30409463002114,,,2019.0,0.0,0.0,0.0,0.0,0.0,136883.29,297304.11,434187.4,434187.4
231,port of new orleans,LA,"new orleans, lo",29.635235045806905,-90.30409463002114,,,2020.0,0.0,0.0,0.0,0.0,0.0,142897.64,277447.11,420344.75,420344.75
232,port of new orleans,LA,"new orleans, lo",29.635235045806905,-90.30409463002114,,,2021.0,0.0,0.0,0.0,0.0,0.0,133787.16,243758.56,377545.72,377545.72
233,port of new orleans,LA,"new orleans, lo",29.635235045806905,-90.30409463002114,,,2022.0,135.0,213.0,804.0,0.0,1152.0,126819.6,224979.25,351798.85,352737.85
234,port of oakland,CA,"san francisco bay area, ca",37.90095694063927,-122.20986401826484,,,2018.0,25896.25,60636.75,90645.85,1602.0,178780.85,949730.14,746293.61,1696023.75,1812565.85
235,port of oakland,CA,"san francisco bay area, ca",37.90095694063927,-122.20986401826484,,,2019.0,21418.7,61162.049999999996,92290.55,2874.95,177746.25,940085.52,799069.96,1739155.48,1852864.73
236,port of oakland,CA,"san francisco bay area, ca",37.90095694063927,-122.20986401826484,,,2020.0,20210.65,59175.1,85147.0,1158.25,165691.0,1014878.56,795768.66,1810647.22,1916004.87
237,port of oakland,CA,"san francisco bay area, ca",37.90095694063927,-122.20986401826484,,,2021.0,18911.5,46883.45,89083.6,979.1,155857.65,1080221.96,721102.13,1801324.09,1909319.19
238,port of oakland,CA,"san francisco bay area, ca",37.90095694063927,-122.20986401826484,,,2022.0,18584.5,38692.75,85056.95,1867.0,144201.2,1032499.13,655035.36,1687534.49,1791175.94
239,port of palm beach district,FL,"miami-fort lauderdale, fl",26.14492877245509,-79.93771224550898,,,2018.0,0.0,0.0,0.0,0.0,0.0,23522.35,113474.1,136996.45,136996.45
240,port of palm beach district,FL,"miami-fort lauderdale, fl",26.14492877245509,-79.93771224550898,,,2019.0,0.0,0.0,0.0,0.0,0.0,21046.17,123011.53,144057.7,144057.7
241,port of palm beach district,FL,"miami-fort lauderdale, fl",26.14492877245509,-79.93771224550898,,,2020.0,0.0,0.0,0.0,0.0,0.0,21536.02,98146.35,119682.37,119682.37
242,port of palm beach district,FL,"miami-fort lauderdale, fl",26.14492877245509,-79.93771224550898,,,2021.0,0.0,0.0,0.0,0.0,0.0,25310.31,171233.3,196543.61,196543.61
243,port of palm beach district,FL,"miami-fort lauderdale, fl",26.14492877245509,-79.93771224550898,,,2022.0,0.0,0.0,0.0,0.0,0.0,29042.08,93025.01,122067.09,122067.09
244,port of pascagoula,MS,"jackson county, ms, mobile, al",30.455800085106382,-87.89717340425531,,,2021.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,1.75,1.75
245,port of pascagoula,MS,"jackson county, ms, mobile, al",30.455800085106382,-87.89717340425531,,,2022.0,0.0,0.0,0.0,0.0,0.0,14.35,0.0,14.35,14.35
246,port of pensacola,FL,"jackson county, ms, mobile, al",30.455800085106382,-87.89717340425531,,,2018.0,0.0,0.0,0.0,0.0,0.0,1797.28,1501.5,3298.78,3298.78
247,port of pensacola,FL,"jackson county, ms, mobile, al",30.455800085106382,-87.89717340425531,,,2021.0,0.0,0.0,0.0,0.0,0.0,211.01,0.0,211.01,211.01
248,port of pensacola,FL,"jackson county, ms, mobile, al",30.455800085106382,-87.89717340425531,,,2022.0,0.0,0.0,0.0,0.0,0.0,238.77,1.76,240.53,240.53
249,port of portland,OR,"portland, or",45.81600253731344,-123.1006234328358,,,2021.0,0.0,0.0,0.0,0.0,0.0,49618.44,33577.13,83195.57,83195.57
250,port of portland,OR,"portland, or",45.81600253731344,-123.1006234328358,,,2022.0,0.0,0.0,0.0,0.0,0.0,79542.38,31040.87,110583.25,110583.25
251,port of providence,RI,"boston, ma",41.93522783018868,-70.91931396226416,,,2020.0,0.0,0.0,0.0,0.0,0.0,14248.21,6.0,14254.21,14254.21
252,port of providence,RI,"boston, ma",41.93522783018868,-70.91931396226416,,,2021.0,0.0,0.0,0.0,0.0,0.0,18661.48,0.0,18661.48,18661.48
253,port of providence,RI,"boston, ma",41.93522783018868,-70.91931396226416,,,2022.0,0.0,0.0,0.0,0.0,0.0,20432.06,0.0,20432.06,20432.06
254,port of savannah,GA,"savannah, ga",32.04481505882353,-80.82024464705883,,,2018.0,0.0,0.0,0.0,0.0,0.0,2027371.08,1359487.02,3386858.1,3386858.1
255,port of savannah,GA,"savannah, ga",32.04481505882353,-80.82024464705883,,,2019.0,0.0,0.0,0.0,0.0,0.0,2122529.3,1400477.02,3523006.32,3523006.32
256,port of savannah,GA,"savannah, ga",32.04481505882353,-80.82024464705883,,,2020.0,0.0,0.0,0.0,0.0,0.0,2364792.03,1336504.92,3701296.95,3701296.95
257,port of savannah,GA,"savannah, ga",32.04481505882353,-80.82024464705883,,,2021.0,0.0,0.0,0.0,0.0,0.0,2881617.7199999997,1354291.79,4235909.51,4235909.51
258,port of savannah,GA,"savannah, ga",32.04481505882353,-80.82024464705883,,,2022.0,0.0,0.0,0.0,0.0,0.0,3012685.25,1317230.12,4329915.37,4329915.37
259,port of seattle,WA,"seattle/tacoma, wa",47.449354639175255,-122.42877860824744,,,2018.0,66871.75,160375.25,167115.1,15757.0,410119.1,706945.24,401342.76,1108288.0,1342274.85
260,port of seattle,WA,"seattle/tacoma, wa",47.449354639175255,-122.42877860824744,,,2019.0,67954.1,154909.65,144234.7,16579.1,383677.55,563228.5199999999,399293.97,962522.49,1174711.29
261,port of seattle,WA,"seattle/tacoma, wa",47.449354639175255,-122.42877860824744,,,2020.0,53058.8,127024.3,122013.15,15262.8,317359.05,623680.34,357815.54,981495.88,1156567.83
262,port of seattle,WA,"seattle/tacoma, wa",47.449354639175255,-122.42877860824744,,,2021.0,55115.0,111169.6,102711.0,17657.5,286653.1,653473.96,317600.31,971074.27,1128900.27
263,port of seattle,WA,"seattle/tacoma, wa",47.449354639175255,-122.42877860824744,,,2022.0,62605.85,109898.4,109206.3,15954.1,297664.65,705930.76,207408.28,913339.04,1085151.19
264,port of south louisiana,LA,"new orleans, lo",29.635235045806905,-90.30409463002114,,,2021.0,0.0,0.0,0.0,0.0,0.0,20.5,31.04,51.54,51.54
265,port of south louisiana,LA,"new orleans, lo",29.635235045806905,-90.30409463002114,,,2022.0,0.0,0.0,0.0,0.0,0.0,104.18,1172.76,1276.94,1276.94
266,port of vancouver usa,WA,"portland, or",45.81600253731344,-123.1006234328358,,,2020.0,0.0,21208.0,22890.0,0.0,44098.0,95.88,0.0,95.88,22985.88
267,port of vancouver usa,WA,"portland, or",45.81600253731344,-123.1006234328358,,,2021.0,0.0,24604.0,24438.0,0.0,49042.0,524.41,0.0,524.41,24962.41
268,port of vancouver usa,WA,"portland, or",45.81600253731344,-123.1006234328358,,,2022.0,0.0,23660.0,23790.0,0.0,47450.0,626.88,282.8,909.68,24699.68
269,port of virginia,VA,"norfolk, va",36.971158,-76.191172,,,2018.0,4571.75,1647.65,6450.0,182.2,12851.6,1301880.96,892702.2,2194583.16,2205604.91
270,port of virginia,VA,"norfolk, va",36.971158,-76.191172,,,2019.0,13710.75,2117.1,10519.75,564.8,26912.4,1311541.91,871407.92,2182949.83,2207180.33
271,port of virginia,VA,"norfolk, va",36.971158,-76.191172,,,2020.0,150.0,0.0,301.0,0.0,451.0,1319520.1,852312.42,2171832.52,2172283.52
272,port of virginia,VA,"norfolk, va",36.971158,-76.191172,,,2021.0,19983.0,0.0,26685.0,0.0,46668.0,1733201.56,990095.13,2723296.69,2769964.69
273,port of virginia,VA,"norfolk, va",36.971158,-76.191172,,,2022.0,32131.75,9497.7,36388.25,1022.4,79040.1,1809971.1,983373.18,2793344.28,2861864.28
274,portland,ME,"boston, ma",41.93522783018868,-70.91931396226416,,,2018.0,21670.0,0.0,0.0,15956.0,37626.0,0.0,0.0,0.0,21670.0
275,portland,ME,"boston, ma",41.93522783018868,-70.91931396226416,,,2019.0,21222.0,0.0,0.0,16214.0,37436.0,0.0,0.0,0.0,21222.0
276,portland,ME,"boston, ma",41.93522783018868,-70.91931396226416,,,2020.0,22888.0,0.0,0.0,21190.0,44078.0,21533.64,20156.76,41690.4,64578.4
277,portland,ME,"boston, ma",41.93522783018868,-70.91931396226416,,,2021.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
278,portmiami,FL,"miami-fort lauderdale, fl",26.14492877245509,-79.93771224550898,,,2018.0,0.0,0.0,0.0,0.0,0.0,456573.92,347175.58,803749.5,803749.5
279,portmiami,FL,"miami-fort lauderdale, fl",26.14492877245509,-79.93771224550898,,,2019.0,0.0,0.0,0.0,0.0,0.0,489802.15,341596.91,831399.06,831399.06
280,portmiami,FL,"miami-fort lauderdale, fl",26.14492877245509,-79.93771224550898,,,2020.0,0.0,0.0,0.0,0.0,0.0,504248.72,295371.45,799620.17,799620.17
281,portmiami,FL,"miami-fort lauderdale, fl",26.14492877245509,-79.93771224550898,,,2021.0,0.0,0.0,0.0,0.0,0.0,580571.4,339803.04,920374.44,920374.44
282,portmiami,FL,"miami-fort lauderdale, fl",26.14492877245509,-79.93771224550898,,,2022.0,0.0,0.0,0.0,0.0,0.0,578156.18,310807.3,888963.48,888963.48
283,richmond,VA,"norfolk, va",36.971158,-76.191172,,,2021.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,7.0,7.0
284,richmond,VA,"norfolk, va",36.971158,-76.191172,,,2022.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,6.0
285,rochester,NY,"erie/buffalo, ny, hamilton/toronto, canada",43.279341,-79.577205,,,2021.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0
286,rochester,NY,"erie/buffalo, ny, hamilton/toronto, canada",43.279341,-79.577205,,,2022.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
287,rogers city,MI,Michigan-canada,46.026427,-84.311425,,,2018.0,0.0,0.0,0.0,0.0,0.0,652.5,0.0,652.5,652.5
288,rogers city,MI,Michigan-canada,46.026427,-84.311425,,,2019.0,0.0,0.0,0.0,0.0,0.0,1023.52,2.0,1025.52,1025.52
289,rogers city,MI,Michigan-canada,46.026427,-84.311425,,,2020.0,0.0,0.0,0.0,0.0,0.0,950.91,2.0,952.91,952.91
290,rogers city,MI,Michigan-canada,46.026427,-84.311425,,,2021.0,0.0,0.0,0.0,0.0,0.0,19.22,0.0,19.22,19.22
291,rogers city,MI,Michigan-canada,46.026427,-84.311425,,,2022.0,0.0,0.0,0.0,0.0,0.0,14.02,0.0,14.02,14.02
292,san diego unified port district,CA,"san diego, ca",32.1247252,-116.84287293333334,,,2018.0,0.0,0.0,0.0,0.0,0.0,67046.83,2465.52,69512.35,69512.35
293,san diego unified port district,CA,"san diego, ca",32.1247252,-116.84287293333334,,,2019.0,0.0,0.0,0.0,0.0,0.0,68769.94,3920.0,72689.94,72689.94
294,san diego unified port district,CA,"san diego, ca",32.1247252,-116.84287293333334,,,2020.0,0.0,0.0,0.0,0.0,0.0,73503.79,3051.49,76555.28,76555.28
295,san diego unified port district,CA,"san diego, ca",32.1247252,-116.84287293333334,,,2021.0,0.0,0.0,0.0,0.0,0.0,78376.4,4734.86,83111.26,83111.26
296,san diego unified port district,CA,"san diego, ca",32.1247252,-116.84287293333334,,,2022.0,0.0,0.0,0.0,0.0,0.0,79417.49,9864.05,89281.54,89281.54
297,san francisco port commission,CA,"san francisco bay area, ca",37.90095694063927,-122.20986401826484,,,2021.0,0.0,0.0,0.0,0.0,0.0,86.04,603.03,689.07,689.07
298,san francisco port commission,CA,"san francisco bay area, ca",37.90095694063927,-122.20986401826484,,,2022.0,0.0,0.0,0.0,0.0,0.0,94.76,0.0,94.76,94.76
299,san juan,PR,"san juan, puerto rico",18.307611,-65.421345,,,2018.0,369340.9,1493.6,67714.45,51222.45,489771.4,215844.07,38284.64,254128.71,691184.06
300,san juan,PR,"san juan, puerto rico",18.307611,-65.421345,,,2019.0,434080.3,5088.4,181163.25,131711.25,752043.2,161277.57,44514.96,205792.53,821036.08
301,san juan,PR,"san juan, puerto rico",18.307611,-65.421345,,,2020.0,495729.6,4398.95,157418.05,166263.45,823810.05,206326.65,42831.45,249158.1,902305.75
302,san juan,PR,"san juan, puerto rico",18.307611,-65.421345,,,2021.0,455741.2,4666.05,162136.8,193253.05,815797.1,216488.09,61789.6,278277.69,896155.69
303,san juan,PR,"san juan, puerto rico",18.307611,-65.421345,,,2022.0,429598.75,2095.75,129156.8,154851.6,715702.9,217324.03,55949.63,273273.66,832029.21
304,sault ste marie,MI,Michigan-canada,46.026427,-84.311425,,,2022.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,1.75,1.75
305,seward,AK,,,,,,2018.0,1901.0,3380.0,4128.0,799.4,10208.4,0.0,0.0,0.0,6029.0
306,seward,AK,,,,,,2019.0,1542.0,3214.0,3868.0,596.4,9220.4,0.0,0.0,0.0,5410.0
307,seward,AK,,,,,,2020.0,1567.0,2950.0,3852.0,556.0,8925.0,0.0,0.0,0.0,5419.0
308,seward,AK,,,,,,2021.0,66.0,0.0,6.4,86.2,158.6,0.0,0.0,0.0,72.4
309,seward,AK,,,,,,2022.0,460.2,0.0,0.0,403.0,863.2,0.0,0.0,0.0,460.2
310,shishmaref,AK,,,,,,2018.0,216431.94999999998,5089.1,71595.84999999999,79270.45,372387.35000000003,10.5,0.0,10.5,288038.3
311,shishmaref,AK,,,,,,2019.0,206799.4,4273.6,60959.35,88544.35,360576.7,276.51,909.0,1185.51,268944.26
312,shishmaref,AK,,,,,,2020.0,299083.35,3443.6,96210.29999999999,126097.2,524834.45,105.0,0.0,105.0,395398.65
313,shishmaref,AK,,,,,,2021.0,32.4,6.6,44.0,18.2,101.2,0.0,0.0,0.0,76.4
314,shishmaref,AK,,,,,,2022.0,18.8,0.0,0.0,0.0,18.8,0.0,0.0,0.0,18.8
315,skagway,AK,,,,,,2018.0,11829.85,3447.75,2399.65,4053.3,21730.55,0.0,0.0,0.0,14229.5
316,skagway,AK,,,,,,2019.0,12322.15,4802.95,2303.95,4162.25,23591.3,0.0,0.0,0.0,14626.1
317,skagway,AK,,,,,,2020.0,8636.7,4542.95,2851.3,3395.45,19426.4,0.0,0.0,0.0,11488.0
318,skagway,AK,,,,,,2021.0,8283.45,1857.6,1944.55,3250.7,15336.3,0.0,0.0,0.0,10228.0
319,skagway,AK,,,,,,2022.0,9004.95,1972.3,2389.75,3201.05,16568.05,0.0,0.0,0.0,11394.7
320,south jersey port corporation,NJ,"baltimore, md, filadelfia, pa",39.16201698275862,-76.08407508620691,,,2020.0,48044.5,22321.6,48898.5,474.25,119738.85,62593.05,1524.75,64117.8,161060.8
321,south jersey port corporation,NJ,"baltimore, md, filadelfia, pa",39.16201698275862,-76.08407508620691,,,2021.0,44494.9,23952.7,54239.4,496.6,123183.6,66381.63,6226.69,72608.32,171342.62
322,south jersey port corporation,NJ,"baltimore, md, filadelfia, pa",39.16201698275862,-76.08407508620691,,,2022.0,38188.2,23113.95,48765.8,451.25,110519.2,70076.61,6063.18,76139.79,163093.79
323,stockton port district,CA,"san francisco bay area, ca",37.90095694063927,-122.20986401826484,,,2021.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,24.0,24.0
324,stockton port district,CA,"san francisco bay area, ca",37.90095694063927,-122.20986401826484,,,2022.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,74.0,74.0
325,tacoma,WA,"seattle/tacoma, wa",47.449354639175255,-122.42877860824744,,,2018.0,68048.95,74955.25,211942.55,1838.2,356784.95,766968.77,505190.63,1272159.4,1552150.9
326,tacoma,WA,"seattle/tacoma, wa",47.449354639175255,-122.42877860824744,,,2019.0,59698.85,81470.2,202116.45,1848.95,345134.45,750825.31,507346.55,1258171.86,1519987.16
327,tacoma,WA,"seattle/tacoma, wa",47.449354639175255,-122.42877860824744,,,2020.0,95319.35,134204.25,307930.5,1229.5,538683.6,709621.96,413819.3,1123441.26,1526691.11
328,tacoma,WA,"seattle/tacoma, wa",47.449354639175255,-122.42877860824744,,,2021.0,108558.95,163423.85,364107.4,1460.7,637550.9,846697.28,364250.71,1210947.99,1683614.34
329,tacoma,WA,"seattle/tacoma, wa",47.449354639175255,-122.42877860824744,,,2022.0,109164.25,165111.25,369367.25,1687.25,645330.0,677678.9,362981.34,1040660.24,1519191.74
330,tampa port authority,FL,"tampa, fl",27.84197524691358,-82.33899320987655,,,2018.0,0.0,0.0,0.0,0.0,0.0,69453.14,6955.83,76408.97,76408.97
331,tampa port authority,FL,"tampa, fl",27.84197524691358,-82.33899320987655,,,2019.0,0.0,0.0,0.0,0.0,0.0,95148.29,8942.24,104090.53,104090.53
332,tampa port authority,FL,"tampa, fl",27.84197524691358,-82.33899320987655,,,2020.0,0.0,0.0,0.0,0.0,0.0,127265.52,10637.7,137903.22,137903.22
333,tampa port authority,FL,"tampa, fl",27.84197524691358,-82.33899320987655,,,2021.0,0.0,0.0,0.0,0.0,0.0,84686.79,15349.06,100035.85,100035.85
