,Port hub,Year,latitude,longitude,Major/Minor ports,Loaded InBound DOMESTIC,Empty InBound DOMESTIC,Loaded OutBound DOMESTIC,Empty OutBound DOMESTIC,Total DOMESTIC,Loaded InBound FOREIGN,Loaded OutBound  FOREIGN,Total OutBound  FOREIGN,Total Loaded Grand,Count of Event_Amphetamines,Count of Event_Anabolic steroids,Count of Event_Barbiturates,Count of Event_Benzodiazepines,Count of Event_Cannabis,Count of Event_Class A,Count of Event_Class B,Count of Event_Class C,Count of Event_Classification Unknown,Count of Event_Cocaine,Count of Event_Crack,Count of Event_Ecstasy,Count of Event_GHB,Count of Event_Ketamine,Count of Event_LSD,Count of Event_Mephedrone,Count of Event_Methadone,Count of Event_Morphine,Count of Event_Nitrous Oxide,Count of Event_Other Class A,Count of Event_Other Class B,Count of Event_Other Class C,Count of Event_Temazepam,Count of Event_Unnamed: 24,Sum Qty (kg)_Amphetamines,Sum Qty (kg)_Anabolic steroids,Sum Qty (kg)_Barbiturates,Sum Qty (kg)_Benzodiazepines,Sum Qty (kg)_Cannabis,Sum Qty (kg)_Class A,Sum Qty (kg)_Class B,Sum Qty (kg)_Class C,Sum Qty (kg)_Classification Unknown,Sum Qty (kg)_Cocaine,Sum Qty (kg)_Crack,Sum Qty (kg)_Ecstasy,Sum Qty (kg)_GHB,Sum Qty (kg)_Ketamine,Sum Qty (kg)_LSD,Sum Qty (kg)_Mephedrone,Sum Qty (kg)_Methadone,Sum Qty (kg)_Morphine,Sum Qty (kg)_Nitrous Oxide,Sum Qty (kg)_Other Class A,Sum Qty (kg)_Other Class B,Sum Qty (kg)_Other Class C,Sum Qty (kg)_Temazepam,Sum Qty (kg)_Unnamed: 24,Sum Qty (lbs)_Amphetamines,Sum Qty (lbs)_Anabolic steroids,Sum Qty (lbs)_Barbiturates,Sum Qty (lbs)_Benzodiazepines,Sum Qty (lbs)_Cannabis,Sum Qty (lbs)_Class A,Sum Qty (lbs)_Class B,Sum Qty (lbs)_Class C,Sum Qty (lbs)_Classification Unknown,Sum Qty (lbs)_Cocaine,Sum Qty (lbs)_Crack,Sum Qty (lbs)_Ecstasy,Sum Qty (lbs)_GHB,Sum Qty (lbs)_Ketamine,Sum Qty (lbs)_LSD,Sum Qty (lbs)_Mephedrone,Sum Qty (lbs)_Methadone,Sum Qty (lbs)_Morphine,Sum Qty (lbs)_Nitrous Oxide,Sum Qty (lbs)_Other Class A,Sum Qty (lbs)_Other Class B,Sum Qty (lbs)_Other Class C,Sum Qty (lbs)_Temazepam,Sum Qty (lbs)_Unnamed: 24
48,Humber,2018.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1108.7240000000002,228.0,32.0,4.0,130.0,3414.0,0.0,0.0,0.0,0.0,727.0,324.0,512.0,0.0,78.0,5.0,11.0,19.0,6.0,0.0,40.0,327.0,78.0,6.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Humber,2018.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1459.579,228.0,32.0,4.0,130.0,3414.0,0.0,0.0,0.0,0.0,727.0,324.0,512.0,0.0,78.0,5.0,11.0,19.0,6.0,0.0,40.0,327.0,78.0,6.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,Humber,2018.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9752.07,228.0,32.0,4.0,130.0,3414.0,0.0,0.0,0.0,0.0,727.0,324.0,512.0,0.0,78.0,5.0,11.0,19.0,6.0,0.0,40.0,327.0,78.0,6.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Humber,2018.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10068.719,228.0,32.0,4.0,130.0,3414.0,0.0,0.0,0.0,0.0,727.0,324.0,512.0,0.0,78.0,5.0,11.0,19.0,6.0,0.0,40.0,327.0,78.0,6.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Humber,2018.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55616.97899999999,228.0,32.0,4.0,130.0,3414.0,0.0,0.0,0.0,0.0,727.0,324.0,512.0,0.0,78.0,5.0,11.0,19.0,6.0,0.0,40.0,327.0,78.0,6.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Humber,2019.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046.828,228.0,32.0,4.0,130.0,3414.0,0.0,0.0,0.0,0.0,727.0,324.0,941.0,0.0,78.0,5.0,11.0,19.0,6.0,0.0,40.0,327.0,78.0,6.0,496.0,34.7196098,4.83299543,0.149,3.80011,0.0,0.0,0.0,0.0,0.0,5.898009169999993,3.166124234,13.83665582,0.0,0.4165726,0.003,0.0,1.275,0.055,0.0,0.0,0.0,0.0,0.279,0.0,15.748568823652151,2.192212458382851,0.0675853435059103,1.723702951075469,0.0,0.0,0.0,0.0,0.0,2.6752951392983793,1.4361315029347463,6.276208970253378,0.0,0.1889543776251689,0.0013607787283069,0.0,0.5783309595304406,0.0249476100189601,0.0,0.0,0.0,0.0,0.1265524217325435,0.0
54,Humber,2019.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242.431,228.0,32.0,4.0,130.0,3414.0,0.0,0.0,0.0,0.0,727.0,324.0,941.0,0.0,78.0,5.0,11.0,19.0,6.0,0.0,40.0,327.0,78.0,6.0,496.0,34.7196098,4.83299543,0.149,3.80011,0.0,0.0,0.0,0.0,0.0,5.898009169999993,3.166124234,13.83665582,0.0,0.4165726,0.003,0.0,1.275,0.055,0.0,0.0,0.0,0.0,0.279,0.0,15.748568823652151,2.192212458382851,0.0675853435059103,1.723702951075469,0.0,0.0,0.0,0.0,0.0,2.6752951392983793,1.4361315029347463,6.276208970253378,0.0,0.1889543776251689,0.0013607787283069,0.0,0.5783309595304406,0.0249476100189601,0.0,0.0,0.0,0.0,0.1265524217325435,0.0
55,Humber,2019.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9197.309,228.0,32.0,4.0,130.0,3414.0,0.0,0.0,0.0,0.0,727.0,324.0,941.0,0.0,78.0,5.0,11.0,19.0,6.0,0.0,40.0,327.0,78.0,6.0,496.0,34.7196098,4.83299543,0.149,3.80011,0.0,0.0,0.0,0.0,0.0,5.898009169999993,3.166124234,13.83665582,0.0,0.4165726,0.003,0.0,1.275,0.055,0.0,0.0,0.0,0.0,0.279,0.0,15.748568823652151,2.192212458382851,0.0675853435059103,1.723702951075469,0.0,0.0,0.0,0.0,0.0,2.6752951392983793,1.4361315029347463,6.276208970253378,0.0,0.1889543776251689,0.0013607787283069,0.0,0.5783309595304406,0.0249476100189601,0.0,0.0,0.0,0.0,0.1265524217325435,0.0
56,Humber,2019.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10698.515,228.0,32.0,4.0,130.0,3414.0,0.0,0.0,0.0,0.0,727.0,324.0,941.0,0.0,78.0,5.0,11.0,19.0,6.0,0.0,40.0,327.0,78.0,6.0,496.0,34.7196098,4.83299543,0.149,3.80011,0.0,0.0,0.0,0.0,0.0,5.898009169999993,3.166124234,13.83665582,0.0,0.4165726,0.003,0.0,1.275,0.055,0.0,0.0,0.0,0.0,0.279,0.0,15.748568823652151,2.192212458382851,0.0675853435059103,1.723702951075469,0.0,0.0,0.0,0.0,0.0,2.6752951392983793,1.4361315029347463,6.276208970253378,0.0,0.1889543776251689,0.0013607787283069,0.0,0.5783309595304406,0.0249476100189601,0.0,0.0,0.0,0.0,0.1265524217325435,0.0
57,Humber,2019.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51245.356,228.0,32.0,4.0,130.0,3414.0,0.0,0.0,0.0,0.0,727.0,324.0,941.0,0.0,78.0,5.0,11.0,19.0,6.0,0.0,40.0,327.0,78.0,6.0,496.0,34.7196098,4.83299543,0.149,3.80011,0.0,0.0,0.0,0.0,0.0,5.898009169999993,3.166124234,13.83665582,0.0,0.4165726,0.003,0.0,1.275,0.055,0.0,0.0,0.0,0.0,0.279,0.0,15.748568823652151,2.192212458382851,0.0675853435059103,1.723702951075469,0.0,0.0,0.0,0.0,0.0,2.6752951392983793,1.4361315029347463,6.276208970253378,0.0,0.1889543776251689,0.0013607787283069,0.0,0.5783309595304406,0.0249476100189601,0.0,0.0,0.0,0.0,0.1265524217325435,0.0
58,Humber,2020.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,711.587,197.0,21.0,1.0,71.0,3742.0,1298.0,4231.0,182.0,589.0,639.0,398.0,758.0,1.0,82.0,3.0,3.0,16.0,10.0,0.0,54.0,280.0,97.0,4.0,0.0,12.701139,4.70306,0.001,2.919605,0.0,0.0,0.0,0.0,0.0,8.899565934,1.9686936,9.435313500000001,0.01,0.29079499999999986,0.063,0.0,2.8579000000000003,0.394,0.0,0.0,0.0,0.0,0.040999999999999995,0.0,5.7611465921564715,2.1332746686503805,0.0004535929094356,1.3243121263528408,0.0,0.0,0.0,0.0,0.0,4.036780004717368,0.8929854578113235,4.279791301902369,0.0045359290943563,0.1319025500993367,0.0285763532944452,0.0,1.296323175876115,0.178715606317642,0.0,0.0,0.0,0.0,0.0185973092868611,0.0
59,Humber,2020.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1043.592,197.0,21.0,1.0,71.0,3742.0,1298.0,4231.0,182.0,589.0,639.0,398.0,758.0,1.0,82.0,3.0,3.0,16.0,10.0,0.0,54.0,280.0,97.0,4.0,0.0,12.701139,4.70306,0.001,2.919605,0.0,0.0,0.0,0.0,0.0,8.899565934,1.9686936,9.435313500000001,0.01,0.29079499999999986,0.063,0.0,2.8579000000000003,0.394,0.0,0.0,0.0,0.0,0.040999999999999995,0.0,5.7611465921564715,2.1332746686503805,0.0004535929094356,1.3243121263528408,0.0,0.0,0.0,0.0,0.0,4.036780004717368,0.8929854578113235,4.279791301902369,0.0045359290943563,0.1319025500993367,0.0285763532944452,0.0,1.296323175876115,0.178715606317642,0.0,0.0,0.0,0.0,0.0185973092868611,0.0
60,Humber,2020.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9207.842,197.0,21.0,1.0,71.0,3742.0,1298.0,4231.0,182.0,589.0,639.0,398.0,758.0,1.0,82.0,3.0,3.0,16.0,10.0,0.0,54.0,280.0,97.0,4.0,0.0,12.701139,4.70306,0.001,2.919605,0.0,0.0,0.0,0.0,0.0,8.899565934,1.9686936,9.435313500000001,0.01,0.29079499999999986,0.063,0.0,2.8579000000000003,0.394,0.0,0.0,0.0,0.0,0.040999999999999995,0.0,5.7611465921564715,2.1332746686503805,0.0004535929094356,1.3243121263528408,0.0,0.0,0.0,0.0,0.0,4.036780004717368,0.8929854578113235,4.279791301902369,0.0045359290943563,0.1319025500993367,0.0285763532944452,0.0,1.296323175876115,0.178715606317642,0.0,0.0,0.0,0.0,0.0185973092868611,0.0
61,Humber,2020.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10480.678000000002,197.0,21.0,1.0,71.0,3742.0,1298.0,4231.0,182.0,589.0,639.0,398.0,758.0,1.0,82.0,3.0,3.0,16.0,10.0,0.0,54.0,280.0,97.0,4.0,0.0,12.701139,4.70306,0.001,2.919605,0.0,0.0,0.0,0.0,0.0,8.899565934,1.9686936,9.435313500000001,0.01,0.29079499999999986,0.063,0.0,2.8579000000000003,0.394,0.0,0.0,0.0,0.0,0.040999999999999995,0.0,5.7611465921564715,2.1332746686503805,0.0004535929094356,1.3243121263528408,0.0,0.0,0.0,0.0,0.0,4.036780004717368,0.8929854578113235,4.279791301902369,0.0045359290943563,0.1319025500993367,0.0285763532944452,0.0,1.296323175876115,0.178715606317642,0.0,0.0,0.0,0.0,0.0185973092868611,0.0
62,Humber,2020.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45611.181,197.0,21.0,1.0,71.0,3742.0,1298.0,4231.0,182.0,589.0,639.0,398.0,758.0,1.0,82.0,3.0,3.0,16.0,10.0,0.0,54.0,280.0,97.0,4.0,0.0,12.701139,4.70306,0.001,2.919605,0.0,0.0,0.0,0.0,0.0,8.899565934,1.9686936,9.435313500000001,0.01,0.29079499999999986,0.063,0.0,2.8579000000000003,0.394,0.0,0.0,0.0,0.0,0.040999999999999995,0.0,5.7611465921564715,2.1332746686503805,0.0004535929094356,1.3243121263528408,0.0,0.0,0.0,0.0,0.0,4.036780004717368,0.8929854578113235,4.279791301902369,0.0045359290943563,0.1319025500993367,0.0285763532944452,0.0,1.296323175876115,0.178715606317642,0.0,0.0,0.0,0.0,0.0185973092868611,0.0
63,Humber,2021.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,867.198,140.0,25.0,1.0,93.0,4680.0,1049.0,5123.0,213.0,698.0,336.0,297.0,651.0,1.0,40.0,2.0,1.0,39.0,7.0,0.0,87.0,304.0,100.0,10.0,0.0,1.8399999999999999,41.83,0.0,12.83,0.0,0.0,0.0,0.0,0.0,11.6,1.65,79.16,0.01,1.09,0.24,0.0,3.92,1.17,0.0,0.0,0.0,0.0,0.1,0.0,0.8346109533615771,18.97379140169281,0.0,5.819597028059258,0.0,0.0,0.0,0.0,0.0,5.261677749453421,0.7484283005688056,35.90641471092525,0.0045359290943563,0.49441627128484716,0.1088622982645535,0.0,1.7780842049877075,0.5307037040396984,0.0,0.0,0.0,0.0,0.0453592909435638,0.0
64,Humber,2021.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1227.923,140.0,25.0,1.0,93.0,4680.0,1049.0,5123.0,213.0,698.0,336.0,297.0,651.0,1.0,40.0,2.0,1.0,39.0,7.0,0.0,87.0,304.0,100.0,10.0,0.0,1.8399999999999999,41.83,0.0,12.83,0.0,0.0,0.0,0.0,0.0,11.6,1.65,79.16,0.01,1.09,0.24,0.0,3.92,1.17,0.0,0.0,0.0,0.0,0.1,0.0,0.8346109533615771,18.97379140169281,0.0,5.819597028059258,0.0,0.0,0.0,0.0,0.0,5.261677749453421,0.7484283005688056,35.90641471092525,0.0045359290943563,0.49441627128484716,0.1088622982645535,0.0,1.7780842049877075,0.5307037040396984,0.0,0.0,0.0,0.0,0.0453592909435638,0.0
65,Humber,2021.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9395.59,140.0,25.0,1.0,93.0,4680.0,1049.0,5123.0,213.0,698.0,336.0,297.0,651.0,1.0,40.0,2.0,1.0,39.0,7.0,0.0,87.0,304.0,100.0,10.0,0.0,1.8399999999999999,41.83,0.0,12.83,0.0,0.0,0.0,0.0,0.0,11.6,1.65,79.16,0.01,1.09,0.24,0.0,3.92,1.17,0.0,0.0,0.0,0.0,0.1,0.0,0.8346109533615771,18.97379140169281,0.0,5.819597028059258,0.0,0.0,0.0,0.0,0.0,5.261677749453421,0.7484283005688056,35.90641471092525,0.0045359290943563,0.49441627128484716,0.1088622982645535,0.0,1.7780842049877075,0.5307037040396984,0.0,0.0,0.0,0.0,0.0453592909435638,0.0
66,Humber,2021.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9561.772,140.0,25.0,1.0,93.0,4680.0,1049.0,5123.0,213.0,698.0,336.0,297.0,651.0,1.0,40.0,2.0,1.0,39.0,7.0,0.0,87.0,304.0,100.0,10.0,0.0,1.8399999999999999,41.83,0.0,12.83,0.0,0.0,0.0,0.0,0.0,11.6,1.65,79.16,0.01,1.09,0.24,0.0,3.92,1.17,0.0,0.0,0.0,0.0,0.1,0.0,0.8346109533615771,18.97379140169281,0.0,5.819597028059258,0.0,0.0,0.0,0.0,0.0,5.261677749453421,0.7484283005688056,35.90641471092525,0.0045359290943563,0.49441627128484716,0.1088622982645535,0.0,1.7780842049877075,0.5307037040396984,0.0,0.0,0.0,0.0,0.0453592909435638,0.0
67,Humber,2021.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50027.22499999999,140.0,25.0,1.0,93.0,4680.0,1049.0,5123.0,213.0,698.0,336.0,297.0,651.0,1.0,40.0,2.0,1.0,39.0,7.0,0.0,87.0,304.0,100.0,10.0,0.0,1.8399999999999999,41.83,0.0,12.83,0.0,0.0,0.0,0.0,0.0,11.6,1.65,79.16,0.01,1.09,0.24,0.0,3.92,1.17,0.0,0.0,0.0,0.0,0.1,0.0,0.8346109533615771,18.97379140169281,0.0,5.819597028059258,0.0,0.0,0.0,0.0,0.0,5.261677749453421,0.7484283005688056,35.90641471092525,0.0045359290943563,0.49441627128484716,0.1088622982645535,0.0,1.7780842049877075,0.5307037040396984,0.0,0.0,0.0,0.0,0.0453592909435638,0.0
68,Humber,2022.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,906.217,105.0,14.0,0.0,35.0,4284.0,0.0,0.0,103.0,0.0,328.0,211.0,534.0,0.0,30.0,3.0,0.0,28.0,3.0,0.0,47.0,270.0,59.0,0.0,1141.0,2.94,9.04,0.0,2.53,0.0,0.0,0.0,0.0,0.0,5.04,3.58,4.88,0.0,0.44000000000000006,0.0,0.0,3.91,0.30000000000000004,0.0,0.0,0.0,0.0,0.01,0.0,1.3335631537407806,4.100479901298183,0.0,1.1475900608721683,0.0,0.0,0.0,0.0,0.0,2.286108263555624,1.6238626157795903,2.2135333980459215,0.0,0.1995808801516813,0.0,0.0,1.7735482758933514,0.1360778728306918,0.0,0.0,0.0,0.0,0.0045359290943563,0.0
69,Humber,2022.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1157.896,105.0,14.0,0.0,35.0,4284.0,0.0,0.0,103.0,0.0,328.0,211.0,534.0,0.0,30.0,3.0,0.0,28.0,3.0,0.0,47.0,270.0,59.0,0.0,1141.0,2.94,9.04,0.0,2.53,0.0,0.0,0.0,0.0,0.0,5.04,3.58,4.88,0.0,0.44000000000000006,0.0,0.0,3.91,0.30000000000000004,0.0,0.0,0.0,0.0,0.01,0.0,1.3335631537407806,4.100479901298183,0.0,1.1475900608721683,0.0,0.0,0.0,0.0,0.0,2.286108263555624,1.6238626157795903,2.2135333980459215,0.0,0.1995808801516813,0.0,0.0,1.7735482758933514,0.1360778728306918,0.0,0.0,0.0,0.0,0.0045359290943563,0.0
70,Humber,2022.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8805.462,105.0,14.0,0.0,35.0,4284.0,0.0,0.0,103.0,0.0,328.0,211.0,534.0,0.0,30.0,3.0,0.0,28.0,3.0,0.0,47.0,270.0,59.0,0.0,1141.0,2.94,9.04,0.0,2.53,0.0,0.0,0.0,0.0,0.0,5.04,3.58,4.88,0.0,0.44000000000000006,0.0,0.0,3.91,0.30000000000000004,0.0,0.0,0.0,0.0,0.01,0.0,1.3335631537407806,4.100479901298183,0.0,1.1475900608721683,0.0,0.0,0.0,0.0,0.0,2.286108263555624,1.6238626157795903,2.2135333980459215,0.0,0.1995808801516813,0.0,0.0,1.7735482758933514,0.1360778728306918,0.0,0.0,0.0,0.0,0.0045359290943563,0.0
71,Humber,2022.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10957.36,105.0,14.0,0.0,35.0,4284.0,0.0,0.0,103.0,0.0,328.0,211.0,534.0,0.0,30.0,3.0,0.0,28.0,3.0,0.0,47.0,270.0,59.0,0.0,1141.0,2.94,9.04,0.0,2.53,0.0,0.0,0.0,0.0,0.0,5.04,3.58,4.88,0.0,0.44000000000000006,0.0,0.0,3.91,0.30000000000000004,0.0,0.0,0.0,0.0,0.01,0.0,1.3335631537407806,4.100479901298183,0.0,1.1475900608721683,0.0,0.0,0.0,0.0,0.0,2.286108263555624,1.6238626157795903,2.2135333980459215,0.0,0.1995808801516813,0.0,0.0,1.7735482758933514,0.1360778728306918,0.0,0.0,0.0,0.0,0.0045359290943563,0.0
72,Humber,2022.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50166.01,105.0,14.0,0.0,35.0,4284.0,0.0,0.0,103.0,0.0,328.0,211.0,534.0,0.0,30.0,3.0,0.0,28.0,3.0,0.0,47.0,270.0,59.0,0.0,1141.0,2.94,9.04,0.0,2.53,0.0,0.0,0.0,0.0,0.0,5.04,3.58,4.88,0.0,0.44000000000000006,0.0,0.0,3.91,0.30000000000000004,0.0,0.0,0.0,0.0,0.01,0.0,1.3335631537407806,4.100479901298183,0.0,1.1475900608721683,0.0,0.0,0.0,0.0,0.0,2.286108263555624,1.6238626157795903,2.2135333980459215,0.0,0.1995808801516813,0.0,0.0,1.7735482758933514,0.1360778728306918,0.0,0.0,0.0,0.0,0.0045359290943563,0.0
73,Humber,2023.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,813.802,91.0,14.0,0.0,28.0,4616.0,0.0,0.0,0.0,0.0,401.0,0.0,376.0,0.0,32.0,3.0,3.0,45.0,5.0,0.0,146.0,108.0,55.0,0.0,1434.0,1.49,0.14,0.0,0.18,0.0,0.0,0.0,0.0,0.0,18.24,0.0,11.61656,0.0,0.22,0.21000000000000002,0.0,2.1699999999999995,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.675853435059103,0.0635030073209894,0.0,0.0816467236984149,0.0,0.0,0.0,0.0,0.0,8.273534668106068,0.0,5.269189248033675,0.0,0.0997904400758405,0.0952545109814842,0.0,0.984296613475338,0.0045359290943563,0.0,0.0,0.0,0.0,0.0,0.0
74,Humber,2023.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.374,91.0,14.0,0.0,28.0,4616.0,0.0,0.0,0.0,0.0,401.0,0.0,376.0,0.0,32.0,3.0,3.0,45.0,5.0,0.0,146.0,108.0,55.0,0.0,1434.0,1.49,0.14,0.0,0.18,0.0,0.0,0.0,0.0,0.0,18.24,0.0,11.61656,0.0,0.22,0.21000000000000002,0.0,2.1699999999999995,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.675853435059103,0.0635030073209894,0.0,0.0816467236984149,0.0,0.0,0.0,0.0,0.0,8.273534668106068,0.0,5.269189248033675,0.0,0.0997904400758405,0.0952545109814842,0.0,0.984296613475338,0.0045359290943563,0.0,0.0,0.0,0.0,0.0,0.0
75,Humber,2023.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8167.108000000001,91.0,14.0,0.0,28.0,4616.0,0.0,0.0,0.0,0.0,401.0,0.0,376.0,0.0,32.0,3.0,3.0,45.0,5.0,0.0,146.0,108.0,55.0,0.0,1434.0,1.49,0.14,0.0,0.18,0.0,0.0,0.0,0.0,0.0,18.24,0.0,11.61656,0.0,0.22,0.21000000000000002,0.0,2.1699999999999995,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.675853435059103,0.0635030073209894,0.0,0.0816467236984149,0.0,0.0,0.0,0.0,0.0,8.273534668106068,0.0,5.269189248033675,0.0,0.0997904400758405,0.0952545109814842,0.0,0.984296613475338,0.0045359290943563,0.0,0.0,0.0,0.0,0.0,0.0
76,Humber,2023.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10403.473,91.0,14.0,0.0,28.0,4616.0,0.0,0.0,0.0,0.0,401.0,0.0,376.0,0.0,32.0,3.0,3.0,45.0,5.0,0.0,146.0,108.0,55.0,0.0,1434.0,1.49,0.14,0.0,0.18,0.0,0.0,0.0,0.0,0.0,18.24,0.0,11.61656,0.0,0.22,0.21000000000000002,0.0,2.1699999999999995,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.675853435059103,0.0635030073209894,0.0,0.0816467236984149,0.0,0.0,0.0,0.0,0.0,8.273534668106068,0.0,5.269189248033675,0.0,0.0997904400758405,0.0952545109814842,0.0,0.984296613475338,0.0045359290943563,0.0,0.0,0.0,0.0,0.0,0.0
77,Humber,2023.0,53.5805,-0.0724166666666666,Major port,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45970.783,91.0,14.0,0.0,28.0,4616.0,0.0,0.0,0.0,0.0,401.0,0.0,376.0,0.0,32.0,3.0,3.0,45.0,5.0,0.0,146.0,108.0,55.0,0.0,1434.0,1.49,0.14,0.0,0.18,0.0,0.0,0.0,0.0,0.0,18.24,0.0,11.61656,0.0,0.22,0.21000000000000002,0.0,2.1699999999999995,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.675853435059103,0.0635030073209894,0.0,0.0816467236984149,0.0,0.0,0.0,0.0,0.0,8.273534668106068,0.0,5.269189248033675,0.0,0.0997904400758405,0.0952545109814842,0.0,0.984296613475338,0.0045359290943563,0.0,0.0,0.0,0.0,0.0,0.0
