MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
368270970,2024-09-03T00:00:03,33.77111,-118.21058,0.0,233.5,511.0,CARIBBEAN,IMO9694608,WDN3363,70.0,0.0,66.0,14.0,3.3,70.0,A
477929700,2024-09-03T00:00:04,34.94338,-75.20047,1.0,0.0,309.0,ZIM OPAL,IMO9967988,VRVI7,70.0,0.0,272.0,43.0,13.2,70.0,A
367414810,2024-09-03T00:00:03,28.96818,-95.28575,0.0,68.0,511.0,MAX CHERAMIE,IMO9184122,WDE9215,70.0,0.0,44.0,11.0,3.0,70.0,A
255805803,2024-09-03T00:00:01,38.83185,-74.51315,11.5,258.8,259.0,INDEPENDENT FUTURE,IMO9246712,CQAA,79.0,0.0,220.0,32.0,10.2,79.0,A
366971360,2024-09-03T00:00:02,47.07511,-90.96753,13.9,249.1,250.0,JOHN G MUNSON,IMO5173670,WDH7557,70.0,0.0,234.0,22.0,7.9,70.0,A
431080000,2024-09-03T00:00:07,33.7435,-118.19465,0.0,324.2,90.0,ONE BLUE JAY,IMO9741372,7KDP,70.0,5.0,364.0,51.0,13.9,70.0,A
247285500,2024-09-03T00:00:03,28.9273,-95.28757,7.7,318.7,325.0,GRANDE SENEGAL,IMO9377470,ICEU,70.0,0.0,210.0,32.0,8.4,70.0,A
477767900,2024-09-03T00:00:00,28.66184,-93.21504,10.8,175.7,174.0,BARROW ISLAND,IMO9610743,VRMK7,70.0,0.0,190.0,32.0,12.0,70.0,A
368038750,2024-09-03T00:00:03,21.29244,-157.8593,0.1,203.0,511.0,IMUA,IMO8968193,WDK2768,70.0,15.0,46.0,,0.0,0.0,A
563194900,2024-09-03T00:00:07,33.70401,-120.12546,9.6,270.9,278.0,WAN HAI A03,IMO9935105,9V7399,70.0,0.0,336.0,51.0,11.2,70.0,A
440254000,2024-09-03T00:00:04,34.10917,-119.19694,0.1,149.4,299.0,GLOVIS SPLENDOR,IMO9702431,D7GY,70.0,1.0,199.0,35.0,9.6,70.0,A
247304200,2024-09-03T00:00:06,26.69626,-79.55531,17.8,9.2,10.0,GRANDE TOGO,IMO9465370,IBNN,70.0,0.0,211.0,32.0,8.4,70.0,A
246265000,2024-09-03T00:00:05,39.9171,-75.13478,0.0,189.6,280.0,ORANJEBORG,IMO9232797,PIAG,70.0,5.0,158.0,26.0,6.8,70.0,A
351225000,2024-09-03T00:00:02,46.47149,-124.61374,0.2,125.7,24.0,GLOBAL ROUND,IMO9644055,3FBO4,79.0,0.0,177.0,29.0,9.9,79.0,A
477486300,2024-09-03T00:00:04,36.75173,-75.5115,13.2,292.1,293.0,SAGA FANTASY,IMO9658953,VRLT9,70.0,0.0,199.0,32.0,12.9,70.0,A
477035100,2024-09-03T00:00:00,33.71376,-118.20497,0.2,170.5,251.0,OSAKA BAY,IMO9789922,VRQS2,70.0,1.0,190.0,32.0,8.1,70.0,A
477928700,2024-09-03T00:00:00,34.50211,-126.44581,14.6,271.2,274.0,GUSTAV MAERSK,IMO9359038,VRVP3,71.0,0.0,367.0,42.0,12.0,71.0,A
563200400,2024-09-03T00:00:01,48.73613,-123.11193,16.7,64.8,63.0,WESTWOOD RAINIER,IMO9226035,9V9003,70.0,0.0,200.0,31.0,9.9,70.0,A
367340990,2024-09-03T00:00:04,43.5772,-87.31263,11.9,17.4,16.0,CALUMET,IMO7329314,WDE3568,70.0,0.0,191.0,20.0,5.8,70.0,A
636021319,2024-09-03T00:00:00,27.89937,-115.76228,12.8,146.2,143.0,BUNUN QUEEN,IMO9912438,5LDJ6,70.0,0.0,180.0,30.0,7.7,70.0,A
355139000,2024-09-03T00:00:03,26.59912,-120.11728,18.2,299.0,300.0,MERMAID ACE,IMO9561289,3FCG3,70.0,0.0,199.0,32.0,7.8,70.0,A
352001173,2024-09-03T00:00:02,41.48862,-71.34855,10.7,180.0,182.0,NACC PROVIDENCE,IMO9326342,3E3438,79.0,0.0,145.0,25.0,5.5,79.0,A
304972000,2024-09-03T00:00:01,23.38685,-82.01276,13.6,245.6,246.0,ALDEBARAN J,IMO9349186,V2CB5,79.0,0.0,140.0,24.0,6.4,79.0,A
563103900,2024-09-03T00:00:05,29.91281,-90.12488,0.5,73.1,286.0,PAC SEGINUS,IMO9443358,9V6225,70.0,0.0,179.0,27.0,8.7,70.0,A
368042000,2024-09-03T00:00:05,29.14668,-90.19887,0.0,302.3,159.0,ODYSSEA SPIRIT,IMO9204570,WDF8304,70.0,0.0,66.0,15.0,3.7,70.0,A
311057100,2024-09-03T00:00:02,24.59257,-80.57261,10.5,248.1,244.0,CSL TACOMA,IMO9640956,C6ZJ7,70.0,0.0,229.0,32.0,10.8,70.0,A
366905890,2024-09-03T00:00:02,46.99053,-85.71525,13.0,289.8,287.0,JAMES R BARKER,IMO7390260,WYP8657,70.0,0.0,305.0,32.0,6.2,70.0,A
338731000,2024-09-03T00:00:04,30.34028,-88.51174,0.0,285.7,14.0,ROCKETSHIP,IMO9198501,WCZ7837,70.0,5.0,95.0,25.0,2.6,70.0,A
311039000,2024-09-03T00:00:00,30.03007,-119.32725,1.7,162.3,41.0,CRYSTAL RAY,IMO9210440,C6RI2,79.0,0.0,200.0,32.0,9.3,79.0,A
477648100,2024-09-03T00:00:04,39.71555,-72.1028,14.4,355.7,0.0,NELE MAERSK,IMO9192442,VRTU3,70.0,0.0,198.0,30.0,10.9,70.0,A
563455000,2024-09-03T00:00:00,19.36799,-67.3613,15.6,228.0,225.0,MAERSK BULAN,IMO9355343,9V7693,74.0,0.0,223.0,32.0,11.7,74.0,A
309822000,2024-09-03T00:00:02,42.43848,-125.56568,13.0,165.0,167.0,HON HENRY JACKMAN,IMO7926174,C6VQ9,70.0,0.0,245.0,32.0,13.5,70.0,A
255870000,2024-09-03T00:00:04,45.16836,-83.15126,12.5,323.3,324.0,THEA G,IMO9415246,CQWI,70.0,0.0,185.0,24.0,6.3,70.0,A
538005359,2024-09-03T00:00:03,28.92471,-124.37106,12.8,120.3,122.0,STAR CHALLENGER,IMO9632997,V7DA8,79.0,0.0,200.0,32.0,10.8,70.0,A
367304000,2024-09-03T00:00:07,28.9556,-90.25095,0.5,94.5,278.0,ODYSSEA SQUIRE,IMO9302267,WDH2359,70.0,0.0,74.0,16.0,4.5,70.0,A
367744130,2024-09-03T00:00:05,29.93289,-90.14191,0.0,261.4,511.0,TAK I,,WDI8985,79.0,0.0,17.0,4.0,2.6,52.0,A
368206170,2024-09-03T00:00:00,29.58444,-94.93244,0.0,343.9,511.0,268 BOOSTER,,WDM4409,70.0,0.0,49.0,16.0,0.0,0.0,A
477441400,2024-09-03T00:00:03,48.65779,-126.37771,1.4,134.9,233.0,SEASPAN YANGTZE,IMO9630389,VRNA8,71.0,0.0,337.0,48.0,13.8,71.0,A
353025000,2024-09-03T00:00:03,18.28657,-69.6978,0.6,309.3,144.0,NYK DEMETER,IMO9337664,3ENV5,79.0,0.0,294.0,32.0,12.5,79.0,A
249904000,2024-09-03T00:00:03,32.25321,-128.27903,17.2,121.5,120.0,TONSBERG,IMO9515383,9HA2066,70.0,0.0,264.0,32.0,11.1,70.0,A
538007722,2024-09-03T00:00:02,32.39303,-118.2017,11.3,153.7,156.0,GENCO MADELEINE,IMO9705976,V7OF6,70.0,0.0,200.0,32.0,13.5,70.0,A
316206000,2024-09-03T00:00:05,46.92842,-85.34379,11.5,112.3,114.0,ATLANTIC HURON,IMO8025680,VCQN,70.0,0.0,225.0,24.0,7.7,70.0,A
477252500,2024-09-03T00:00:07,39.21089,-76.48162,0.8,73.3,256.0,KULTUS COVE,IMO9701059,VRQD7,70.0,0.0,179.0,30.0,9.3,70.0,A
