Date,Empty Exports,Loaded Exports,Empty Imports,Loaded Imports,Total TEUs,Total Imports,Total Exports,latitude,longitude,Count of Event_Cocaine,Count of Event_Ecstasy,Count of Event_Fentanyl,Count of Event_Heroin,Count of Event_Ketamine,Count of Event_Khat (Catha Edulis),Count of Event_Lsd,Count of Event_Marijuana,Count of Event_Methamphetamine,Count of Event_Other Drugs**,Sum Qty (lbs)_Cocaine,Sum Qty (lbs)_Ecstasy,Sum Qty (lbs)_Fentanyl,Sum Qty (lbs)_Heroin,Sum Qty (lbs)_Ketamine,Sum Qty (lbs)_Khat (Catha Edulis),Sum Qty (lbs)_Lsd,Sum Qty (lbs)_Marijuana,Sum Qty (lbs)_Methamphetamine,Sum Qty (lbs)_Other Drugs**,Sum_of_Counts
2019-09,191.143,116.231,1.721,315.866,624.961,317.587,307.374,40.6909464495114,-74.15705749185668,5.0,98.0,8.0,5.0,11.0,1.0,19.0,18.0,24.0,517.0,7.178912637506,80.12312898808888,0.1653466965,14.223563757454,7.46044294608,467.9091048688,0.0604066597879999,22.412854941706,5.66367551078,674.1325691690415,706.0
2019-09,37332.0,72057.6,12248.75,84905.85,206544.2,97154.6,109389.6,37.90095694063927,-122.20986401826484,,28.0,74.0,,2.0,,28.0,34.0,9.0,182.0,,28.713556158535003,0.5031830667888,,0.0260806855946,,117.84647073136122,49.5009869349674,11.4562773523776,280.7916056727166,357.0
2019-09,7373.0,35404.0,12937.0,25594.0,81308.0,38531.0,42777.0,26.14492877245509,-79.93771224550898,27.0,17.0,8.0,2.0,2.0,4.0,85.0,88.0,3.0,413.0,834.0195397968383,9.202094815880002,0.016755131912,2.6565702571,6.7461452172000005,25.35316013,0.2556039465628001,43.62522672814341,31.287122373992,322.09814260650126,649.0
2019-10,198.173,127.256,1.509,339.443,666.381,340.952,325.429,40.6909464495114,-74.15705749185668,24.0,152.0,9.0,,12.0,1.0,26.0,60.0,10.0,876.0,29.958616783180005,105.09259659730401,0.16755131912,,14.0213998632,652.56829552,0.12566348934,10.934046346151998,1.212542441,989.5985675940237,1170.0
2019-10,7132.0,38158.0,15966.0,23304.0,84560.0,39270.0,45290.0,26.14492877245509,-79.93771224550898,25.0,18.0,2.0,1.0,4.0,2.0,34.0,118.0,1.0,412.0,716.4372930864838,10.8228010887468,0.001763698096,0.71209310626,11.23585918283,39.1100052788,0.1382959769525999,32.87171692834319,19.9297884848,560.2647147413161,617.0
2019-10,442005.5,271966.5,14811.9,729830.6,1458613.5,744642.5,713972.0,33.804338012958965,-118.37905453563714,12.0,18.0,,1.0,1.0,1.0,1.0,1296.0,34.0,122.0,3.2105257828274,8.454286823176,,0.000440924524,0.01322773572,590.83886216,0.005070632026,1013.5622422715415,684.763281488908,246.5263688324976,1486.0
2019-10,23233.7,87392.6,15671.0,78582.5,204879.8,94253.5,110626.3,37.90095694063927,-122.20986401826484,,54.0,11.0,,1.0,,33.0,112.0,2.0,360.0,,25.162460273369994,0.033179570431,,0.5401325419,,91.8318576766826,103.14736987477322,4.5223644266322,578.6246355508662,573.0
2019-10,49467.75,79320.5,13072.0,109469.0,310066.39,122541.0,128788.25,47.449354639175255,-122.42877860824744,1.0,,1.0,,,1.0,48.0,234.0,2.0,102.0,0.2976240537,,0.078705027534,,,152.4717003992,0.7747043886680001,28.04694441692559,0.003747858454,9.1965391668776,389.0
2019-10,20904.0,109362.0,17720.0,110585.0,258571.0,128305.0,130266.0,29.602093408239703,-94.66715344569288,1.0,,,1.0,,,,58.0,2.0,52.0,0.007936641432,,,11.904962148,,,,34.5155276462676,3.748519840786,283.490879469966,114.0
2019-11,177.744,119.422,1.337,301.123,599.626,302.46,297.166,40.6909464495114,-74.15705749185668,5.0,216.0,1.0,,2.0,2.0,8.0,16.0,3.0,1124.0,25.4920734012862,167.74047574079597,0.01543235834,,9.88993707332,1500.4220627196,0.0330693393,15.6833766715132,0.21384839414,2907.344051872189,1377.0
2019-11,19743.25,81779.95,18469.9,77367.25,197360.35,95837.15,101523.2,37.90095694063927,-122.20986401826484,4.0,49.0,1.0,,2.0,1.0,16.0,48.0,5.0,244.0,2.7308439931678,23.0555906203408,0.0259263620112,,9.94505263882,9.112587137508,68.1701942518776,93.4843987001822,7.8558861054294,1174.0217754399782,370.0
2019-11,8852.0,39664.0,17620.0,26959.0,93095.0,44579.0,48516.0,26.14492877245509,-79.93771224550898,48.0,50.0,5.0,,10.0,5.0,46.0,65.0,2.0,488.0,1057.4300877190167,16.274744643101997,0.019400679056,,6.7414493710194,105.6896084028,0.2103209979479999,19.1909312599332,0.007495716908,629.8616084755007,719.0
2019-11,386665.75,262249.5,15350.95,664636.7,1328901.9,679987.65,648915.25,33.804338012958965,-118.37905453563714,3.0,18.0,,2.0,1.0,,,262.0,22.0,21.0,10.984752666412,12.32163582318,,0.234682077899,0.010361726314,,,258.9617190904172,69.98587734925721,24.9137347493816,329.0
2019-11,14129.0,107927.0,22188.0,101494.0,245738.0,123682.0,122056.0,29.602093408239703,-94.66715344569288,4.0,1.0,,1.0,,,,51.0,,22.0,36.025297308896,3.3730726086,,0.79145952058,,,,60.9105483340272,,4.2661211395096,79.0
2019-11,33654.99999999997,73588.5,13570.0,94977.75,271177.91,108547.75,107243.49999999997,47.449354639175255,-122.42877860824744,,4.0,,,,,33.0,72.0,2.0,89.0,,0.00881849048,,,,,0.3996980810059999,20.530437917619,0.00771617917,11.242076218618399,200.0
2019-12,441579.0,255623.5,18066.25,696742.0,1412011.75,714808.25,697202.5,33.804338012958965,-118.37905453563714,8.0,12.0,,,,1.0,,458.0,6.0,19.0,9.236927853276,1.8885458749706,,,,959.0108397,,406.8784046019828,10.691096933428,201.738622550602,504.0
2019-12,15322.0,109721.0,28513.0,100274.0,253830.0,128787.0,125043.0,29.602093408239703,-94.66715344569288,1.0,,,,,,1.0,104.0,,64.0,38.184504702924,,,,,,0.000881849048,41.65065647854041,,14.639928785467198,170.0
2019-12,9438.0,31995.0,15699.0,27133.0,84265.0,42832.0,41433.0,26.14492877245509,-79.93771224550898,19.0,12.0,,,6.0,,18.0,136.0,1.0,252.0,435.307167610466,1.092831432734,,,40.326516040516,,0.020723452628,97.51694007310279,0.002645547144,431.980259799529,444.0
2019-12,43298.75,75867.5,12688.0,105823.0,284452.17,118511.0,119166.25,47.449354639175255,-122.42877860824744,1.0,1.0,,,,,14.0,124.0,4.0,50.0,0.000440924524,0.001543235834,,,,,0.2103209979479999,18.030285635408,0.0185408762342,21.876911182784003,194.0
2019-12,23668.0,74643.1,14371.55,81280.65,193963.3,95652.2,98311.1,37.90095694063927,-122.20986401826484,5.0,80.0,,,6.0,,6.0,76.0,4.0,388.0,0.6158172364446,15.303961118611202,,,2.825334118661,,34.009390385168,65.3699707848584,8.836347923222,1009.3549404635339,565.0
2019-12,183.467,110.768,1.544,288.964,584.743,290.508,294.235,40.6909464495114,-74.15705749185668,7.0,160.0,,,10.0,5.0,36.0,17.0,6.0,1166.0,9.877370724386,167.03279187977603,,,6.875336102732,4362.9261187538,0.13668660243999992,11.9809334434852,0.33510263824,1466.330660372968,1407.0
2020-01,29334.25,77932.25,16115.2,87846.25,211227.95,103961.45,107266.5,37.90095694063927,-122.20986401826484,2.0,98.0,,,2.0,2.0,38.0,146.0,6.0,192.0,0.004960400895,78.53809350921361,,,0.063162438063,492.622924439,76.5296602561674,108.55769015406281,17.847301957948,495.0587458331594,486.0
2020-01,12199.0,33483.0,13859.0,26451.0,85992.0,40310.0,45682.0,26.14492877245509,-79.93771224550898,15.0,34.0,3.0,,8.0,,29.0,200.0,13.0,706.0,64.7836513990694,8.8469521580242,0.00661386786,,13.287480993002,,0.0773822539619999,111.90214676105518,3.07103930966,1017.5198485216088,1008.0
2020-01,39247.75,66410.25,10709.0,102878.0,263816.4,113587.0,105658.0,47.449354639175255,-122.42877860824744,3.0,1.0,,,,,15.0,127.0,1.0,24.0,0.0109790206476,0.019400679056,,,,,0.46396283037900005,14.202289149170998,0.001322773572,2.0443245092998,171.0
2020-01,432983.25,256830.0,18467.65,724691.85,1432972.75,743159.5,689813.25,33.804338012958965,-118.37905453563714,4.0,16.0,,,,,,836.0,22.0,40.0,0.753429780385,2.998507225462,,,,,,797.2922024608292,64.46462045972919,9.0949942490004,918.0
2020-01,173.892,118.488,2.001,322.643,617.024,324.64399999999995,292.38,40.6909464495114,-74.15705749185668,7.0,312.0,,,30.0,3.0,30.0,32.0,8.0,1198.0,26.67483139069,218.94195424124797,,,11.213592494368001,3491.791536687,0.23589462034,69.9986200680008,0.661386786,1481.137523183222,1620.0
2020-01,14692.0,118782.0,30252.0,105047.0,268773.0,135299.0,133474.0,29.602093408239703,-94.66715344569288,2.0,,,1.0,,,1.0,126.0,,68.0,0.0055997414548,,,0.019621141318,,,0.020062065842,72.14049912823558,,121.16597101029521,198.0
2020-02,11960.0,34613.0,16069.0,27651.0,90293.0,43720.0,46573.0,26.14492877245509,-79.93771224550898,15.0,52.0,15.0,,5.0,,45.0,194.0,7.0,856.0,91.476847296184,55.91897407518041,0.06393405598,,20.25166338732,,0.254413450348,105.28025407471841,1.65126234238,726.8400033349903,1189.0
2020-02,10137.0,110854.0,44560.0,89923.0,255474.0,134483.0,120991.0,29.602093408239703,-94.66715344569288,1.0,,,,,,,130.0,,25.0,0.000440924524,,,,,,,87.07478912592521,,10.6152579153,156.0
2020-02,285819.75,260027.5,18001.0,518617.05,1082465.3,536618.05,545847.25,33.804338012958965,-118.37905453563714,,14.0,,,,,,244.0,16.0,60.0,,5.879287603016,,,,,,397.6918744218001,37.26473614586,111.66056421435562,334.0
2020-02,39590.75,68553.25,12570.0,91659.75,260932.31,104229.75,108144.0,47.449354639175255,-122.42877860824744,1.0,,,1.0,,,29.0,83.0,,59.0,0.0008377565956,,,0.000440924524,,,0.8450318502459999,5.9523047041904,,4.8328855226592,173.0
2020-02,20539.7,78724.95,17857.75,63752.5,180874.90000000002,81610.25,99264.65,37.90095694063927,-122.20986401826484,2.0,32.0,11.0,,4.0,3.0,14.0,43.0,6.0,224.0,2.252242468592,15.6702812131504,0.0535061909874,,1.2057301571042,1607.280121111,37.6530583741468,39.102399330761,39.2539891821122,241.1968259260048,339.0
2020-02,163.564,113.801,1.314,300.445,579.124,301.759,277.365,40.6909464495114,-74.15705749185668,20.0,307.0,1.0,4.0,16.0,6.0,70.0,13.0,40.0,1314.0,168.738728863132,101.50743929266,0.00440924524,0.0330693393,8.76117029188,5098.1016238452,0.3836043358800001,30.391163741224,5.56887673812,1921.0336348234443,1791.0
2020-03,22167.25,79395.25,16316.75,84035.25,264132.83,100352.0,101562.5,47.449354639175255,-122.42877860824744,2.0,2.0,1.0,,,,35.0,166.0,1.0,177.0,0.00881849048,0.030423792156,0.00661386786,,,,0.1922430924639999,54.8822723343516,0.0104058187664,87.89482055566037,384.0
2020-03,13855.0,33217.0,15742.0,29960.0,92774.0,45702.0,47072.0,26.14492877245509,-79.93771224550898,7.0,44.0,9.0,,4.0,,13.0,110.0,2.0,508.0,81.72095127816,9.0830451944,0.046517537282,,31.689466002142,,0.052470018356,44.289192922608805,0.0130072734579999,401.7089172977021,697.0
2020-03,8118.0,114972.0,37448.0,88302.0,248840.0,125750.0,123090.0,29.602093408239703,-94.66715344569288,1.0,1.0,,,1.0,1.0,,120.0,,18.0,0.000440924524,1.11553904572,,,0.026235009178,200.62065842,,69.39164336826241,,26.057096132566,142.0
2020-03,150.702,136.78,1.837,271.511,560.83,273.348,287.48199999999997,40.6909464495114,-74.15705749185668,5.0,716.0,34.0,3.0,17.0,4.0,196.0,19.0,48.0,1718.0,0.05291094288,172.15457115055995,0.2116437715199999,0.03747858454,15.6680986367566,10405.89901466337,0.8289381051200002,119.020740923678,5.13236145936,3227.5979835646076,2760.0
2020-03,222115.0,266588.0,23704.75,454824.55,967232.3,478529.3,488703.0,33.804338012958965,-118.37905453563714,2.0,30.0,,2.0,3.0,,,80.0,3.0,176.0,0.8392998314339999,16.533126414166,,0.130954583628,1.314175543782,,,137.329360164861,2.5154744094199994,139029.7814910689,296.0
2020-03,17281.5,83781.5,22089.95,67034.75,190187.7,89124.7,101063.0,37.90095694063927,-122.20986401826484,2.0,17.0,20.0,,2.0,2.0,100.0,152.0,11.0,204.0,0.1267217081976,10.4376314708066,0.12253292521959991,,2.5487862572082003,1260.162289592,145.26478905442002,237.27295040202404,76.3729997727902,134.9193328553556,510.0
2020-04,11276.0,91808.0,18422.0,100034.0,221540.0,118456.0,103084.0,29.602093408239703,-94.66715344569288,1.0,1.0,,,,,,31.0,,36.0,0.001322773572,0.01763698096,,,,,,26.8744158764786,,26.817470474204,69.0
2020-04,177.254,97.312,1.289,284.074,559.929,285.363,274.566,40.6909464495114,-74.15705749185668,126.0,626.0,6.0,366.0,8.0,3.0,80.0,17.0,24.0,626.0,1.741651869800001,78.11859791708002,0.88515598193,23.346953545799977,0.15873282864,2229.0057461772003,0.35714886444,5.4233716452,0.69666074792,547.6207630910919,1882.0
2020-04,23846.75,66954.75,6173.25,96991.5,247674.71,103164.75,90801.5,47.449354639175255,-122.42877860824744,1.0,8.0,,1.0,,,7.0,27.0,1.0,13.0,0.015211896078,0.1781335076959999,,0.001984160358,,,0.0343921128719999,3.8104697364080002,0.0694897049824,3.2454249589020003,58.0
2020-04,14829.0,20119.0,13523.0,23164.0,71635.0,36687.0,34948.0,26.14492877245509,-79.93771224550898,17.0,9.0,,,1.0,,11.0,37.0,3.0,454.0,35.8050114167056,2.796122868946,,,0.01873929227,,0.05401325419,101.0809109543686,4.90308070688,325.35745668790946,532.0
2020-04,19981.25,82382.65,19552.0,80002.5,201918.4,99554.5,102363.9,37.90095694063927,-122.20986401826484,,3.0,1.0,,1.0,,50.0,80.0,2.0,21.0,,0.4529617635052,0.0046958461806,,0.0016314207388,,225.714554929888,138.7314340125024,3.2987547800798,25.6577507911792,158.0
2020-04,330422.75,232823.25,21833.0,623651.0,1208729.0,645484.0,563246.0,33.804338012958965,-118.37905453563714,1.0,8.0,,,3.0,,,44.0,8.0,51.0,10.2074027306,7.05920162924,,,0.5960858639956,,,169.638214892092,103.999544702308,167.70566474962618,115.0
2020-05,342757.75,238938.0,9262.0,618913.0,1209869.75,628175.0,581695.75,33.804338012958965,-118.37905453563714,2.0,36.0,,,,,,114.0,5.0,120.0,1.10672055524,21.9199454163264,,,,,,298.33001795537643,4.5430878792602,380.5030491479937,277.0
2020-05,13244.0,100538.0,8959.0,99509.0,222250.0,108468.0,113782.0,29.602093408239703,-94.66715344569288,,,,,,,,132.0,1.0,21.0,,,,,,,,87.96902815304963,0.01763698096,15.173756106674,154.0
2020-05,29582.75,59594.75,8123.0,86128.5,240671.12,94251.5,89177.5,47.449354639175255,-122.42877860824744,8.0,,1.0,1.0,,,41.0,49.0,20.0,20.0,269.7162209703964,,0.003086471668,0.0147930177802,,,18.9090041192876,32.8364650126494,9.197465108378001,14.922208665732,140.0
2020-05,174.942,95.462,1.004,266.004,537.412,267.00800000000004,270.404,40.6909464495114,-74.15705749185668,108.0,1896.0,6.0,658.0,17.0,1.0,192.0,5.0,36.0,460.0,1.37127526964,161.58120106503995,4.61427514366,11.239166116760005,44.03292758926,723.005988229,0.6128850883600003,4.611850058778,2.13627931878,470.4832222399119,3379.0
2020-05,12613.0,20643.0,11721.0,19410.0,64387.0,31131.0,33256.0,26.14492877245509,-79.93771224550898,21.0,28.0,1.0,1.0,2.0,,40.0,29.0,1.0,664.0,135.42820384850398,19.859020098698,0.000881849048,0.00220462262,0.166008083286,,0.231264912838,471.5377152852842,2.755778275,828.2325817891475,787.0
2020-05,25444.0,69720.0,17008.2,73422.5,185594.7,90430.7,95164.0,37.90095694063927,-122.20986401826484,,9.0,,1.0,,1.0,8.0,68.0,6.0,86.0,,1.8935283220918,,0.0566808475602,,1513.914353154,6.7726888735448,87.01473520575638,37.2675360165874,1244.2328329436423,179.0
2020-06,9171.0,21915.0,9186.0,19235.0,59507.0,28421.0,31086.0,26.14492877245509,-79.93771224550898,62.0,76.0,1.0,,3.0,1.0,9.0,28.0,3.0,832.0,126.741108876656,15.598586885548002,0.156969130544,,11.372766247532,497.14240081,0.061068046574,108.718539420418,0.373463071828,1254.6151504329125,1015.0
2020-06,385260.75,227123.75,11368.0,669902.9,1293655.4,681270.9,612384.5,33.804338012958965,-118.37905453563714,6.0,33.0,1.0,,3.0,,2.0,40.0,3.0,158.0,9.4074333667068,5.2861338871050005,0.40124131684,,0.465836759606,,0.0036596735492,67.527480619469,8.57157274656,134.87960555574318,246.0
2020-06,9392.0,97635.0,17002.0,86903.0,210932.0,103905.0,107027.0,29.602093408239703,-94.66715344569288,,,1.0,,,2.0,,148.0,,25.0,,,0.04188782978,,,1130.4863870836,,92.32514198790759,,20.6368991439388,176.0
2020-06,40902.5,70431.25,6939.0,104115.0,287035.75,111054.0,111333.75,47.449354639175255,-122.42877860824744,1.0,1.0,,,,,8.0,36.0,5.0,19.0,0.006172943336,0.021825763938,,,,,3.47999680567,3.4886389263404003,0.0477080334968,2.3128916368682,70.0
2020-06,146.701,97.769,2.782,264.054,511.306,266.83599999999996,244.47,40.6909464495114,-74.15705749185668,152.0,1566.0,5.0,486.0,23.0,3.0,474.0,12.0,260.0,580.0,1.81660903888,297.10817200692,0.065697754076,7.262026910279999,76.55662279081,1566.715064903,1.7544386809959982,12.18935846598,16.2273011643196,558.6089990612434,3561.0
2020-06,30007.25,70638.45,15902.0,82463.75,199011.45,98365.75,100645.7,37.90095694063927,-122.20986401826484,4.0,8.0,,1.0,,,,120.0,7.0,28.0,21.481401884756,3.7034132619808,,0.0661386786,,,,114.95947331801881,14.283309030456,106.8438165292748,168.0
2020-07,497756.7,264955.7,13923.0,832835.7,1609470.15,846758.7,762712.45,33.804338012958965,-118.37905453563714,6.0,26.0,2.0,1.0,5.0,,,122.0,13.0,98.0,0.9558582293534,11.9520749333894,0.0174385649241999,0.004629707502,1.047416206762,,,182.3553600133,276.833139619828,39.636248698194,273.0
2020-07,175.859,102.74,2.785,326.079,607.463,328.86400000000003,278.599,40.6909464495114,-74.15705749185668,286.0,1264.0,,444.0,40.0,30.0,1636.0,30.0,186.0,722.0,9.837026130440002,382.7154320396156,,6.309629938440002,1.5829190411600003,15862.0833810904,5.7183501517559865,310.26615346722326,6.146487864560001,581.6361059573343,4638.0
2020-07,40351.75000000003,56547.0,5984.0,103389.25,270388.46,109373.25,96898.75000000003,47.449354639175255,-122.42877860824744,,2.0,,1.0,,,2.0,94.0,2.0,30.0,,0.021384839414,,0.00551155655,,,0.00220462262,17.741039147663997,0.00220462262,13.0906743317146,131.0
2020-07,10130.0,25867.0,10725.0,22108.0,68830.0,32833.0,35997.0,26.14492877245509,-79.93771224550898,36.0,50.0,,,,,10.0,36.0,6.0,1112.0,114.686232390496,20.316479292348,,,,,0.0705699700662,66.25905099505201,7.8594796403,1588.239192374132,1250.0
2020-07,12212.0,98509.0,21677.0,102339.0,234737.0,124016.0,110721.0,29.602093408239703,-94.66715344569288,1.0,1.0,,,,,,510.0,1.0,110.0,0.001322773572,0.000881849048,,,,,,329.2720727968858,0.28219169536,162.77989847598639,623.0
2020-07,39651.25,71524.9,11484.25,96419.9,219080.3,107904.15,111176.15,37.90095694063927,-122.20986401826484,4.0,3.0,,,1.0,2.0,1.0,138.0,16.0,120.0,0.0160055602211999,0.377872317068,,,0.004960400895,940.060785507528,0.04188782978,227.61013355101636,0.7364762324371998,864.2416971680127,285.0
2020-08,21394.0,98552.0,11970.0,116714.0,248630.0,128684.0,119946.0,29.602093408239703,-94.66715344569288,1.0,1.0,1.0,,1.0,,,92.0,,74.0,0.000440924524,0.00220462262,0.020502990366,,2.2707612986,,,67.930154941012,,35.62775975805761,170.0
2020-08,534330.25,257605.75,14429.8,881077.95,1687442.75,895507.75,791936.0,33.804338012958965,-118.37905453563714,12.0,18.0,1.0,,2.0,2.0,,170.0,9.0,244.0,0.30093098763,7.982718044758,0.062170357884,,0.239862941056,1092.39050821,,217.161060088812,11.167074957086,271.3035492567964,458.0
2020-08,46533.25000000003,54918.0,5291.0,107889.5,276407.27,113180.5,101451.25000000003,47.449354639175255,-122.42877860824744,1.0,,,,,,1.0,94.0,3.0,19.0,0.005070632026,,,,,,2.20462262e-05,12.996470807162002,0.021274608283,5.49722650297,118.0
2020-08,216.43,103.067,1.981,366.887,688.365,368.868,319.497,40.6909464495114,-74.15705749185668,176.0,1310.0,8.0,624.0,72.0,17.0,1378.0,21.0,122.0,918.0,8.24969784404,354.0183003196001,0.2425084881999999,9.105091420599997,543.0514622488802,11392.277157719,3.4965314753200234,14.0262941254164,6.1861710717200005,521.3632667623681,4646.0
2020-08,41214.5,76144.25,11866.0,96264.4,225489.15,108130.4,117358.75,37.90095694063927,-122.20986401826484,1.0,7.0,,2.0,,2.0,,386.0,3.0,136.0,0.304458383822,2.4341899734206,,0.522054636416,,1413.052868289,,584.3248196122337,0.306222081918,984.4968503890809,537.0
2020-08,12422.0,28298.0,10030.0,25150.0,75900.0,35180.0,40720.0,26.14492877245509,-79.93771224550898,62.0,68.0,1.0,,2.0,,46.0,45.0,13.0,988.0,107.72491600558402,35.273520995476005,0.023368999772,,4.416079570122,,0.1388912250599999,112.5715804196182,38.430320125054,1947.2447017997915,1225.0
2020-09,229.523,114.69,2.107,374.649,720.969,376.75600000000003,344.21299999999997,40.6909464495114,-74.15705749185668,77.0,368.0,,362.0,180.0,14.0,910.0,22.0,150.0,2314.0,1.009937622222,53.82806588992001,,9.1712300992,207.2257077895199,27334.344247463,2.9145111036400095,6.519510011864001,32.469681947360016,2890.1910296697324,4397.0
2020-09,50494.0,66939.25,6878.25,122542.5,308682.43,129420.75,117433.25,47.449354639175255,-122.42877860824744,3.0,1.0,1.0,,,,1.0,88.0,3.0,66.0,0.020172296973,0.089066753848,0.0229060290218,,,,0.17747212091,319.48861899611194,0.0196652337703999,51.243278145327196,163.0
2020-09,542617.5,242952.75,16222.05,877412.5,1679204.8,893634.55,785570.25,33.804338012958965,-118.37905453563714,29.0,25.0,,,1.0,3.0,,204.0,9.0,360.0,0.316583808232,12.00637478852,,,0.013448197982,1510.386956962,,544.6921424026839,18.716364194752,847.2775229391835,631.0
2020-09,9637.0,27685.0,12118.0,24835.0,74275.0,36953.0,37322.0,26.14492877245509,-79.93771224550898,43.0,21.0,,,,,20.0,86.0,2.0,820.0,303.597258226628,29.934586396622,,,,,0.1446232438719999,281.00309512065314,14.4072088217,1637.2462777035416,992.0
2020-09,41439.5,75674.25,14779.0,93913.75,225806.5,108692.75,117113.75,37.90095694063927,-122.20986401826484,3.0,44.0,,,1.0,,14.0,240.0,15.0,87.0,0.449302089956,12.562953815165201,,,0.0060847584312,,18.4940941422036,499.2396142159537,80.625584529413,50.2987296300144,404.0
2020-09,29781.0,92415.0,10701.0,121508.0,254405.0,132209.0,122196.0,29.602093408239703,-94.66715344569288,1.0,3.0,,,36.0,1.0,1.0,79.0,1.0,94.0,0.001543235834,11.6217342800086,,,87.08259349000001,583.563607514,0.00110231131,42.2050529287918,57.32018812,66.1607689186524,216.0
2020-10,11391.0,33368.0,12872.0,26882.0,84513.0,39754.0,44759.0,26.14492877245509,-79.93771224550898,104.0,30.0,2.0,,5.0,,,34.0,3.0,804.0,763.0593074344455,22.111042105027998,0.283514468932,,12.3899791244,,,72.67787589186061,7.075956761152,2044.4212481403652,982.0
2020-10,600968.0,258614.75,18727.6,909021.2,1787331.55,927748.8,859582.75,33.804338012958965,-118.37905453563714,9.0,5.0,,,4.0,2.0,,66.0,12.0,180.0,3.008648489514,18.87708118375,,,196.457669526654,482.5477990656,,235.15717407361,48.526389413344,206.2899116260086,278.0
2020-10,28999.5,86941.75,13969.75,86753.0,216664.0,100722.75,115941.25,37.90095694063927,-122.20986401826484,3.0,15.0,,,9.0,,1.0,77.0,26.0,174.0,0.0084657508608,3.0823710699268,,,45.3266883275808,,0.0024030386558,185.224455890968,16.361694959234796,319.15673510689726,305.0
2020-10,51634.25,64281.75,8164.75,114569.0,296891.67,122733.75,115916.0,47.449354639175255,-122.42877860824744,2.0,1.0,3.0,,4.0,,2.0,85.0,,47.0,0.005070632026,0.003968320716,2.271202223124,,0.024471311082,,0.08950767837200001,39.47156338848,,361.5716901553396,144.0
2020-10,231.741,118.281,2.312,403.103,755.437,405.415,350.02200000000005,40.6909464495114,-74.15705749185668,134.0,690.0,1.0,268.0,32.0,13.0,468.0,14.0,48.0,1900.0,17.44187185813,137.93441884291997,0.03747858454,3.3995280800400005,201.645146551514,10203.544641015,1.2874996100799987,5.822143784705601,25.3950700060062,1668.6396187953646,3568.0
2020-10,50979.0,97185.0,12871.0,135175.0,296210.0,148046.0,148164.0,29.602093408239703,-94.66715344569288,,2.0,,,,1.0,,380.0,3.0,32.0,,0.57099725858,,,,0.61288508836,,300.7166542188836,0.03527396192,18.47363524429,418.0
2020-11,233.904,118.762,3.307,382.912,738.885,386.219,352.666,40.6909464495114,-74.15705749185668,44.0,432.0,4.0,98.0,34.0,38.0,128.0,7.0,31.0,2272.0,87.815850973412,37.21402982560001,0.28880556322,15.558065921792402,162.93043010847998,16308.84574578816,0.3130564120400001,13.8945017851928,7.29840318351,1656.355329279365,3088.0
2020-11,23646.75,79667.2,16332.75,78048.0,197694.7,94380.75,103313.95,37.90095694063927,-122.20986401826484,,9.0,2.0,,5.0,,4.0,98.0,5.0,202.0,,1.0346514417922,0.008598028218,,33.93575598966,,3.665405568012,219.01558863675598,10.6904135004158,694.4550670811427,325.0
2020-11,29682.0,102755.0,8018.0,122475.0,262930.0,130493.0,132437.0,29.602093408239703,-94.66715344569288,1.0,,,,,3.0,,358.0,,130.0,0.0312835949778,,,,,1802.830147505,,256.65996079777995,,82.15649652296719,492.0
2020-11,48668.00000000003,72745.5,10753.75,117151.0,301931.84,127904.75,121413.50000000003,47.449354639175255,-122.42877860824744,1.0,2.0,,,,,1.0,48.0,1.0,96.0,0.0109790206476,0.010361726314,,,,,0.014109584768,6.589572918727599,0.0031746565728,19.506545034212404,149.0
2020-11,533209.25,248199.5,14364.7,847496.7,1643270.15,861861.4,781408.75,33.804338012958965,-118.37905453563714,22.0,10.0,,,7.0,2.0,10.0,118.0,8.0,442.0,103.5761248819108,20.8372772938706,,,29.675984163296,35.7810251226,0.7936641431999999,305.67736376105034,108.48066063972,580.4109530749479,619.0
2020-11,10439.0,31476.0,12006.0,26280.0,80201.0,38286.0,41915.0,26.14492877245509,-79.93771224550898,64.0,12.0,,,5.0,,2.0,36.0,2.0,912.0,553.1839078103999,1.6913864740640001,,,23.368999772,,0.0020062065842,76.0805124897948,30.8977860193,1482.1129364152152,1033.0
2020-12,11862.0,32889.0,12463.0,27913.0,85127.0,40376.0,44751.0,26.14492877245509,-79.93771224550898,48.0,4.0,,,7.0,,1.0,31.0,,1260.0,167.8003091987028,0.2506655918939999,,,204.30127588409,,0.033951188348,69.8172457650534,,1671.1963196477782,1351.0
2020-12,26619.0,106908.0,14323.0,128593.0,276443.0,142916.0,133527.0,29.602093408239703,-94.66715344569288,2.0,,,,3.0,3.0,,62.0,,11.0,1.811758869116,,,,7.1209310626,885.1559819299999,,62.704802499540406,,19.9470506799146,81.0
2020-12,52841.75,63848.5,7433.75,122468.5,301813.86,129902.25,116690.25,47.449354639175255,-122.42877860824744,2.0,,,,,,,26.0,2.0,40.0,0.0695337974348,,,,,,,1.635278828385,0.4149320233102,11.8379636665782,70.0
2020-12,243.938,103.891,2.921,358.325,709.075,361.246,347.829,40.6909464495114,-74.15705749185668,142.0,446.0,1.0,228.0,11.0,7.0,206.0,6.0,33.0,2250.0,244.96223317605984,27.05953803788001,0.01543235834,7.614766529480002,76.91487396656,5948.07182876,0.5247001835600005,7.629317038772001,1.53882658876,1515.5144241591433,3330.0
