Empty Exports,Loaded Exports,Empty Imports,Loaded Imports,Total TEUs,Total Imports,Total Exports,latitude,longitude,Count of Event_Cocaine,Count of Event_Ecstasy,Count of Event_Fentanyl,Count of Event_Heroin,Count of Event_Ketamine,Count of Event_Khat (Catha Edulis),Count of Event_Lsd,Count of Event_Marijuana,Count of Event_Methamphetamine,Count of Event_Other Drugs**,Sum Qty (lbs)_Cocaine,Sum Qty (lbs)_Ecstasy,Sum Qty (lbs)_Fentanyl,Sum Qty (lbs)_Heroin,Sum Qty (lbs)_Ketamine,Sum Qty (lbs)_Khat (Catha Edulis),Sum Qty (lbs)_Lsd,Sum Qty (lbs)_Marijuana,Sum Qty (lbs)_Methamphetamine,Sum Qty (lbs)_Other Drugs**,Sum_of_Counts,Hub Portuario,Date,Ratio_Cocaine,Ratio_Ecstasy,Ratio_Fentanyl,Ratio_Heroin,Ratio_Ketamine,Ratio_Khat (Catha Edulis),Ratio_Lsd,Ratio_Marijuana,Ratio_Methamphetamine,Ratio_Other Drugs**
-0.4597118447922314,-0.42847103561829164,-0.08700632946060548,-0.4265690721520884,-0.35862026104607037,-0.43267469665736413,-0.4626699038274135,1.6299940316770722,-1.021196100221785,-0.5195628801246789,-0.30422510770835776,-0.34168588808140643,-0.1524021627444167,-0.5236182215084527,-0.3909977306992006,-0.18156952892138067,-0.27826454741261225,-0.3920093733606436,-0.5930071076653588,-0.1060657319519369,-0.37172366426927117,-0.08827793584187672,-0.22907002639843552,-0.19516640035962174,-0.3115300132826203,-0.149768893813167,-0.3487018077532694,-0.2960471907413016,-0.19856128134641396,-0.6090957359836005,5.0,2018-10,0.20414416812549124,1.2218704336054347,0.25835991160643007,1.5030628323995197,0.37272652543943446,0.7967565763758466,0.8248569829027683,1.2531305586557975,0.7552043671898171,0.33483794507647713
-0.5545069005208213,-0.3566681357571705,0.12730061416717509,-0.6268013412509629,-0.5742315486537751,-0.5828993637093693,-0.5147394700602572,0.2786446126912207,-1.0102726127834971,-0.3329184181320455,-0.2933521588981948,-0.34168588808140643,-0.17890176600368543,-0.2852889568299594,-0.3909977306992006,-0.26570818911243427,-0.3223376557609464,-0.3403687943172333,-0.5143364885637772,-0.09802342894324306,-0.3514054365863639,-0.08827793584187672,-0.24443812034893103,-0.17362040720598143,-0.3115300132826203,-0.15573476782102152,-0.28214977136324165,-0.24676208114963255,-0.08213740517212519,-0.5528382184524182,4.0,2018-10,0.2944367857243753,1.1978962006150293,0.25835991160643007,1.366325921812843,0.6085773846110148,0.7967565763758466,0.5861120364458261,0.8753236437646953,0.7249844441369185,0.15969585475353695
-0.7459409846604033,-0.9499064493106633,-0.020649501080391736,-0.8320292610102628,-0.8466633886602478,-0.8130495683159555,-0.8196459580055363,-1.3851425834676494,1.0990400598702295,-0.021844314810989685,-0.2281144660372175,-0.15907466523504907,-0.1921515676333198,-0.046959692151466094,-0.3909977306992006,0.26207067935871997,-0.32968317381900214,-0.49529053144746427,-0.4098520725694893,-0.08875149585152702,-0.22122702433890024,-0.08822151754132695,-0.2474770089832098,-0.18044676196912726,-0.3115300132826203,-0.11954361909145092,-0.25160853005803535,-0.25351864437215454,0.488015891472576,-0.39144370094492814,2.0,2018-10,4.062910492705265,0.9698070805505445,0.5545918792975025,1.2879260472933884,3.842588264571783,0.7967565763758466,-0.4561503003081878,0.7631828071279422,0.5118584513038392,-1.1907122694611585
-0.6362374435669852,-0.10010462066095532,-0.11140991434737613,-0.5258418638127497,-0.5444101093043829,-0.534229470533108,-0.506962424417036,-0.8958628561870937,0.3640645338625945,-0.5817777007888901,-0.31509805651852063,-0.34168588808140643,-0.1921515676333198,-0.5236182215084527,-0.3909977306992006,-0.26570818911243427,-0.8071418475926225,-0.4436499524040539,-0.6188209045580652,-0.10606201734121082,-0.37173678973935054,-0.08827793584187672,-0.2474770089832098,-0.19516640035962174,-0.3115300132826203,-0.15573476782102152,-0.351082362560145,-0.15528424260883925,-0.19676759176974762,-0.7133104815741511,0.0,2018-10,0.18230677662170758,1.1797495479554023,0.25835991160643007,1.2879260472933884,0.37272652543943446,0.7967565763758466,0.5861120364458261,0.43496984279440054,0.3500152355869391,0.31797179170970385
-0.5665541887125155,-0.3802753320215972,0.05338192106872143,-0.6230820962530439,-0.5880696265342754,-0.5946020558572854,-0.5302136797333431,0.2786446126912207,-1.0102726127834971,-0.4262406491283622,-0.2879156844931134,-0.34168588808140643,-0.16565196437405105,-0.5236182215084527,-0.3909977306992006,-0.26570818911243427,-0.4692480169220604,-0.26290792575211785,-0.5032734327526174,-0.10580412942413485,-0.29938482350501877,-0.08827793584187672,-0.24574050119219337,-0.19516640035962174,-0.3115300132826203,-0.15573476782102152,-0.3054748597604822,-0.21007007749726442,-0.07945835059614584,-0.5666720342387744,4.0,2018-11,0.24822627696466365,1.0398350615462206,0.25835991160643007,1.4834747183395791,0.37272652543943446,0.7967565763758466,0.5861120364458261,0.6509880675984188,0.799025274328658,0.1578830620196941
1.489422667232123,2.496867716435402,0.12976712579560515,1.912062766954768,1.8788872511118149,1.8855035922771501,1.7989864255174302,-0.301134715999291,-0.8191213548189943,-0.3329184181320455,-0.24442388925246183,-0.15907466523504907,-0.16565196437405105,-0.3250105009430416,-0.1954988653496003,-0.26570818911243427,0.14042998189656258,-0.056345609578476584,-0.5376918286095592,-0.08654383011266176,-0.3551111943054471,-0.08722009270656884,-0.23375859743417993,-0.19060937420649132,-0.3115254716979007,-0.15573476782102152,0.01010857644669774,-0.01432793214957595,-0.16677456682262506,-0.4919694289924505,1.0,2018-11,0.25995506826641196,1.4528497823658224,0.5482965661294478,1.4111429243684694,0.5864714329334725,1.5934899220044891,0.5861120364458261,0.07198303603103418,0.25428657630583285,0.31016756801734313
-0.5309580860155945,-0.2839968923340995,0.05453626654747481,-0.495257346145706,-0.3880883478193113,-0.47011135093827355,-0.4773145266434206,1.6299940316770722,-1.021196100221785,-0.3951332387962566,-0.30422510770835776,-0.34168588808140643,-0.1921515676333198,-0.5236182215084527,-0.1954988653496003,-0.22746334357104628,-0.2635735112965008,-0.4178296628823488,-0.5991532497826698,-0.10607170948643865,-0.3717586655228162,-0.08827793584187672,-0.2474770089832098,-0.19516640035962174,-0.17084774779091966,-0.1536596812095939,-0.12905908996184515,-0.2959873416237574,-0.19892511017032655,-0.6164737710696572,5.0,2018-11,0.268445423142781,1.2219854841146076,0.25835991160643007,1.2879260472933884,0.37272652543943446,0.8739065952398325,0.6755360173521743,0.4896512146725669,0.7083923615712765,0.33201040008125204
-0.6629959863457561,-0.1977989197556221,-0.036882484375361124,-0.5540385281391805,-0.5736510836530427,-0.5461938006402556,-0.5535790516401596,-0.8958628561870937,0.3640645338625945,-0.6128851111209956,-0.31509805651852063,-0.34168588808140643,-0.1921515676333198,-0.5236182215084527,-0.3909977306992006,-0.26570818911243427,-0.7924508114765111,-0.49529053144746427,-0.5893194223949721,-0.10607772971761543,-0.37157490894170464,-0.08827793584187672,-0.2474770089832098,-0.19516640035962174,-0.3115300132826203,-0.15573476782102152,-0.351065550111592,-0.2709292967486554,-0.19865061485811472,-0.6920986307017382,0.0,2018-11,0.17307930604415286,1.1792358005859818,0.25835991160643007,1.2879260472933884,0.37272652543943446,0.7967565763758466,0.5861120364458261,0.44301241796633317,0.5470108543300368,0.3370847918957194
-0.7326049419346345,-0.955780759617003,-0.014444894132092325,-0.8212166304244284,-0.8362086267406573,-0.8012534340397425,-0.8111768767527254,-1.3851425834676494,1.0990400598702295,0.040370505853221474,-0.24442388925246183,0.2061477804576656,-0.17890176600368543,-0.12640278037763053,-0.3909977306992006,0.6139232583394895,-0.34437420993511353,-0.4436499524040539,-0.39510133148794274,-0.08396332846825168,-0.27634087320229,-0.024721309815065463,0.0034483668186659384,-0.17514234985050608,-0.3115300132826203,-0.1137251854480926,-0.3526037243262636,-0.2960479477261876,0.05679851267222348,-0.33795294657101715,2.0,2018-11,-2.07981858769678,1.130580460230144,-0.11992032977596001,-0.019275197197298213,1.3855893780759034,0.7967565763758466,-0.18524332463912688,1.0238970113142347,0.66730075394342,-0.14375682425144343
2.0229710970261734,2.3913319661984773,0.12386733820028908,2.294020095951706,2.2598853218479964,2.2555609578977003,2.172853365327964,-0.301134715999291,-0.8191213548189943,-0.5195628801246789,-0.20093209401181025,-0.15907466523504907,-0.17890176600368543,-0.3250105009430416,-0.3909977306992006,-0.26570818911243427,0.21388516247711958,-0.288728215273823,-0.5733394528899634,-0.10156469116878612,-0.35226734245491104,-0.08810162865265873,-0.22750716938652074,-0.19495094808180746,-0.3115300132826203,-0.15573476782102152,-0.16879598516420485,-0.17811821857750937,-0.19360170430746618,-0.5177925517936489,1.0,2018-12,0.1954810381072908,1.7531661339985125,0.553838215044989,1.271687666749103,0.5998296901673733,0.7967565763758466,0.5861120364458261,-0.7891897839442783,0.6169061738860065,0.3376737870237279
