,Date,Empty Exports,Loaded Exports,Empty Imports,Loaded Imports,Total TEUs,Total Imports,Total Exports,latitude,longitude,Count of Event_Cocaine,Count of Event_Ecstasy,Count of Event_Fentanyl,Count of Event_Heroin,Count of Event_Ketamine,Count of Event_Khat (Catha Edulis),Count of Event_Lsd,Count of Event_Marijuana,Count of Event_Methamphetamine,Count of Event_Other Drugs**,Sum Qty (lbs)_Cocaine,Sum Qty (lbs)_Ecstasy,Sum Qty (lbs)_Fentanyl,Sum Qty (lbs)_Heroin,Sum Qty (lbs)_Ketamine,Sum Qty (lbs)_Khat (Catha Edulis),Sum Qty (lbs)_Lsd,Sum Qty (lbs)_Marijuana,Sum Qty (lbs)_Methamphetamine,Sum Qty (lbs)_Other Drugs**,Sum_of_Counts,Ratio_Cocaine,Ratio_Ecstasy,Ratio_Fentanyl,Ratio_Heroin,Ratio_Ketamine,Ratio_Khat (Catha Edulis),Ratio_Lsd,Ratio_Marijuana,Ratio_Methamphetamine,Ratio_Other Drugs**,Hub Portuario,Hub Portuario_name
192,2021-06,-0.4795605558710117,-0.26988725084829485,-0.05573078164563113,-0.4074297162698015,-0.44133063111170656,-0.40758922289475197,-0.43473069821705174,-0.8958628561870937,0.3640645338625945,-0.48845546979257337,-0.32053453092360207,-0.34168588808140643,-0.17890176600368543,-0.4838966773953705,-0.3909977306992006,-0.26570818911243427,-0.5647397516767845,-0.49529053144746427,-0.6188209045580652,0.01247488284250407,-0.3719249214771552,-0.08827793584187672,-0.2431357395056687,-0.1938971070824381,-0.3115300132826203,-0.15573476782102152,-0.2917039260015984,-0.28857650690201087,-0.19877951372577574,-0.6810315780726531,0.11750501817128493,-0.11815652972882709,-0.08088234453130691,-0.11183270601972661,-0.09023027238083602,-0.24922645142514024,-0.1798888392280859,-0.23054145752539357,-0.125654178163851,-0.1378074502846346,0.0,Houston
193,2021-06,-0.39451626557947594,-0.6861800412242431,-0.13777949387764862,-0.4287492860717783,-0.3374900366634244,-0.44531554777338206,-0.4832282113873227,1.6299940316770722,-1.021196100221785,-0.5195628801246789,-0.2933521588981948,-0.34168588808140643,-0.1921515676333198,-0.5236182215084527,-0.3909977306992006,-0.26570818911243427,-0.4619024988640047,-0.49529053144746427,-0.536462600186097,-0.1060742285902644,-0.3702588618084104,-0.08827793584187672,-0.2474770089832098,-0.19516640035962174,-0.3115300132826203,-0.15573476782102152,0.08823601113677997,-0.29609431305045103,-0.19456575741652415,-0.604484464054815,-0.0652208628872463,-0.11568791380753976,-0.08088234453130691,-0.11854493012862614,-0.09875561681287304,-0.24922645142514024,-0.1798888392280859,0.43044988110642385,-0.26342171687620525,-0.13406890606827038,5.0,Seattle/Tacoma
194,2021-06,-0.5665990384510179,-0.4720614305581568,0.013055583234396382,-0.5781083589747698,-0.5813615205055096,-0.5592422463199052,-0.5550831490589998,0.2786446126912207,-1.0102726127834971,-0.48845546979257337,-0.20093209401181025,-0.34168588808140643,-0.1921515676333198,-0.12640278037763053,-0.3909977306992006,-0.26570818911243427,0.2065396444190639,-0.36618908383893845,-0.16892330157089588,-0.1029755600979017,-0.31964267402556074,-0.08827793584187672,-0.2474770089832098,-0.023653222817401502,-0.3115300132826203,-0.15573476782102152,-0.19152734963276655,-0.259858440103414,-0.09502945249255122,-0.21437085887956764,-0.06044647658787881,-0.10055037370789063,-0.08088234453130691,-0.11854493012862614,0.016443048417981675,-0.24922645142514024,-0.1798888392280859,-0.2724490761244501,-0.1528205669256103,-0.09604021030691921,4.0,Oakland
195,2021-06,2.179477771859156,1.6641126844246688,-0.015394523654848027,2.2281153437507935,2.1716414584297152,2.162639676023829,2.0941245333150977,-0.301134715999291,-0.8191213548189943,-0.5506702904567845,-0.2879156844931134,-0.34168588808140643,-0.1921515676333198,-0.36473204505612383,-0.1954988653496003,-0.25805922000415665,-0.4104838724576148,-0.21126734670870753,-0.489751920094533,-0.10522089284346305,-0.3455208508341007,-0.08827793584187672,-0.2474770089832098,-0.13630430230021218,1.1870593681752126,-0.1553224808758563,-0.18910786796380008,-0.2602215089793305,0.09170213335086537,-0.5473046921378757,-0.06258665820599263,-0.08555390130408731,-0.08088234453130691,-0.11854493012862614,8.278187900696654e-05,4.898273270083925,-0.1719110463101333,-0.1152561791715668,-0.20871894377593717,0.29822342961036646,1.0,Los Angeles/Long Beach
196,2021-06,0.5559118344899581,0.1574763551049862,-0.24529595323466252,0.543570367080241,0.4711399758378347,0.4775432062411314,0.4618996557860254,0.6735015112857412,1.3874854740914484,2.0312447671079785,3.398013962152107,0.7539814489967376,9.771699257851727,5.116841042549223,1.3684920574472021,2.181961925536397,0.015556174909615713,1.518692051245538,2.61404984914755,-0.09521398772741553,0.8085798574638501,-0.06620427575178559,1.2450514373954247,0.937263017787625,3.909249628851119,-0.0981238105827009,-0.03812460775859621,-0.29221003435449805,0.06815469765811716,3.726422131460461,-0.06444005765517896,-0.10537023748393504,-0.07416009463225574,-0.1154762297979883,-0.04519164749086685,1.3616560003034153,-0.1764051589596919,-0.11832233501218851,-0.26260629055710255,-0.12679521192372242,3.0,Newark/New York
197,2021-06,-0.7207440773547876,-1.0698327535647083,-0.05497324242519923,-0.8247772619758091,-0.8532870016761748,-0.8131131089631974,-0.8330913377230643,-1.3851425834676494,1.0990400598702295,0.47587425050269955,-0.24986036365754327,-0.34168588808140643,-0.17890176600368543,0.07220494018778056,-0.3909977306992006,-0.25805922000415665,-0.4912845710962275,-0.49529053144746427,1.9601003278656541,-0.05174373435696144,-0.31973367728477786,-0.08827793584187672,-0.14415479541773155,-0.06253849383320567,-0.3115300132826203,-0.15547538199459307,-0.3038604388939171,-0.29588141105128185,0.03692937645527147,1.3174936758629523,-0.05565678698083607,-0.0884133581416456,-0.08088234453130691,0.041206003663182666,-0.03936831288226718,-0.24922645142514024,-0.17486969798831442,-0.2851048795768681,-0.25952018179624553,-0.1249149152910145,2.0,Miami/Fort Lauderdale
198,2021-07,-0.37350443327025734,-0.40781304437432997,-0.11317750586171724,-0.4160852039827152,-0.4312753633426545,-0.4279072792716513,-0.3920592445515417,-0.8958628561870937,0.3640645338625945,-0.6128851111209956,-0.2716062612778691,-0.34168588808140643,-0.1921515676333198,-0.5236182215084527,-0.3909977306992006,-0.26570818911243427,-0.7851052934184555,-0.5211108209691694,-0.6126747624407541,-0.10607772971761543,-0.35343550929197737,-0.08827793584187672,-0.2474770089832098,-0.19516640035962174,-0.3115300132826203,-0.15573476782102152,-0.3387127821008704,-0.29609904420598815,-0.1977813113999725,-0.7022434289450661,-0.06522805824980002,-0.10293656753905076,-0.08088234453130691,-0.11854493012862614,-0.09875561681287304,-0.24922645142514024,-0.1798888392280859,-0.2411080997685229,-0.26350841765575994,-0.12839606087232042,0.0,Houston
199,2021-07,2.4918953765046528,1.4890394093780936,0.007842991931900656,2.3336138573821246,2.3212868736709886,2.2700044945528237,2.2823904163043753,-0.301134715999291,-0.8191213548189943,-0.5817777007888901,-0.2879156844931134,-0.34168588808140643,-0.1921515676333198,-0.4441751332822883,-0.1954988653496003,-0.25805922000415665,-0.5573942336187288,-0.31454850479552815,-0.39510133148794274,-0.10595425093347906,-0.17910739085411387,-0.08827793584187672,-0.2474770089832098,-0.15077481203554308,-0.22102335387479027,-0.15559824896500657,-0.24408215725581364,-0.2449964139031896,-0.05604176122063071,-0.5011919728500214,-0.06446675379228647,0.11992639277435545,-0.08088234453130691,-0.11854493012862614,0.05032481524759104,0.06165457433210122,-0.17724718594399563,-0.11926332741700414,-0.14644827638029168,-0.014034867377734057,1.0,Los Angeles/Long Beach
200,2021-07,-0.5970512003566928,-0.5178885821146668,-0.024749231194776768,-0.5793176663429223,-0.6035105748202736,-0.5682519363303017,-0.5904513447115289,0.2786446126912207,-1.0102726127834971,-0.5506702904567845,-0.24442388925246183,-0.15907466523504907,-0.1921515676333198,-0.4441751332822883,1.954988653496003,-0.24276128178760145,0.2065396444190639,0.09857612755175435,-0.5266287727983994,-0.10603542585201296,0.28911794080389985,-0.08719188355629397,-0.2474770089832098,-0.19096068005202155,0.16075027221885735,-0.15236002170033128,-0.2099571447480253,-0.13084356621977244,-0.1784751225293796,-0.4679908149627663,-0.06509764669092998,0.23165535728431821,-0.07889788481669884,-0.11854493012862614,-0.08463153105128252,-0.11404028523374209,-0.15812161616718215,-0.28524853532803335,-0.13732554810490077,-0.10191558574185164,4.0,Oakland
201,2021-07,-0.4307540437519582,-0.8079251223231358,-0.1830695172706132,-0.4546580715935963,-0.40710323070014875,-0.4798853975581396,-0.5435021491389205,1.6299940316770722,-1.021196100221785,-0.5817777007888901,-0.31509805651852063,-0.34168588808140643,-0.1921515676333198,-0.5236182215084527,-0.3909977306992006,-0.26570818911243427,-0.32968317381900214,-0.4436499524040539,-0.5782563665838122,-0.07913595699797978,-0.3718356682806154,-0.08827793584187672,-0.2474770089832098,-0.19516640035962174,-0.3115300132826203,-0.15573476782102152,-0.2837334380857625,-0.2960744421971953,-0.1978418200351732,-0.6229295517699568,0.10088057173252424,-0.11749529332133941,-0.08088234453130691,-0.11854493012862614,-0.09875561681287304,-0.24922645142514024,-0.1798888392280859,-0.28742023499477476,-0.2633581363045318,-0.13914172296168573,5.0,Seattle/Tacoma
