,Date,Empty Exports,Loaded Exports,Empty Imports,Loaded Imports,Total TEUs,Total Imports,Total Exports,latitude,longitude,Count of Event_Cocaine,Count of Event_Ecstasy,Count of Event_Fentanyl,Count of Event_Heroin,Count of Event_Ketamine,Count of Event_Khat (Catha Edulis),Count of Event_Lsd,Count of Event_Marijuana,Count of Event_Methamphetamine,Count of Event_Other Drugs**,Sum Qty (lbs)_Cocaine,Sum Qty (lbs)_Ecstasy,Sum Qty (lbs)_Fentanyl,Sum Qty (lbs)_Heroin,Sum Qty (lbs)_Ketamine,Sum Qty (lbs)_Khat (Catha Edulis),Sum Qty (lbs)_Lsd,Sum Qty (lbs)_Marijuana,Sum Qty (lbs)_Methamphetamine,Sum Qty (lbs)_Other Drugs**,Sum_of_Counts,Ratio_Cocaine,Ratio_Ecstasy,Ratio_Fentanyl,Ratio_Heroin,Ratio_Ketamine,Ratio_Khat (Catha Edulis),Ratio_Lsd,Ratio_Marijuana,Ratio_Methamphetamine,Ratio_Other Drugs**,Hub Portuario
145,2020-10,600968.0,258614.75,18727.6,909021.2,1787331.55,927748.8,859582.75,33.804338012958965,-118.37905453563714,9.0,5.0,,,4.0,2.0,,66.0,12.0,180.0,3.008648489514,18.87708118375,,,196.457669526654,482.5477990656,,235.15717407361,48.526389413344,206.2899116260086,278.0,0.33429427661266664,3.77541623675,,,49.1144173816635,241.2738995328,,3.562987485963788,4.043865784445333,1.1460550645889367,Los Angeles/Long Beach
146,2020-10,28999.5,86941.75,13969.75,86753.0,216664.0,100722.75,115941.25,37.90095694063927,-122.20986401826484,3.0,15.0,,,9.0,,1.0,77.0,26.0,174.0,0.0084657508608,3.0823710699268,,,45.3266883275808,,0.0024030386558,185.224455890968,16.361694959234796,319.15673510689726,305.0,0.0028219169536,0.20549140466178667,,,5.036298703064533,,0.0024030386558,2.4055124141684154,0.6292959599705691,1.8342341098097543,Oakland
147,2020-10,51634.25,64281.75,8164.75,114569.0,296891.67,122733.75,115916.0,47.449354639175255,-122.42877860824744,2.0,1.0,3.0,,4.0,,2.0,85.0,,47.0,0.005070632026,0.003968320716,2.271202223124,,0.024471311082,,0.089507678372,39.47156338848,,361.5716901553396,144.0,0.002535316013,0.003968320716,0.757067407708,,0.0061178277705,,0.044753839186,0.46437133398211766,,7.693014684156162,Seattle/Tacoma
148,2020-10,231741.0,118281.0,2312.0,403103.0,755437.0,405415.0,350022.00000000006,40.6909464495114,-74.15705749185668,134.0,690.0,1.0,268.0,32.0,13.0,468.0,14.0,48.0,1900.0,17.44187185813,137.93441884291997,0.03747858454,3.3995280800400005,201.645146551514,10203.544641015,1.2874996100799987,5.822143784705601,25.3950700060062,1668.6396187953646,3568.0,0.13016322282186568,0.19990495484481155,0.03747858454,0.012684806268805972,6.301410829734812,784.8880493088461,0.00275106754290598,0.4158674131932572,0.5290639584584625,0.8782313783133499,Newark/New York
149,2020-10,50979.0,97185.0,12871.0,135175.0,296210.0,148046.0,148164.0,29.602093408239703,-94.66715344569288,,2.0,,,,1.0,,380.0,3.0,32.0,,0.57099725858,,,,0.61288508836,,300.7166542188836,0.03527396192,18.47363524429,418.0,,0.28549862929,,,,0.61288508836,,0.7913596163654831,0.011757987306666667,0.5773011013840625,Houston
150,2020-11,233904.0,118762.0,3307.0,382912.0,738885.0,386219.0,352666.0,40.6909464495114,-74.15705749185668,44.0,432.0,4.0,98.0,34.0,38.0,128.0,7.0,31.0,2272.0,87.815850973412,37.21402982560001,0.28880556322,15.558065921792402,162.93043010847998,16308.84574578816,0.3130564120400001,13.8945017851928,7.29840318351,1656.355329279365,3088.0,1.9958147948502727,0.08614358755925927,0.072201390805,0.15875577471216737,4.792071473778823,429.1801512049516,0.002445753219062501,1.9849288264561142,0.23543236075838708,0.7290296343659176,Newark/New York
151,2020-11,23646.75,79667.2,16332.75,78048.0,197694.7,94380.75,103313.95,37.90095694063927,-122.20986401826484,,9.0,2.0,,5.0,,4.0,98.0,5.0,202.0,,1.0346514417922,0.008598028218,,33.93575598966,,3.665405568012,219.015588636756,10.6904135004158,694.4550670811427,325.0,,0.11496127131024443,0.004299014109,,6.787151197932,,0.916351392003,2.2348529452730204,2.13808270008316,3.4378963716888253,Oakland
152,2020-11,29682.0,102755.0,8018.0,122475.0,262930.0,130493.0,132437.0,29.602093408239703,-94.66715344569288,1.0,,,,,3.0,,358.0,,130.0,0.0312835949778,,,,,1802.830147505,,256.65996079777995,,82.15649652296719,492.0,0.0312835949778,,,,,600.9433825016666,,0.716927264798268,,0.6319730501766707,Houston
153,2020-11,48668.00000000003,72745.5,10753.75,117151.0,301931.84,127904.75,121413.50000000004,47.449354639175255,-122.42877860824744,1.0,2.0,,,,,1.0,48.0,1.0,96.0,0.0109790206476,0.010361726314,,,,,0.014109584768,6.589572918727599,0.0031746565728,19.506545034212404,149.0,0.0109790206476,0.005180863157,,,,,0.014109584768,0.13728276914015833,0.0031746565728,0.20319317743971255,Seattle/Tacoma
154,2020-11,533209.25,248199.5,14364.7,847496.7,1643270.15,861861.4,781408.75,33.804338012958965,-118.37905453563714,22.0,10.0,,,7.0,2.0,10.0,118.0,8.0,442.0,103.5761248819108,20.8372772938706,,,29.675984163296,35.7810251226,0.7936641431999999,305.67736376105034,108.48066063972,580.4109530749479,619.0,4.708005676450491,2.0837277293870597,,,4.239426309042286,17.8905125613,0.07936641432,2.5904861335682234,13.560082579965,1.313146952658253,Los Angeles/Long Beach
155,2020-11,10439.0,31476.0,12006.0,26280.0,80201.0,38286.0,41915.0,26.14492877245509,-79.93771224550898,64.0,12.0,,,5.0,,2.0,36.0,2.0,912.0,553.1839078103999,1.691386474064,,,23.368999772,,0.0020062065842,76.0805124897948,30.8977860193,1482.1129364152152,1033.0,8.643498559537498,0.14094887283866667,,,4.6737999544,,0.0010031032921,2.1133475691609664,15.44889300965,1.6251238337886131,Miami/Fort Lauderdale
156,2020-12,11862.0,32889.0,12463.0,27913.0,85127.0,40376.0,44751.0,26.14492877245509,-79.93771224550898,48.0,4.0,,,7.0,,1.0,31.0,,1260.0,167.8003091987028,0.2506655918939999,,,204.30127588409,,0.033951188348,69.8172457650534,,1671.1963196477782,1351.0,3.495839774972975,0.06266639797349997,,,29.18589655487,,0.033951188348,2.2521692182275292,,1.3263462854347445,Miami/Fort Lauderdale
157,2020-12,26619.0,106908.0,14323.0,128593.0,276443.0,142916.0,133527.0,29.602093408239703,-94.66715344569288,2.0,,,,3.0,3.0,,62.0,,11.0,1.811758869116,,,,7.1209310626,885.1559819299999,,62.704802499540406,,19.9470506799146,81.0,0.905879434558,,,,2.3736436875333333,295.05199397666667,,1.0113677822506517,,1.8133682436286,Houston
158,2020-12,52841.75,63848.5,7433.75,122468.5,301813.86,129902.25,116690.25,47.449354639175255,-122.42877860824744,2.0,,,,,,,26.0,2.0,40.0,0.0695337974348,,,,,,,1.635278828385,0.4149320233102,11.8379636665782,70.0,0.0347668987174,,,,,,,0.06289533955326923,0.2074660116551,0.29594909166445504,Seattle/Tacoma
159,2020-12,243938.0,103891.0,2921.0,358325.0,709075.0,361246.0,347829.0,40.6909464495114,-74.15705749185668,142.0,446.0,1.0,228.0,11.0,7.0,206.0,6.0,33.0,2250.0,244.96223317605984,27.05953803788001,0.01543235834,7.614766529480002,76.91487396656,5948.07182876,0.5247001835600005,7.629317038772001,1.53882658876,1515.5144241591431,3330.0,1.725086149127182,0.06067160995040361,0.01543235834,0.03339809881350878,6.992261269687273,849.7245469657144,0.00254708826970874,1.2715528397953335,0.046631108750303026,0.6735619662929525,Newark/New York
160,2020-12,27718.0,75329.75,15073.75,90217.75,208339.25,105291.5,103047.75,37.90095694063927,-122.20986401826484,1.0,9.0,,1.0,2.0,,3.0,43.0,7.0,95.0,0.046737999544,3.2617612125162,,0.038360433588,4.008378709005401,,22.5280244273748,139.9149856660494,3.003136932964,559.0469473447066,161.0,0.046737999544,0.3624179125018,,0.038360433588,2.0041893545027003,,7.5093414757916,3.2538368759546374,0.42901956185199996,5.884704708891649,Oakland
161,2020-12,560117.75,252639.0,15378.3,866937.0,1695071.05,882315.3,812756.75,33.804338012958965,-118.37905453563714,3.0,12.0,,,4.0,1.0,11.0,74.0,12.0,828.0,0.0330913855262,0.95239697184,,,20.4245498931804,330.693393,0.9288516022584,185.4575065481282,23.793610088612,1787.2569578720356,945.0,0.011030461842066666,0.07936641432000001,,,5.1061374732951,330.693393,0.08444105475076363,2.5061825209206514,1.9828008407176665,2.1585228959807194,Los Angeles/Long Beach
162,2021-01,15194.0,30795.0,15318.0,26832.0,88139.0,42150.0,45989.0,26.14492877245509,-79.93771224550898,51.0,6.0,,,8.0,,3.0,46.0,2.0,1190.0,2787.08832544924,3.18678199721,,,21.1202846996,,0.0039903669422,48.3534588150312,6.5367060683,1057.0171619022908,1306.0,54.648790695083136,0.5311303328683333,,,2.64003558745,,0.0013301223140666665,1.0511621481528521,3.26835303415,0.888249715884278,Miami/Fort Lauderdale
163,2021-01,548547.25,235580.75,13531.0,801864.2,1599522.2,815395.2,784128.0,33.804338012958965,-118.37905453563714,4.0,3.0,,,3.0,,1.0,80.0,8.0,458.0,0.3851696179402,4.0255747654414,,,11.53238092522,,0.15101664947,588.4438042380843,16.7262072632256,1908.6148192351748,557.0,0.09629240448505,1.3418582551471332,,,3.8441269750733333,,0.15101664947,7.355547552976054,2.0907759079032,4.167281264705622,Los Angeles/Long Beach
164,2021-01,23503.0,99694.0,10264.0,121578.0,255039.0,131842.0,123197.0,29.602093408239703,-94.66715344569288,8.0,1.0,1.0,,,,,38.0,,56.0,12.3174911326544,0.0032628414776,174.8706662184,,,,,214.049235260682,,28.310485004920395,104.0,1.5396863915818,0.0032628414776,174.8706662184,,,,,5.63287461212321,,0.5055443750878642,Houston
165,2021-01,60250.5,58188.75,6662.25,114083.25,289187.16000000003,120745.5,118439.25,47.449354639175255,-122.42877860824744,1.0,,,,1.0,,,71.0,1.0,124.0,240.6786514254,,,,0.235012771292,,,7.719750658644401,0.000440924524,30.203329894000003,198.0,240.6786514254,,,,0.235012771292,,,0.10872888251611831,0.000440924524,0.24357524108064518,Seattle/Tacoma
166,2021-01,239509.0,108738.0,1645.0,371392.0,721284.0,373037.0,348247.0,40.6909464495114,-74.15705749185668,128.0,448.0,,108.0,21.0,30.0,194.0,10.0,98.0,3010.0,64.63027580339599,29.55958008895999,,2.39422016532,104.91358124056,17819.303250674,0.4982447121200004,9.432257417408,2.77341525596,1628.313852326538,4047.0,0.5049240297140312,0.06598120555571427,,0.022168705234444447,4.995884820979048,593.9767750224667,0.002568271711958765,0.9432257417408,0.028300155673061222,0.5409680572513414,Newark/New York
167,2021-01,36427.75,69147.25,16119.5,77403.2,199097.7,93522.7,105575.0,37.90095694063927,-122.20986401826484,2.0,12.0,,1.0,2.0,,,76.0,18.0,260.0,17.342884302492,11.325366861202,,3.11402945075,0.0079586876582,,,982.2201807018596,92.76611060436,1348.4593655909057,371.0,8.671442151246,0.9437805717668333,,3.11402945075,0.0039793438291,,,12.9239497460771,5.153672811353333,5.186382175349637,Oakland
168,2021-02,17227.0,79840.0,9262.0,92434.0,198763.0,101696.0,97067.0,29.602093408239703,-94.66715344569288,2.0,1.0,,,1.0,,,26.0,1.0,32.0,0.011243575362,0.01653466965,,,2.6675933702,,,126.321348729808,2.1825763938,280.29351528418,63.0,0.005621787681,0.01653466965,,,2.6675933702,,,4.858513412684923,2.1825763938,8.759172352630625,Houston
169,2021-02,47259.74999999997,60525.0,5808.25,103648.25,268215.97,109456.5,107784.74999999996,47.449354639175255,-122.42877860824744,,,,,,,,36.0,,130.0,,,,,,,,11.6049350556442,,25.5965945597004,166.0,,,,,,,,0.3223593071012278,,0.1968968812284646,Seattle/Tacoma
170,2021-02,193956.0,94698.0,2290.0,334176.0,625120.0,336466.0,288654.0,40.6909464495114,-74.15705749185668,132.0,378.0,2.0,286.0,29.0,15.0,300.0,34.0,29.0,3136.0,146.07653110310395,26.794983323480004,0.38360433588,16.212794747479997,3.20552128948,18080.2644302034,1.0846743290399994,19.618495770856,1.41757234466,1886.734557026008,4341.0,1.1066403871447268,0.07088619926846562,0.19180216794,0.05668809352265733,0.1105352168786207,1205.3509620135599,0.003615581096799998,0.5770145814957647,0.04888180498827586,0.601637294970028,Newark/New York
171,2021-02,28300.75,69525.25,12463.75,80198.75,190488.5,92662.5,97826.0,37.90095694063927,-122.20986401826484,4.0,15.0,1.0,,1.0,1.0,1.0,90.0,12.0,396.0,43.8569325655054,2.5110872104062,0.00110231131,,6.75496370768,594.14579609,0.0026896395964,198.9125829527026,17.289532435088,642.7920728814195,521.0,10.96423314137635,0.16740581402708,0.00110231131,,6.75496370768,594.14579609,0.0026896395964,2.2101398105855843,1.4407943695906666,1.6232123052561098,Oakland
172,2021-02,549383.75,220624.15,14402.25,786640.25,1571050.4,801042.5,770007.9,33.804338012958965,-118.37905453563714,5.0,6.0,,,8.0,,,90.0,6.0,234.0,2.6417772393198,0.279325685954,,,110.0547611904,,,3308.6920724469974,9.769344216006,1540.559907156297,349.0,0.5283554478639599,0.04655428099233333,,,13.7568451488,,,36.763245249411085,1.6282240360009999,6.583589346821782,Los Angeles/Long Beach
173,2021-02,13515.0,29787.0,10536.0,28875.0,82713.0,39411.0,43302.0,26.14492877245509,-79.93771224550898,136.0,3.0,,1.0,7.0,,4.0,38.0,,1672.0,1245.896617542504,3.32236628834,,0.006172943336,60.8758255277622,,0.0079807338844,103.6741644498222,,1896.5218027776896,1861.0,9.161004540753705,1.1074554294466668,,0.006172943336,8.69654650396603,,0.0019951834711,2.728267485521637,,1.1342833748670391,Miami/Fort Lauderdale
174,2021-03,16029.0,32158.0,10212.0,32387.0,90786.0,42599.0,48187.0,26.14492877245509,-79.93771224550898,41.0,13.0,,3.0,12.0,1.0,15.0,36.0,2.0,2308.0,76.716678393022,2.761069369288,,3.3069559762262,63.0301607058,123.899791244,0.0129411347794,43.283576360722,20.4588979136,1593.0581005893814,2431.0,1.8711384973907803,0.21238995148369233,,1.1023186587420668,5.25251339215,123.899791244,0.0008627423186266666,1.2023215655756112,10.2294489568,0.6902331458359539,Miami/Fort Lauderdale
175,2021-03,267542.0,126699.0,2376.0,393159.0,789776.0,395535.0,394241.0,40.6909464495114,-74.15705749185668,58.0,820.0,4.0,94.0,34.0,11.0,382.0,22.0,99.0,1869.0,17.397558943468,62.86260938668002,0.55997414548,1.04058187664,28.87394245414,5420.48138494518,1.0141264051999996,29.7492437729586,1.9621141318,868.5142998980252,3393.0,0.2999579128184138,0.07666171876424392,0.13999353637,0.011070019964255318,0.849233601592353,492.7710349950164,0.002654781165445025,1.3522383533163,0.019819334664646464,0.4646946494906502,Newark/New York
176,2021-03,620251.0,262609.0,16838.25,898287.0,1797986.25,915125.25,882860.0,33.804338012958965,-118.37905453563714,5.0,3.0,,2.0,7.0,2.0,,80.0,3.0,156.0,11.6555752372256,4.92512693308,,0.014770971554,98.746810847896,1353.1532717036,,368.694032176416,6.380618786804,552.1941204389248,258.0,2.33111504744512,1.6417089776933331,,0.007385485777,14.106687263985142,676.5766358518,,4.6086754022052,2.1268729289346666,3.5397059002495177,Los Angeles/Long Beach
177,2021-03,37869.0,106745.0,18524.0,134259.0,297397.0,152783.0,144614.0,29.602093408239703,-94.66715344569288,,,,,5.0,,1.0,35.0,1.0,32.0,,,,,10.74533064988,,0.001322773572,238.937440480124,0.263893327614,4242.837348401863,74.0,,,,,2.149066129976,,0.001322773572,6.826784013717829,0.263893327614,132.58866713755822,Houston
178,2021-03,28648.7,94143.25,21139.45,97535.75,241467.15,118675.2,122791.95,37.90095694063927,-122.20986401826484,5.0,11.0,1.0,,5.0,,2.0,91.0,16.0,310.0,46.334112680016,0.8086776232422,0.0110231131,,21.1104961751672,,0.023809924296,207.219534846184,29.4758926143048,545.4375253105061,441.0,9.2668225360032,0.07351614756747273,0.0110231131,,4.22209923503344,,0.011904962148,2.2771377455624613,1.84224328839405,1.7594758880984067,Oakland
179,2021-03,51241.50000000006,72874.75,8435.0,142931.0,339321.96,151366.0,124116.25000000006,47.449354639175255,-122.42877860824744,,,1.0,,1.0,,,58.0,2.0,81.0,,,0.002645547144,,0.0082893810512,,,284.6882981997928,0.001322773572,17.193036103010602,143.0,,,0.002645547144,,0.0082893810512,,,4.908418934479187,0.000661386786,0.21225970497543953,Seattle/Tacoma
180,2021-04,229295.0,121671.0,2568.0,359265.0,712799.0,361833.0,350966.0,40.6909464495114,-74.15705749185668,24.0,366.0,,10.0,112.0,6.0,448.0,32.0,218.0,2936.0,36.2727221055386,53.4180060826,,0.21605301676,238.04633201711997,3403.2979847202,1.3395727963643989,16.531186346260398,7.235571438840001,1930.5884692585228,4152.0,1.5113634210641083,0.14595083629125682,,0.021605301676,2.125413678724285,567.2163307867,0.002990117849027676,0.5165995733206374,0.033190694673577985,0.657557380537644,Newark/New York
181,2021-04,55215.99999999997,59728.5,5367.0,121293.75,303641.53,126660.75,114944.49999999996,47.449354639175255,-122.42877860824744,2.0,,,,,,,81.0,2.0,168.0,0.000881849048,,,,,,,2819.7450034872286,0.0050044933474,34.1092156974016,253.0,0.000440924524,,,,,,,34.81166670971887,0.0025022466737,0.20303104581786668,Seattle/Tacoma
182,2021-04,40809.0,91766.0,14431.0,128834.0,275840.0,143265.0,132575.0,29.602093408239703,-94.66715344569288,2.0,5.0,2.0,,1.0,,,86.0,,74.0,0.0420201071371999,6.267742108659999,0.200841120682,,1.18829159218,,,507.71400719742405,,566.5265925538067,170.0,0.02101005356859995,1.2535484217319999,0.100420560341,,1.18829159218,,,5.903651246481675,,7.655764764240631,Houston
183,2021-04,25659.0,80289.5,14002.75,101886.25,221837.5,115889.0,105948.5,37.90095694063927,-122.20986401826484,,9.0,,,2.0,1.0,,75.0,18.0,280.0,,0.615971560028,,,0.082232423726,0.0748028454966,,183.3642394166644,119.34504091108002,477.7742619838712,385.0,,0.06844128444755555,,,0.041116211863,0.0748028454966,,2.444856525555525,6.630280050615557,1.706336649942397,Oakland
184,2021-04,581228.25,238517.5,16131.75,857277.85,1693154.35,873409.6,819745.75,33.804338012958965,-118.37905453563714,4.0,1.0,,2.0,9.0,,1.0,94.0,11.0,372.0,0.610019078954,4.40924524e-05,,0.019621141318,113.51050714725,,0.074295782294,545.4654799253276,20.02348494615,1934.185707895126,494.0,0.1525047697385,4.40924524e-05,,0.009810570659,12.612278571916667,,0.074295782294,5.8028242545247615,1.8203168132863636,5.199423945954639,Los Angeles/Long Beach
185,2021-04,13021.0,33506.0,12200.0,28974.0,87701.0,41174.0,46527.0,26.14492877245509,-79.93771224550898,42.0,11.0,,,22.0,,2.0,41.0,2.0,1546.0,775.3348666448676,9.1046725423022,,,141.85423786128,,0.005070632026,93.1537273534084,3.31134317524,2163.690979142746,1666.0,18.460353967734942,0.8276975038456545,,,6.447919902785455,,0.002535316013,2.2720421305709366,1.65567158762,1.399541383662837,Miami/Fort Lauderdale
186,2021-05,263257.0,134458.0,2291.0,396417.0,796693.0,398708.0,397715.0,40.6909464495114,-74.15705749185668,48.0,760.0,1.0,188.0,174.0,5.0,572.0,84.0,266.0,2716.0,76.77488043019,30.597560510908405,0.02425084882,2.2569603609988,307.65067737575987,13559.090499786,1.684331681679998,103.2425213870524,5.983345790680001,1945.7177360807289,4814.0,1.5994766756289582,0.04025994804066895,0.02425084882,0.012005108303185106,1.7681073412399992,2711.8180999572,0.0029446358071328637,1.2290776355601476,0.02249378116796993,0.7163909190282507,Newark/New York
187,2021-05,63425.0,63557.5,9449.0,134245.5,336397.36,143694.5,126982.5,47.449354639175255,-122.42877860824744,,,,,,1.0,1.0,144.0,3.0,126.0,,,,,,891.439156397,0.5232230864046,28880.368091320703,0.101853565044,24.6539861122932,275.0,,,,,,891.439156397,0.5232230864046,200.55811174528264,0.033951188348000004,0.19566655644677142,Seattle/Tacoma
188,2021-05,11505.0,33655.0,14688.0,30443.0,90291.0,45131.0,45160.0,26.14492877245509,-79.93771224550898,44.0,5.0,,,24.0,,14.0,94.0,4.0,1360.0,48.71995527938,0.415130439346,,,125.3768883994,,0.0179235819006,183.65229540819365,5.3817483701344,1244.5852639156756,1545.0,1.107271710895,0.0830260878692,,,5.224037016641667,,0.001280255850042857,1.9537478234914218,1.3454370925336,0.9151362234674085,Miami/Fort Lauderdale
189,2021-05,40113.2,74726.25,19008.95,92559.5,226407.9,111568.45,114839.45,37.90095694063927,-122.20986401826484,5.0,20.0,,,2.0,3.0,,55.0,13.0,258.0,18.745244751074,2.718740614984,,,0.481048655684,1081.704261446336,,126.743093037014,67.214754900822,677.8397523357027,356.0,3.7490489502148003,0.1359370307492,,,0.240524327842,360.56808714877866,,2.3044198734002546,5.170365761601692,2.6272858617662895,Oakland
190,2021-05,675428.75,245231.0,18153.9,980450.2,1919263.85,998604.1,920659.75,33.804338012958965,-118.37905453563714,2.0,,1.0,,2.0,,3.0,21.0,7.0,184.0,0.1618193003079999,,2.2707612986,,2.418911938664,,0.0072091159674,72.058531259224,21.2207273061672,2019.4369654671443,220.0,0.08090965015399995,,2.2707612986,,1.209455969332,,0.0024030386558,3.431358631391619,3.0315324723095998,10.975200899277958,Los Angeles/Long Beach
191,2021-05,51202.0,95439.0,8633.0,132853.0,288127.0,141486.0,146641.0,29.602093408239703,-94.66715344569288,,3.0,,,1.0,3.0,,54.0,1.0,34.0,,3.2820216943940004,,,0.625892361818,321.12533082920004,,286.788113060438,0.043651527876,36.0013991996952,96.0,,1.0940072314646667,,,0.625892361818,107.04177694306668,,5.310890982600704,0.043651527876,1.0588646823439765,Houston
192,2021-06,56337.0,84614.0,12188.0,139448.0,292587.0,151636.0,140951.0,29.602093408239703,-94.66715344569288,4.0,,,1.0,1.0,,,41.0,1.0,10.0,306.070403881744,,,0.0220462262,0.7312292306016,,,100.6017141816854,3.5053499658,2.5786148012568,58.0,76.517600970436,,,0.0220462262,0.7312292306016,,,2.4537003458947657,3.5053499658,0.25786148012568,Houston
193,2021-06,72075.5,56976.0,7639.0,133903.5,344573.04,141542.5,129051.5,47.449354639175255,-122.42877860824744,3.0,5.0,,,,,,55.0,1.0,77.0,0.009038952742,0.0839520293696,,,,,,710.4188937961458,0.00220462262,30.913659302164,141.0,0.0030129842473333337,0.01679040587392,,,,,,12.916707159929922,0.00220462262,0.4014760948332987,Seattle/Tacoma
194,2021-06,40229.45,71191.5,16001.7,95060.25,222482.9,111061.95,111420.95,37.90095694063927,-122.20986401826484,4.0,22.0,,,10.0,,,146.0,6.0,376.0,8.008953053936,2.6344799384476003,,,98.8073056925888,,,261.38869994787035,16.8873872229738,700.2370426417112,564.0,2.002238263484,0.11974908811125456,,,9.88073056925888,,,1.7903335612867832,2.8145645371623,1.862332560217317,Oakland
195,2021-06,548425.0,213013.75,14424.35,824864.25,1600727.35,839288.6,761438.75,33.804338012958965,-118.37905453563714,2.0,6.0,,,4.0,1.0,1.0,62.0,12.0,115.0,2.212118336908,1.33048975117,,,33.909961905006,7420.098352134,0.0066579603124,265.2720545080956,16.718204483115,1955.897647167255,203.0,1.106059168454,0.22174829186166667,,,8.4774904762515,7420.098352134,0.0066579603124,4.278581524324123,1.3931837069262498,17.007805627541348,Los Angeles/Long Beach
196,2021-06,247964.0,112987.0,1678.0,386771.0,749400.0,388449.0,360951.0,40.6909464495114,-74.15705749185668,85.0,684.0,6.0,752.0,142.0,9.0,320.0,120.0,79.0,2640.0,28.04720897164,59.485127532840025,0.6900468800599999,7.579492567560016,652.3831072199201,20898.72012629,0.93035074564,507.6055838569724,1.81219979364,1797.5549264998665,4837.0,0.3299671643722353,0.08696656072052635,0.11500781334333332,0.010079112456861723,4.5942472339431,2322.0800140322226,0.002907346080125,4.230046532141436,0.022939237894177216,0.6808920176135858,Newark/New York
197,2021-06,11703.0,31505.0,12230.0,30910.0,86348.0,43140.0,43208.0,26.14492877245509,-79.93771224550898,35.0,13.0,,1.0,15.0,,1.0,51.0,1.0,2108.0,140.275507603098,2.629894323398,,0.52470018356,76.40582660360201,,0.004188782978,81.0900764692208,0.10141264052,1587.5829203126132,2225.0,4.007871645802799,0.2022995633383077,,0.52470018356,5.093721773573467,,0.004188782978,1.5900014993964864,0.10141264052,0.7531228274727766,Miami/Fort Lauderdale
198,2021-07,75964.0,75457.0,9003.0,137197.0,297621.0,146200.0,151421.0,29.602093408239703,-94.66715344569288,,9.0,,,,,,11.0,,15.0,,0.931673519212,,,,,,25.1508198659364,,9.290941107466,35.0,,0.10351927991244445,,,,,,2.2864381696305816,,0.6193960738310668,Houston
199,2021-07,606241.75,201390.5,15712.7,852300.85,1675644.8,868013.55,807632.25,33.804338012958965,-118.37905453563714,1.0,6.0,,,2.0,1.0,1.0,42.0,8.0,192.0,0.318788430852,9.715992348602,,,25.573622392,448.1336399674,0.00220462262,177.03635520293082,23.812790305406,962.4064435517766,253.0,0.318788430852,1.6193320581003334,,,12.786811196,448.1336399674,0.00220462262,4.215151314355496,2.97659878817575,5.012533560165504,Los Angeles/Long Beach
200,2021-07,34593.9,68149.0,13905.7,94745.75,211394.35,108651.45,102742.9,37.90095694063927,-122.20986401826484,2.0,14.0,1.0,,2.0,12.0,3.0,146.0,24.0,85.0,0.1092170045948,33.3096652118062,0.033951188348,,2.42288025938,2338.443213034,0.0544982711664,231.8082200364728,77.005704418504,139.1137596672628,289.0,0.0546085022974,2.3792618008432997,0.033951188348,,1.21144012969,194.87026775283334,0.0181660903888,1.587727534496389,3.2085710174376665,1.63663246667368,Oakland
201,2021-07,65369.25,48893.25,5128.0,127165.5,309722.37,132293.5,114262.5,47.449354639175255,-122.42877860824744,1.0,1.0,,,,,,73.0,3.0,43.0,69.556284585524,0.0044974301448,,,,,,113.39463218234278,0.011464037624,8.8840559567188,121.0,69.556284585524,0.0044974301448,,,,,,1.5533511257855175,0.003821345874666667,0.20660595248183256,Seattle/Tacoma
202,2021-07,12818.0,32705.0,12579.0,29352.0,87454.0,41931.0,45523.0,26.14492877245509,-79.93771224550898,90.0,15.0,,1.0,16.0,,8.0,67.0,1.0,1968.0,326.401433683384,3.798785236522,,0.440924524,50.375847329262,,0.0150355262683999,186.8803699870762,0.3417165061,1814.9347602774687,2166.0,3.626682596482045,0.25325234910146666,,0.440924524,3.148490458078875,,0.0018794407835499875,2.7892592535384506,0.3417165061,0.9222229472954617,Miami/Fort Lauderdale
203,2021-07,250952.0,111159.0,2754.0,393945.0,758810.0,396699.0,362111.0,40.6909464495114,-74.15705749185668,212.0,684.0,5.0,510.0,204.0,3.0,388.0,78.0,115.0,2962.0,239.7879838869198,32.19630874248,0.77382253962,5.948071828760005,149.26176986447996,2339.435293213,1.1904962147999991,115.43342308886642,2.06573139494,2223.2843536462306,5161.0,1.131075395693018,0.047070626816491226,0.154764507924,0.011662885938745109,0.731675342472941,779.8117644043333,0.0030682892134020596,1.4799156806264926,0.017962881695130432,0.7506024151405235,Newark/New York
204,2021-08,65983.0,85660.0,8652.0,159791.0,320086.0,168443.0,151643.0,29.602093408239703,-94.66715344569288,2.0,1.0,1.0,,,,,24.0,,50.0,3.99257156482,0.031746565728,0.4850169764,,,,,28.8526237534046,,244.9679211024196,78.0,1.99628578241,0.031746565728,0.4850169764,,,,,1.2021926563918583,,4.899358422048392,Houston
205,2021-08,40667.45,71754.5,9775.85,97852.5,220050.3,107628.35,112421.95,37.90095694063927,-122.20986401826484,,28.0,,,14.0,54.0,1.0,79.0,34.0,208.0,,3.611877330798401,,,476.01991148778,2481.523221072,0.0021605301676,196.05750847489784,145.198209451296,188.0704914160308,418.0,,0.12899561895708575,,,34.001422249127145,45.95413372355556,0.0021605301676,2.4817406136063016,4.270535572096941,0.9041850548847634,Oakland
