Date,Empty Exports,Loaded Exports,Empty Imports,Loaded Imports,Total TEUs,Total Imports,Total Exports,latitude,longitude,Count of Event_Cocaine,Count of Event_Ecstasy,Count of Event_Fentanyl,Count of Event_Heroin,Count of Event_Ketamine,Count of Event_Khat (Catha Edulis),Count of Event_Lsd,Count of Event_Marijuana,Count of Event_Methamphetamine,Count of Event_Other Drugs**,Sum Qty (lbs)_Cocaine,Sum Qty (lbs)_Ecstasy,Sum Qty (lbs)_Fentanyl,Sum Qty (lbs)_Heroin,Sum Qty (lbs)_Ketamine,Sum Qty (lbs)_Khat (Catha Edulis),Sum Qty (lbs)_Lsd,Sum Qty (lbs)_Marijuana,Sum Qty (lbs)_Methamphetamine,Sum Qty (lbs)_Other Drugs**,Sum_of_Counts,Hub Portuario,Ratio_Cocaine,Ratio_Ecstasy,Ratio_Fentanyl,Ratio_Heroin,Ratio_Ketamine,Ratio_Khat (Catha Edulis),Ratio_Lsd,Ratio_Marijuana,Ratio_Methamphetamine,Ratio_Other Drugs**,Loaded_to_Total_Imports_Ratio
2018-12,12581.0,36826.0,14529.0,33040.0,96976.0,96976.0,49407.0,26.14492877245509,-79.93771224550898,22.0,8.0,1.0,1.0,6.0,,31.0,80.0,1.0,96.0,766.8139340798891,1.5172212870839998,0.000440924524,0.72091159674,6.447859776714,,0.27998707274,10.232998399218197,0.01543235834,89.03106100778224,246.0,Miami/Fort Lauderdale,34.85517882181314,0.18965266088549998,0.000440924524,0.72091159674,1.074643296119,,0.009031841056129032,0.12791247999022745,0.01543235834,0.9274068854977316,0.34070285431446956
2018-12,175037.0,115927.0,1094.0,317332.0,609390.0,609390.0,290964.0,40.6909464495114,-74.15705749185668,4.0,104.0,6.0,3.0,12.0,,25.0,11.0,2.0,404.0,15.069918381272,62.234291939979975,5.27786655228,2.21785035572,5.60194607742,,0.3086471668000002,2.925093292216,0.17416518698,434.4073288418867,571.0,Newark/New York,3.767479595318,0.5984066532690382,0.87964442538,0.7392834519066667,0.466828839785,,0.012345886672000008,0.26591757201963634,0.08708259349,1.0752656654502146,0.5207371305731961
2018-12,26783.0,85646.0,9528.0,99401.0,221358.0,221358.0,112429.0,29.602093408239703,-94.66715344569288,1.0,1.0,,,,,,25.0,,33.0,0.45415225972,0.000881849048,,,,,,255.4007244496884,,12.9810825412744,60.0,Houston,0.45415225972,0.000881849048,,,,,,10.216028977987536,,0.3933661376143758,0.44905085878983364
2018-12,55399.25,85349.75,20677.0,138872.75,349055.19,349055.19,140749.0,47.449354639175255,-122.42877860824744,2.0,1.0,,,,,2.0,92.0,,22.0,0.0110231131,0.005952481074,,,,,0.014991433816,16.636214567877197,,125.9667131351548,119.0,Seattle/Tacoma,0.00551155655,0.005952481074,,,,,0.007495716908,0.1808284192160565,,5.725759687961582,0.39785327357544803
2018-12,41825.0,72389.1,19651.75,87056.45,220922.3,220922.3,114214.1,37.90095694063927,-122.20986401826484,5.0,6.0,,,1.0,,1.0,55.0,9.0,64.0,0.445554231502,1.09790206476,,,1.18829159218,,0.000992080179,73.78682311594682,34.785417547408,1028.9101415189696,141.0,Oakland,0.0891108463004,0.18298367746,,,1.18829159218,,0.000992080179,1.341578602108124,3.865046394156445,16.0767209612339,0.3940591330073967
2019-01,12286.0,33662.0,16188.0,27730.0,89866.0,89866.0,45948.0,26.14492877245509,-79.93771224550898,18.0,13.0,8.0,2.0,7.0,1.0,45.0,64.0,6.0,212.0,122.1086015039286,4.2877484874118,0.0108908357428,0.037037660016,11.7726186521214,3.086471668,0.3197364185785999,8.373641727736397,48.1742450422514,851.6088127233411,376.0,Miami/Fort Lauderdale,6.7838111946627,0.3298268067239846,0.00136135446785,0.018518830008,1.6818026645887714,3.086471668,0.0071052537461911095,0.1308381519958812,8.029040840375233,4.017022701525194,0.30857053835710946
2019-01,182337.0,111833.0,1016.0,327345.0,622531.0,622531.0,294170.0,40.6909464495114,-74.15705749185668,10.0,112.0,1.0,2.0,10.0,,133.0,13.0,15.0,721.0,21.522187403226,86.28892934680003,0.04629707502,0.7716179169999999,50.17500620858,,1.0405818766400008,11.2098666821402,1.7857443222,684.318013858347,1017.0,Newark/New York,2.1522187403226,0.7704368691678575,0.04629707502,0.38580895849999997,5.017500620858,,0.007823923884511284,0.8622974370877077,0.11904962148,0.9491234588881372,0.5258292358131563
2019-01,60043.25,72858.5,15978.25,128615.25,326227.64,326227.64,132901.75,47.449354639175255,-122.42877860824744,3.0,1.0,1.0,1.0,,1.0,1.0,79.0,1.0,27.0,0.0824528859879999,0.0011243575362,0.8157103694,0.01322773572,,321.87490252,6.61386786e-05,7.109180424035399,0.029101018584,23.180967508740203,115.0,Seattle/Tacoma,0.0274842953293333,0.0011243575362,0.8157103694,0.01322773572,,321.87490252,6.61386786e-05,0.08998962562070126,0.029101018584,0.8585543521755631,0.39425000898145846
2019-01,20698.0,87961.0,10975.0,95318.0,214952.0,214952.0,108659.0,29.602093408239703,-94.66715344569288,0.0,,,,,,5.0,99.0,1.0,38.0,,,,,,,0.0260145469159999,52.621894808291785,0.037919509064,464.05586545356414,143.0,Houston,0.0,,,,,,0.00520290938319998,0.5315342909928463,0.037919509064,12.21199645930432,0.44343853511481635
2019-01,39768.5,75350.2,15481.5,81893.1,212493.3,212493.3,115118.7,37.90095694063927,-122.20986401826484,6.0,12.0,,2.0,2.0,,,76.0,5.0,71.0,2.3553967609818,3.2375324099224,,0.0054674640976,1.0277068805392,,,57.53502859431901,9.0751746916466,590.2106990368834,174.0,Oakland,0.3925661268303,0.2697943674935333,,0.0027337320488,0.5138534402696,,,0.7570398499252501,1.81503493832932,8.312826746998358,0.38539144528321606
2019-02,380932.5,247841.5,21968.8,651180.75,1301923.55,1301923.55,628774.0,33.804338012958965,-118.37905453563714,4.0,21.0,,1.0,4.0,,,198.0,7.0,56.0,2.76900601072,2.194260893686,,0.02866009406,0.050926782522,,,819.4441623616844,37.897021913276,29.2591561645326,291.0,Los Angeles/Long Beach,0.69225150268,0.10448861398504763,,0.02866009406,0.0127316956305,,,4.138606880614568,5.413860273325143,0.5224849315095107,0.5001681934396225
2019-02,44157.25,65610.0,12206.5,99668.5,269232.57,269232.57,109767.25,47.449354639175255,-122.42877860824744,1.0,1.0,,,1.0,,1.0,46.0,2.0,12.0,0.002866009406,0.001763698096,,,2.2487150724,,0.000661386786,17.856120448427998,0.006834330122,3.1655955738318,64.0,Seattle/Tacoma,0.002866009406,0.001763698096,,,2.2487150724,,0.000661386786,0.38817653148756515,0.003417165061,0.26379963115265,0.37019480963985896
2019-02,33662.0,67837.15,14208.7,69976.9,185684.75,185684.75,101499.15,37.90095694063927,-122.20986401826484,2.0,34.0,,,3.0,,1.0,35.0,9.0,76.0,0.14550509292,11.874494263391597,,,0.06393405598,,0.0024471311082,42.319450796543606,13.8162817746352,278.8381557078132,160.0,Oakland,0.07275254646,0.34924983127622344,,,0.021311351993333335,,0.0024471311082,1.2091271656155316,1.5351424194039112,3.668923101418595,0.3768586273239994
2019-02,15322.0,86460.0,9759.0,86953.0,198494.0,198494.0,101782.0,29.602093408239703,-94.66715344569288,2.0,3.0,,,,3.0,,53.0,,36.0,171.1669002168,1.46276710837,,,,1701.96866264,,47.5267694249836,,20.6160434139536,97.0,Houston,85.5834501084,0.4875890361233333,,,,567.3228875466667,,0.8967314985845962,,0.5726678726098222,0.43806361905145746
